depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,479,639,479,639,479,639,0.048567,0.17588,0,479,308
1,2,0,363.5,995,361,366,366,501,0.0570152,0.154771,131,217,217
2,4,0,280.5,1549,263,278,293,363,0.0718751,0.211403,88,177,154
3,8,0,217.25,2414,185,201,247,262,0.0893895,0.297204,64,132,109
4,16,0,170.875,3821,143,143,207,207,0.1124,0.409708,46,96,78
5,32,0,136.719,6104,97,112,178,178,0.164158,0.642575,33,78,60
6,64,0,113.984,10027,72,75,161,161,0.260535,1.04947,25,69,48
7,128,0,98.4219,17245,32,38,139,139,0.417917,1.89275,20,61,41
8,256,0,86.1875,30053,4,5,138,138,0.728966,3.37279,16,54,35
9,510,0,74.3255,51291,4,4,136,136,1.19984,5.34917,14,47,30
10,996,0,63.3444,85039,4,4,109,109,1.90527,8.70037,12,40,25
11,1618,0,53.5952,115946,4,4,115,115,2.5927,12.0645,10,34,20
12,2150,0,44.6126,127203,4,4,103,103,2.77372,13.5518,7,29,17
13,2230,0,35.0135,103202,4,4,91,91,2.08874,11.0494,6,23,12
14,2444,2,29.1837,94574,4,4,69,69,1.70117,9.9569,5,19,10
15,2444,8,24.9231,80971,4,4,58,58,1.38644,8.98047,4,17,8
16,2106,11,21.3181,59646,4,4,53,53,0.981798,6.93672,3,16,7
17,1784,20,18.2747,43047,4,4,49,49,0.69919,5.42235,2,14,6
18,1392,35,16.8017,30970,4,4,47,47,0.486006,4.0337,1,14,5
19,888,23,11.7038,13453,4,4,44,44,0.173911,1.57046,1,8,3
20,670,18,8.37463,7055,4,4,36,36,0.0678485,0.743806,2,5,2
21,598,12,6.64883,5002,4,4,31,31,0.0505597,0.567012,1,4,1
22,532,5,7.33647,5022,4,4,24,24,0.0510353,0.653967,1,6,2
23,378,7,7.88095,3940,4,4,26,26,0.047292,0.489183,1,6,2
24,270,4,7.0037,2387,4,4,18,18,0.028731,0.32953,1,6,1
25,160,0,6.35625,1293,4,4,15,15,0.0146285,0.173787,0,5,1
26,100,0,5.82,728,4,4,11,11,0.0075524,0.0987038,0,5,1
27,62,0,4.62903,362,4,4,10,10,0.0030319,0.0493255,0,3,1
28,40,0,5.35,272,4,4,7,7,0.0021004,0.0471844,0,5,1
29,22,2,3.63636,100,4,4,4,5,0.0006881,0.0135202,0,2,1
30,18,9,2,45,4,4,4,5,0.0003231,0.0088055,0,4,1
