depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,30,35,30,35,30,35,0.0017724,0.0114199,0,30,7
1,2,1,17,40,34,40,34,40,0.0028287,0.00978,0,34,8
2,2,0,25.5,61,19,22,32,32,0.0040444,0.017969,0,25,6
3,4,0,24,113,11,12,32,32,0.0072041,0.0292664,0,24,5
4,8,0,19.5,184,11,11,30,30,0.0090907,0.0420125,1,17,4
5,8,0,20.25,186,9,9,34,34,0.0076881,0.035128,1,15,4
6,12,0,11.5,158,5,5,18,18,0.0039731,0.0298925,1,10,2
7,6,0,10.3333,70,9,9,11,11,0.0011909,0.0073368,1,5,2
8,10,3,7.5,83,9,11,11,11,0.0008648,0.0066912,1,3,2
9,10,5,5.3,59,9,11,11,11,0,0.0021629,2,0,2
10,10,0,7.8,89,5,5,11,11,0.0005279,0.0056604,1,2,1
11,10,0,7.8,89,5,5,11,11,0.0004012,0.0059961,1,2,1
12,10,0,7.8,89,5,5,11,11,0.0009262,0.0098477,1,2,1
13,10,0,7.8,89,5,5,11,11,0.0009183,0.0106568,1,2,1
14,10,0,7.8,89,5,5,11,11,0.0004072,0.0060343,1,2,1
15,10,0,7.8,89,5,5,11,11,0.000396,0.0058682,1,2,1
16,10,0,7.8,89,5,5,11,11,0.0008296,0.0086406,1,2,1
17,10,0,7.8,89,5,5,11,11,0.0003943,0.0057599,1,2,1
18,10,0,7.8,89,5,5,11,11,0.0006293,0.0077498,1,2,1
19,10,0,7.8,89,5,5,11,11,0.0004058,0.0057772,1,2,1
20,10,0,7.8,89,5,5,11,11,0.0004159,0.0060394,1,2,1
21,10,0,7.8,89,5,5,11,11,0.0005241,0.0070257,1,2,1
22,10,0,7.8,89,5,5,11,11,0.0003825,0.0057288,1,2,1
23,10,0,7.8,89,5,5,11,11,0.0004702,0.0068234,1,2,1
24,10,0,7.4,84,5,5,11,11,0.0003877,0.0055727,1,2,1
25,8,0,8,72,5,5,11,12,0.000303,0.0046806,1,2,1
26,8,0,8,72,5,5,11,12,0.0003884,0.0053743,1,2,1
27,8,0,8,72,5,5,11,12,0.0003183,0.0046484,1,2,1
28,8,0,8,72,5,5,11,12,0.0003124,0.0045881,1,2,1
29,8,0,8,72,5,5,11,12,0.0003107,0.0046539,1,2,1
30,8,0,8,72,5,5,11,12,0.0004996,0.006602,1,2,1
31,8,0,8,72,5,5,11,12,0.0003129,0.004598,1,2,1
32,8,0,8,72,5,5,11,12,0.0003386,0.0047196,1,2,1
33,8,0,8,72,5,5,11,12,0.0003652,0.0050136,1,2,1
34,8,0,8,72,5,5,11,12,0.0003117,0.0046779,1,2,1
35,8,0,8,72,5,5,11,12,0.0003107,0.0045719,1,2,1
36,8,0,8,72,5,5,11,12,0.000326,0.0047478,1,2,1
37,8,0,8,72,5,5,11,12,0.0003199,0.0046433,1,2,1
38,8,0,8,72,5,5,11,12,0.0003113,0.0047201,1,2,1
39,8,0,8,72,5,5,11,12,0.0004319,0.0054295,1,2,1
40,8,0,8,72,5,5,11,12,0.0004145,0.0052249,1,2,1
41,8,0,8,72,5,5,11,12,0.0003146,0.004649,1,2,1
42,6,0,8,54,5,5,11,12,0.0002281,0.0035783,1,2,1
43,6,0,8,54,5,5,11,12,0.0002285,0.0036078,1,2,1
44,6,0,8,54,5,5,11,12,0.0002378,0.0036808,1,2,1
45,6,0,8,54,5,5,11,12,0.0002263,0.0036294,1,2,1
46,6,0,8,54,5,5,11,12,0.000239,0.0036158,1,2,1
47,4,0,8,36,5,5,11,12,0.0001535,0.0024244,1,2,1
48,4,0,8,36,5,5,11,12,0.0002105,0.0032112,1,2,1
49,4,0,8,36,5,5,11,12,0.0001816,0.0027871,1,2,1
50,4,0,6.5,30,5,5,11,12,0.0001508,0.0022166,1,2,1
51,2,0,8,18,5,5,11,12,7.67e-05,0.0012314,1,2,1
52,2,0,8,18,5,5,11,12,7.87e-05,0.0012153,1,2,1
53,2,0,8,18,5,5,11,12,7.88e-05,0.0012551,1,2,1
54,2,0,8,18,5,5,11,12,8.01e-05,0.001232,1,2,1
55,2,0,5,12,5,5,5,6,7.18e-05,0.0009928,1,2,1
