depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,88,103,88,103,88,103,0.0031378,0.0615172,0,88,66
1,2,0,111.5,255,72,72,151,167,0.0094057,0.136424,0,111,85
2,4,0,118.75,538,58,58,171,184,0.0100652,0.190542,0,118,91
3,8,0,123,1111,69,69,227,251,0.0157515,0.352407,0,123,95
4,16,0,107.312,1956,21,21,254,280,0.0281609,0.613806,0,107,82
5,32,3,83.625,3095,3,3,288,318,0.0409,0.919434,0,92,69
6,58,9,74.3793,4992,5,5,290,317,0.0662398,1.49271,0,88,66
7,98,13,72.0918,8233,3,3,339,367,0.102185,2.4217,0,83,62
8,170,20,66.0176,13107,3,3,288,288,0.163141,3.8276,0,74,55
9,300,49,56.1167,19662,3,3,291,291,0.245998,5.68131,0,67,48
10,502,106,50.7789,29791,3,3,316,329,0.368506,8.57416,0,64,46
11,792,143,49.2159,45625,3,3,336,357,0.5762,13.0839,0,60,43
12,1298,306,43.1695,65654,3,3,337,353,0.81496,18.7889,0,56,40
13,1984,507,40.1784,93405,3,3,317,324,1.14285,26.3959,0,53,38
14,2954,735,37.9218,131717,3,3,317,317,1.63412,37.0495,0,50,35
15,3876,869,38.8527,177150,3,3,337,337,2.18916,49.7679,0,50,35
16,4572,1005,40.1524,215475,3,3,278,278,2.69946,60.7416,0,51,36
17,5906,1289,39.4634,273306,3,3,286,286,3.45796,77.0028,0,50,35
18,7426,1611,38.9317,338756,3,3,323,323,4.37809,95.6689,0,49,34
19,8266,1795,39.154,378507,3,3,322,322,4.87209,107.529,0,50,35
20,6460,1365,40.5279,305821,3,3,296,296,3.89226,86.8721,0,51,36
21,5078,1076,40.4953,239748,3,3,340,340,3.03241,67.6789,0,51,36
22,4148,877,39.7693,192624,3,3,269,269,2.42139,54.2702,0,50,35
23,3578,806,37.8611,158102,3,3,263,263,1.97316,44.501,0,48,34
24,3476,772,36.9131,149941,3,3,267,267,1.85952,42.1678,0,47,33
25,3282,769,34.4156,131992,3,3,280,280,1.58578,36.7558,0,44,30
26,3044,756,31.957,113815,3,3,301,301,1.3431,31.4025,0,42,29
27,2564,657,30.86,92727,3,3,297,297,1.06899,25.3975,0,41,28
28,2238,604,28.6626,75095,3,3,259,259,0.836576,21.4621,0,39,26
29,1980,541,27.5838,64027,3,3,230,230,0.706384,18.2096,0,37,25
30,1806,518,24.9197,52964,3,3,194,194,0.534895,14.856,0,34,23
31,1620,481,23.5914,45007,3,3,179,179,0.450155,12.5906,0,33,22
32,1468,454,21.1839,36859,3,3,177,177,0.35266,10.2334,0,30,19
33,1370,435,19.4263,31613,3,3,143,143,0.29256,8.68058,0,28,18
34,1272,431,17.1368,26039,3,3,143,143,0.234668,7.09499,0,25,16
35,1178,421,15.3693,21732,3,3,143,143,0.186696,5.81882,0,23,14
36,992,360,13.9284,16633,3,3,137,137,0.139338,4.41958,0,21,13
37,916,335,12.4334,13914,3,3,115,115,0.109933,3.60361,0,19,11
38,836,322,11.7141,11957,3,3,106,106,0.0956524,3.13877,0,19,11
39,734,282,10.7534,9704,3,3,112,112,0.0737007,2.50505,0,17,10
40,630,234,10.1984,7984,3,3,115,115,0.0587728,2.02263,0,16,9
41,528,209,9.16288,6033,3,3,76,76,0.0426353,1.51854,0,15,8
42,378,155,8.9709,4214,3,3,88,88,0.0300866,1.01337,0,15,8
43,332,131,8.00301,3343,3,3,69,69,0.0229428,0.789692,0,13,7
44,312,128,7.23077,2850,3,3,68,68,0.0179241,0.662231,0,12,6
45,278,117,6.30935,2243,3,3,42,42,0.0131389,0.516829,0,10,5
46,232,98,6.10776,1821,3,3,46,46,0.0105117,0.416165,0,10,5
47,202,85,5.49505,1439,3,3,43,43,0.0080793,0.328276,0,9,4
48,144,58,5.34722,992,3,3,40,40,0.0052964,0.22213,0,8,4
49,76,32,3.86842,396,3,3,20,20,0.0017439,0.0857812,0,6,2
50,48,22,3.625,234,3,3,13,13,0.0008948,0.0502319,0,6,2
51,20,8,3.2,89,3,4,7,7,0.000255,0.017898,0,5,2
52,14,6,2.57143,49,3,3,9,9,0.0001029,0.0098074,0,4,1
53,8,4,2.25,25,3,3,7,7,5.31e-05,0.0056217,0,4,1
54,4,2,2,11,3,3,5,7,1.53e-05,0.0023826,0,4,1
55,2,1,2.5,7,5,7,5,7,1.92e-05,0.0017021,0,5,2
56,2,1,1.5,4,3,4,3,4,0,0.0009101,0,3,1
