depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,2134,974,2134,974,2134,974,0.292869,1.07341,0,2134,637,1663,1663,388
1,2,0,1430,750,1254,651,1606,1606,0.427299,1.13528,209,1031,453,1025,786,364
2,4,0,1156.75,645.75,933,502,1460,1460,0.485706,1.89461,73,1009,381,806,721,334
3,8,0,977.375,596.875,695,389,1368,1368,0.858034,2.81429,172,658,348,654,469,326
4,16,0,787.25,528.5,364,249,1320,1320,1.17409,4.3895,164,476,303,501,320,296
5,32,0,647.906,474.219,238,234,1241,1241,1.76522,8.05581,149,385,269,394,244,266
6,64,0,531.031,413.078,147,147,1224,1224,2.54161,13.7148,126,315,231,311,192,231
7,128,0,432.031,356.664,78,78,1178,1178,3.90788,22.3573,110,257,197,242,151,196
8,256,0,348.895,300.977,43,43,1089,1089,6.00793,34.0696,98,199,162,187,112,162
9,510,0,277.773,248.429,26,26,1070,1070,8.94023,48.3298,80,157,131,141,85,130
10,1010,0,219.637,201.715,4,4,1099,1099,13.1251,68.6025,65,123,103,106,63,103
11,1964,0,171.533,161.017,4,4,1097,1097,18.6346,93.0238,51,95,79,78,46,79
12,3654,0,134.182,128.459,4,4,1043,1043,25.4295,130.456,41,73,61,57,34,61
13,6280,0,105.867,102.833,4,4,1021,1021,32.3085,171.648,32,57,47,43,25,47
14,10000,0,83.9031,82.5208,4,4,1029,1029,37.9739,218.872,26,45,36,32,18,36
15,14786,0,67.5009,67.0363,4,4,1073,1073,43.7854,272.11,20,36,28,24,14,28
16,20432,0,54.4415,54.5514,4,4,959,959,44.6732,322.825,16,29,22,18,10,22
17,25822,0,44.4071,44.839,4,4,936,936,43.6231,369.683,13,23,17,13,7,17
18,29798,0,36.9532,37.5743,4,4,870,870,38.5362,393.142,11,19,14,10,6,14
19,31696,0,31.3443,32.0404,4,4,856,856,32.5183,384.588,9,16,11,8,4,11
20,31114,0,27.0021,27.7611,4,4,795,795,25.7323,346.764,8,13,9,6,3,9
21,28214,0,23.9036,24.6862,4,4,728,728,19.6217,293.353,7,12,8,5,3,8
22,23826,0,21.6432,22.4245,4,4,711,711,14.3153,236.275,6,10,7,4,2,7
23,16654,0,18.4228,19.3143,4,4,367,367,7.42826,148.799,5,9,6,3,1,6
