depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,1370,624,1370,624,1370,624,0.145662,0.619615,0,1370,393
1,2,0,1081.5,1093,1019,531,1144,1019,0.20092,0.910827,0,1081,326
2,4,0,741.75,1792,612,334,820,820,0.254523,1.24136,0,741,246
3,8,0,559.375,3024,295,209,778,778,0.361939,1.90612,0,559,202
4,16,1,396.062,4672,188,181,731,731,0.477289,2.69612,0,422,160
5,30,6,303.7,7028,132,132,801,801,0.678929,3.82025,0,379,151
6,48,4,288.271,11506,106,106,876,876,1.04845,5.88558,0,314,133
7,88,15,227.386,18061,80,80,727,727,1.5643,8.61543,0,274,126
8,146,50,169.966,23111,80,80,651,651,1.94553,10.6196,0,258,122
9,192,73,151.88,27523,80,80,615,615,2.23005,12.0967,0,245,116
10,236,85,148.703,33546,80,80,558,558,2.60801,15.2863,0,232,111
11,302,115,135.507,39786,70,70,549,549,3.14161,17.7955,0,218,105
12,372,142,124.734,45655,54,54,517,517,3.53163,18.9421,0,201,97
13,456,142,123.145,55779,36,36,500,500,3.97323,22.3605,0,178,84
14,620,201,109.155,68323,34,34,466,466,4.72736,26.3547,0,161,76
15,828,283,97.4239,82196,34,34,429,429,5.64487,31.2733,0,148,69
16,1052,407,85.9116,92655,33,33,396,396,6.16239,34.4623,0,140,65
17,1250,478,82.3032,105603,32,32,365,365,7.43728,39.8374,0,133,61
18,1468,592,74.6342,112730,22,22,308,308,7.43543,40.9314,0,125,57
19,1634,549,74.743,125772,21,21,298,298,7.95666,44.0945,0,112,50
20,2012,591,69.2783,144724,20,20,286,286,8.66022,49.3483,0,98,43
21,2574,704,62.6476,169317,17,17,264,264,9.62679,57.5443,0,86,37
22,3342,1266,49.8797,175656,17,17,237,237,9.84931,58.9576,0,80,34
23,3882,1455,45.9444,187779,14,14,219,219,10.3399,62.6049,0,73,30
24,4560,1723,41.3414,198330,10,10,182,182,10.2981,64.8565,0,66,27
25,5152,1797,38.2417,207289,7,7,161,161,10.1239,67.0266,0,58,23
26,5784,1710,35.0712,214827,7,7,148,148,9.84269,69.3913,0,49,19
27,6846,1805,31.1006,226461,4,4,128,128,9.41321,73.8322,0,42,15
28,8214,2957,24.929,218671,7,7,109,109,8.40838,73.233,0,38,14
29,9236,3342,21.8303,216890,7,7,94,94,7.69334,71.0852,0,34,11
30,10704,4313,18.6853,215855,7,7,83,83,8.30901,79.3452,0,31,10
31,11590,4253,17.0712,214627,7,7,70,70,6.46029,73.694,0,26,8
32,13018,4659,14.8801,211965,4,4,59,59,5.3804,67.329,0,23,7
33,14270,4820,13.1732,207448,4,4,48,48,4.64209,66.954,0,19,6
34,16086,6951,10.6067,190568,4,4,40,40,4.00854,59.1689,0,18,5
35,16670,6465,9.76947,186297,4,4,34,34,3.53003,59.5035,0,15,4
36,17492,6606,8.69929,177268,4,4,26,26,2.85269,56.592,0,13,4
37,18266,4867,7.54484,167535,4,4,19,19,1.97027,54.6508,0,10,2
38,17704,4826,6.24288,137504,4,4,15,18,1.22464,46.7568,0,8,2
39,16418,4053,5.25472,108596,4,4,11,11,0.6464,39.5092,0,6,1
40,15090,6105,3.89828,74599,4,4,8,10,0.384962,24.6152,0,6,1
41,12936,0,4,64680,4,4,4,5,0,13.0916,0,4,1
