depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,129,145,129,145,129,145,0.0047227,0.0948172,0,129,98
1,2,0,120,282,96,96,144,163,0.0066426,0.0915408,39,64,95
2,4,0,116,540,88,88,146,166,0.0105948,0.151765,40,64,94
3,8,0,124.25,1139,81,81,169,194,0.0168183,0.249897,38,71,98
4,16,0,127.625,2310,45,45,197,219,0.036732,0.529808,40,70,101
5,32,3,104.063,3803,13,13,229,229,0.0477597,0.71574,43,55,90
6,58,6,99.1034,6532,9,9,216,216,0.0848857,1.27153,39,55,87
7,104,11,89.6346,10639,9,9,202,202,0.13172,1.98586,35,51,78
8,186,12,84.2473,17991,5,5,205,205,0.213935,3.38792,27,52,69
9,348,47,71.1494,28576,7,7,223,223,0.319115,5.13289,26,46,62
10,602,89,63.9535,44714,5,5,235,235,0.523126,8.37766,21,45,56
11,1026,195,57.2914,68430,3,3,258,258,0.816226,13.279,19,44,53
12,1662,318,51.6179,100554,3,3,256,256,1.17572,19.0975,18,39,47
13,2688,612,46.0554,145510,3,3,244,244,1.7272,29.3281,16,37,43
14,4098,978,42.6242,206135,3,3,271,271,2.49876,44.9964,14,36,40
15,5992,1463,40.1812,284760,3,3,252,252,3.38259,62.1008,13,34,38
16,7978,1949,38.9544,368530,3,3,254,255,4.44709,81.2212,13,34,36
17,10820,2724,37.1122,476929,3,3,262,262,5.80334,106.257,12,33,35
18,13602,3372,36.1689,585581,3,3,268,272,7.18142,132.761,11,32,34
19,16434,4026,35.2034,689659,3,3,285,303,8.3533,151.683,11,32,32
20,18558,4538,35.1336,777675,3,3,277,302,9.526,175.484,11,32,32
21,20738,5024,34.5915,857560,3,3,291,291,11.0591,194.253,11,31,31
22,23158,5776,33.6285,933140,3,3,288,288,11.8633,221.927,11,31,31
23,25478,6282,32.9356,1.00688e+06,3,3,288,288,12.6244,234.619,10,30,30
24,26916,6608,32.2158,1.04233e+06,3,3,280,280,13.4345,278.611,10,29,29
25,27476,6738,31.2743,1.03559e+06,3,3,309,309,13.2324,337.189,10,28,28
26,26782,6549,30.8093,995720,3,3,244,268,13.1452,477.315,10,28,28
27,25980,6500,29.8593,937921,3,3,264,264,12.8875,539.749,9,27,27
28,17709,3936,30.9054,663100,3,3,273,273,10.6599,466.139,10,27,27
