depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,10,14,10,14,10,14,7.68e-05,0.0046083,0,10,5
1,2,1,5,14,10,14,10,14,0.0001237,0.0027557,0,10,5
2,2,0,10,28,10,10,10,14,0.0003637,0.0069276,0,10,5
3,4,0,9.5,53,8,10,10,11,0.0005581,0.0106428,0,9,4
4,8,0,9,101,5,7,10,10,0.0010308,0.0210854,0,9,4
5,16,0,8.875,199,3,4,10,10,0.0022628,0.0414751,0,8,4
6,32,0,6.625,302,3,3,9,9,0.0029746,0.0555052,1,6,2
7,64,0,5.75,520,3,3,9,9,0.0048822,0.096311,1,5,2
8,102,0,5.27451,756,3,3,9,9,0.0055166,0.117117,0,4,2
9,32,0,6.5,296,5,5,9,9,0.0013031,0.0280319,1,3,2
10,44,13,4.84091,304,5,5,9,9,0.0007648,0.0206932,2,2,2
11,54,6,5.96296,459,5,5,9,9,0.0012691,0.0322355,1,2,2
12,68,4,6.23529,604,3,3,9,9,0.0017915,0.0440059,1,2,2
13,76,2,6.39474,692,3,3,9,9,0.0020703,0.0508458,1,2,2
14,90,7,5.67778,725,3,3,9,9,0.0020449,0.0520814,2,2,2
15,110,8,5.50909,858,3,3,9,9,0.0023834,0.0625061,2,2,2
16,132,12,5.10606,951,3,3,9,9,0.0024754,0.0675243,2,1,2
17,140,17,4.66429,918,3,3,9,9,0.0021389,0.0658136,2,1,2
18,120,5,4.99167,841,3,3,9,9,0.0021443,0.0708375,1,1,2
19,120,3,5.14167,867,3,3,9,9,0.0020605,0.0664785,1,1,2
20,130,2,4.92308,896,3,3,9,9,0.0022268,0.0695164,1,1,2
21,112,0,5.05357,793,3,3,9,9,0.0020089,0.0620082,2,1,2
22,100,1,5.07,711,3,3,9,9,0.0017329,0.055077,1,1,2
23,102,1,5.04902,722,3,3,9,9,0.0017061,0.0558149,1,1,2
24,120,0,4.76667,798,3,3,9,9,0.0019572,0.0630556,1,1,1
25,118,0,4.64407,763,3,3,7,7,0.0018711,0.0617719,2,1,1
26,100,0,4.58,637,3,3,7,7,0.0016033,0.0520219,2,1,1
27,92,0,4.3913,560,3,3,7,7,0.0013614,0.045662,2,1,1
28,72,0,4.52778,453,3,3,5,7,0.0012333,0.0361944,2,1,1
29,62,0,4.03226,344,3,3,5,5,0.0008423,0.0274301,2,1,1
30,40,0,4.4,244,3,3,5,7,0.0005368,0.0186702,2,1,1
31,30,0,4.06667,168,3,3,5,5,0.0003716,0.0132393,2,1,1
32,18,0,4.11111,102,3,3,5,7,0.0002146,0.0082412,2,1,1
33,12,0,3.5,57,3,3,5,5,0.000132,0.0047696,2,1,1
34,4,0,4.5,25,3,3,5,7,6.1e-05,0.001888,2,1,1
35,4,0,4,22,3,3,5,7,4.5e-05,0.0017522,2,1,1
36,4,0,4.5,25,3,3,5,7,4.32e-05,0.0018403,2,1,1
37,4,0,3.5,19,3,3,5,5,4.3e-05,0.001607,2,1,1
