depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,50,61,50,61,50,61,0.0038024,0.017226,0,50,13,0,0
1,2,1,50,61,50,61,50,61,0.0049895,0.0156014,0,50,13,0,0
2,2,0,49,59,46,52,52,56,0.0100655,0.0304847,0,49,12,0,0
3,4,0,49,59,46,46,52,56,0.0223323,0.0635078,0,49,12,0,0
4,8,0,46.5,55.5,41,41,53,56,0.0356479,0.113874,0,46,11,0,0
5,16,0,38.25,44.875,25,25,51,51,0.0527146,0.179103,0,38,8,0,0
6,32,0,31.1875,36.3125,17,17,51,51,0.0721526,0.278814,1,31,7,0,0
7,62,0,27.4516,31.9032,11,11,47,47,0.120234,0.487698,1,26,6,0,0
8,86,0,22.4884,25.907,9,9,43,43,0.118784,0.515948,1,20,4,0,0
9,120,0,17.7833,19.9667,5,5,42,42,0.100905,0.540344,1,14,3,0,0
10,142,0,13.7606,15.6549,5,5,38,38,0.0755829,0.559306,1,11,2,0,0
11,46,0,12.8696,14.4348,9,9,21,21,0.0145872,0.126323,1,6,2,0,0
12,46,23,12.8696,14.4348,9,9,21,21,0,0.0093035,2,0,2,0,0
13,46,8,13.0789,14.6316,9,9,21,21,0.007224,0.0711083,1,4,2,0,0
14,52,10,12.5714,14.0238,5,5,21,21,0.0061264,0.0682335,1,3,2,0,0
15,62,18,12.9318,14.2955,5,5,21,21,0.0038172,0.0423973,2,2,2,0,0
16,78,11,12.4925,13.8358,5,5,21,21,0.0110297,0.106052,2,4,2,0,0
17,94,12,12.1829,13.5854,5,5,21,21,0.0132489,0.129773,2,4,2,0,0
18,112,13,12.4343,13.8687,5,5,21,21,0.0172281,0.180987,2,4,2,0,0
19,138,27,12.2703,13.7207,5,5,21,21,0.0182779,0.188618,2,4,2,0,0
20,164,38,12.127,13.5635,5,5,21,21,0.0195922,0.208995,2,3,2,0,0
21,180,42,11.6522,12.9275,5,5,18,18,0.0207174,0.230924,2,3,2,0,0
22,186,59,11.9134,13.1654,5,5,15,15,0.0136834,0.180413,2,2,2,0,0
23,190,50,11.5571,12.7286,5,5,15,15,0.0158792,0.219418,2,3,2,0,0
24,192,57,11.5481,12.7185,5,5,15,15,0.0113024,0.176976,2,2,2,0,0
25,206,53,11.2353,12.3529,5,5,15,15,0.0104317,0.193943,2,2,2,0,0
26,224,38,10.6022,11.6559,5,5,15,15,0.0111917,0.237869,2,2,1,0,0
27,244,31,9.86385,10.8967,5,5,15,15,0.0118787,0.245339,2,2,1,0,0
28,254,19,9.28085,10.2979,5,5,15,15,0.0131265,0.265094,2,2,1,0,0
29,238,18,9.00909,10.0091,5,5,11,11,0.0104436,0.242785,2,2,1,0,0
30,214,12,8.71287,9.71287,5,5,11,11,0.009304,0.221987,2,2,1,0,0
31,174,7,8.55689,9.55689,5,5,11,11,0.0083291,0.18558,2,2,1,0,0
32,140,7,8.65414,9.65414,5,5,11,11,0.0057809,0.142296,2,2,1,0,0
33,128,5,8.17073,9.17073,5,5,11,12,0.0051161,0.130433,2,2,1,0,0
34,108,1,8.19626,9.19626,5,5,11,11,0.004416,0.118706,2,2,1,0,0
35,82,0,7.41463,8.41463,5,5,11,11,0.0033485,0.0849244,2,2,1,0,0
36,46,0,7.86957,8.86957,5,5,11,11,0.0018565,0.0509079,2,2,1,0,0
37,28,0,8,9,5,5,11,11,0.0011645,0.0337997,2,2,1,0,0
38,16,0,8.75,9.75,5,5,11,12,0.0006912,0.0230187,2,2,1,0,0
39,16,0,6.5,7.5,5,5,11,12,0.0006077,0.0136347,2,2,1,0,0
40,6,0,7,8,5,5,11,11,0.0002231,0.0054306,2,2,1,0,0
41,4,0,8,9,5,5,11,12,0.0001719,0.0043288,2,2,1,0,0
42,2,0,5,6,5,5,5,6,6.79e-05,0.0010475,3,2,1,0,0
