depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,113,126,113,126,113,126,0.0024918,0.0430414,0,113,83,70,70
1,2,0,103,116.5,93,107,113,113,0.0031371,0.041448,23,60,76,62,37
2,4,0,90.25,104.5,56,56,138,138,0.006814,0.0846991,20,58,67,53,33
3,8,0,87,101.125,27,27,138,138,0.0094555,0.152373,18,58,65,51,34
4,16,0,81.0625,94.3125,15,15,183,183,0.0175846,0.290545,15,56,61,48,33
5,32,2,81.0667,93.8333,13,13,184,184,0.0343135,0.567432,14,58,61,49,35
6,60,3,70.3509,82.1754,7,7,205,205,0.0546526,0.886091,13,48,52,40,28
7,112,14,66.0306,77.4694,3,3,195,195,0.0890052,1.46107,12,47,48,37,27
8,178,25,63.5817,75.1634,3,3,207,207,0.130369,2.15473,12,44,46,35,24
9,278,25,58.6403,70.0316,3,3,228,228,0.224849,3.48624,9,44,42,31,23
10,448,50,54.0327,64.9523,3,3,215,215,0.333077,5.03958,9,40,38,27,20
11,666,90,51.1233,61.6372,3,3,216,216,0.459587,6.96019,8,39,36,25,19
12,938,148,48.4506,58.7329,3,3,176,176,0.596867,8.95633,8,36,33,23,18
13,1254,195,45.6412,55.6988,3,3,154,154,0.757889,11.5119,6,35,31,21,17
14,1694,274,43.1458,52.8697,3,3,174,174,0.936273,14.6335,6,34,29,19,16
15,2172,416,42.2711,51.8588,3,3,158,158,1.08993,17.4826,6,33,28,19,15
16,2534,507,41.3463,50.8471,3,3,183,183,1.22345,19.8873,6,33,28,18,15
17,2812,566,39.337,48.4239,3,3,164,164,1.26356,20.6398,6,31,26,17,14
18,2902,609,38.3332,47.2324,3,3,169,169,1.24571,20.6429,6,30,25,16,13
19,2832,589,37.226,45.8663,3,3,177,177,1.16129,18.2624,6,29,24,16,13
20,2632,617,36.3648,44.7424,3,3,164,164,1.01327,15.89,6,29,24,15,13
21,2332,574,34.4067,42.4465,3,3,171,171,0.826336,12.8908,5,27,22,14,12
22,1974,491,32.7943,40.5408,3,3,161,161,0.652122,10.2066,5,25,21,13,11
23,1648,449,31.5188,38.9349,3,3,146,146,0.494837,7.78754,5,24,20,13,10
24,1322,398,30.7468,37.9394,3,3,162,162,0.358969,5.58058,6,23,19,12,10
25,1042,324,28.1518,34.773,3,3,116,116,0.245337,3.83006,6,20,17,11,8
26,844,281,25.9414,32.167,3,3,118,118,0.175449,2.70705,5,19,16,9,8
27,674,219,23.189,29.0132,3,3,111,111,0.117599,1.85878,5,16,14,8,6
28,566,201,21.1863,26.7288,3,3,106,106,0.0837337,1.40612,5,14,12,6,5
29,470,173,18.1582,23.064,3,3,89,89,0.0528158,0.921704,5,11,10,5,4
30,414,153,16.1686,20.6169,3,3,58,58,0.0398774,0.705057,4,10,9,4,3
31,354,138,14.5139,18.5463,3,3,53,53,0.0284048,0.522469,4,9,7,3,3
32,314,133,12.6464,16.3757,3,3,48,48,0.0189118,0.356309,4,7,6,2,2
33,280,119,12.3168,16.0186,3,3,45,45,0.0156696,0.314368,3,7,6,2,2
34,258,109,10.4027,13.5772,3,3,39,39,0.0116833,0.241419,3,6,5,2,1
35,222,94,9.24219,12.2812,3,3,27,27,0.0083122,0.173557,3,5,4,1,0
36,196,85,8.40541,11.2342,3,3,25,25,0.0067365,0.152542,2,5,3,1,0
37,154,68,7.11628,9.67442,3,3,20,20,0.0035875,0.0902426,2,3,3,0,0
38,114,55,6.44068,8.74576,3,3,12,12,0.002008,0.0569355,2,3,2,0,0
39,90,40,5.3,7.28,3,3,12,12,0.0011336,0.037615,2,2,2,0,0
40,64,28,5.19444,7,3,3,11,11,0.0010769,0.031457,2,3,2,0,0
41,40,18,5.5,7.40909,3,3,9,9,0.0006131,0.0189383,2,3,2,0,0
42,22,9,4.38462,6.07692,3,3,7,7,0.0002178,0.0079269,2,2,1,0,0
43,16,8,3.5,4.75,3,3,5,5,8.28e-05,0.0045759,1,1,1,0,0
44,4,2,3.5,5,3,3,4,6,3.85e-05,0.0016002,0,2,1,0,0
45,2,1,5,7,5,7,5,7,2.3e-05,0.0008662,1,3,2,0,0
46,2,1,3,4,3,4,3,4,5e-06,0.0005061,1,1,1,0,0
