depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,73,91,73,91,73,91,0.0045471,0.0252983,0,73,20,0,0,0
1,2,1,72,89,72,89,72,89,0.0128046,0.0320821,0,72,19,0,0,0
2,2,0,70,86.5,68,72,72,84,0.0252554,0.0645992,0,70,18,0,0,0
3,4,0,68,84,57,70,72,72,0.0448075,0.125938,0,68,18,0,0,0
4,8,0,64.5,79.625,57,57,71,71,0.0795647,0.21245,3,64,17,0,0,0
5,16,0,56.0625,69.25,32,39,66,66,0.141525,0.371812,3,55,14,0,0,0
6,32,0,52.125,64.25,32,32,73,73,0.206773,0.622567,3,51,13,0,0,0
7,64,0,45.0625,55.375,20,20,70,70,0.377397,1.09809,2,44,11,0,0,0
8,128,0,39.3438,48.0938,20,20,71,71,0.547228,1.76972,0,38,10,0,0,0
9,256,0,33.9102,41.0938,18,18,73,73,0.869747,3.10279,1,32,8,0,0,0
10,466,0,29.3627,35.2768,9,9,73,73,1.21501,4.61063,1,27,7,0,0,1
11,566,0,27.0919,32.4311,9,9,73,73,1.26122,4.58241,1,24,6,0,0,2
12,404,0,24.1114,29.0446,5,5,63,63,0.65808,2.5841,1,20,5,0,0,5
13,266,0,23.4398,28.1729,9,9,59,59,0.143346,0.807001,2,9,5,0,0,5
14,356,43,22.8019,27.3898,9,9,59,59,0.13952,0.841613,3,8,5,0,0,5
15,498,83,21.9253,26.2988,5,5,59,59,0.163898,1.02733,3,7,5,0,0,5
16,680,36,20.8043,24.837,5,5,59,59,0.263686,1.7317,3,7,4,0,0,4
17,1002,70,20.0322,23.7983,5,5,59,59,0.362762,2.50737,2,7,4,0,0,4
18,1402,137,19.283,22.8198,5,5,51,51,0.445613,3.38065,2,7,4,0,0,4
19,1886,127,18.4059,21.6765,5,5,51,51,0.601785,4.90325,2,7,4,0,0,4
20,2532,248,17.7837,20.8389,5,5,44,44,0.728872,6.21704,2,6,3,0,0,3
21,3296,400,17.2459,20.1074,5,5,44,44,0.875765,7.72014,2,6,3,0,0,3
22,4230,575,16.841,19.5324,5,5,44,44,1.07869,9.79249,2,6,3,0,0,3
23,5426,791,16.6022,19.1538,5,5,44,44,1.34163,12.8824,2,6,3,0,0,3
24,6696,1029,16.4011,18.8348,5,5,38,38,1.61547,16.0377,2,5,3,0,0,3
25,8342,1288,16.2308,18.5642,5,5,38,38,1.98913,20.6245,2,5,3,0,0,3
26,10226,1662,16.1266,18.3892,5,5,31,31,2.33065,26.5819,2,5,3,0,0,3
27,11978,1930,15.9034,18.1025,5,5,31,31,2.65036,33.2613,2,5,3,0,0,3
28,14044,2200,15.664,17.7793,5,5,31,31,3.02403,44.5285,2,5,3,0,0,3
29,15776,2445,15.4269,17.4751,5,5,31,31,3.31331,55.1205,2,5,3,0,0,3
30,17202,2647,15.2041,17.188,5,5,31,31,3.52635,68.6681,2,5,3,0,0,3
31,19120,2987,14.9579,16.8843,5,5,28,28,3.75427,93.1084,2,5,2,0,0,2
32,20084,3211,14.5797,16.4372,5,5,28,28,3.66999,113.897,2,4,2,0,0,2
33,19216,3057,14.3391,16.1982,5,5,28,28,3.33238,126.056,2,4,2,0,0,2
34,18094,2710,13.9647,15.7577,5,5,28,28,2.96459,135.101,2,4,2,0,0,2
35,16340,2380,13.5787,15.3259,5,5,28,28,2.51519,135.583,2,4,2,0,0,2
36,14564,2151,13.282,14.9762,5,5,28,28,2.1113,134.172,2,4,2,0,0,2
37,12910,1749,12.972,14.6257,5,5,24,24,1.81846,134.624,2,4,2,0,0,2
38,11302,1457,12.6999,14.3109,5,5,24,24,1.50857,131.639,2,3,2,0,0,2
39,9560,1091,12.3357,13.8925,5,5,24,24,1.18031,122.856,2,3,2,0,0,2
40,7916,798,12.1002,13.6167,5,5,24,24,0.951504,114.91,2,3,2,0,0,2
41,6318,627,11.4479,12.8673,5,5,24,24,0.671483,95.9346,2,3,2,0,0,2
42,5046,479,10.8872,12.2148,5,5,20,20,0.474796,79.5829,2,3,2,0,0,2
43,3946,362,10.2812,11.5335,5,5,19,19,0.320843,60.639,2,3,1,0,0,1
44,2840,218,9.9405,11.1304,5,5,19,19,0.213021,45.3672,2,2,1,0,0,1
45,2144,116,9.40533,10.5266,5,5,19,19,0.149894,33.6999,2,2,1,0,0,1
46,1634,111,8.95535,10.0361,5,5,19,19,0.0936839,23.4154,2,2,1,0,0,1
47,1256,79,8.90144,9.96432,5,5,19,19,0.0704324,18.3129,2,2,1,0,0,1
48,880,43,8.71326,9.75986,5,5,19,19,0.0487333,13.1131,2,2,1,0,0,1
49,676,26,8.35692,9.38615,5,5,17,17,0.0331175,9.75513,2,2,1,0,0,1
50,486,12,8.55274,9.58017,5,5,15,15,0.0243177,7.866,2,2,1,0,0,1
51,390,10,8.15789,9.17368,5,5,15,15,0.0182281,5.72116,2,2,1,0,0,1
52,300,3,8.0101,9.0202,5,5,15,15,0.0154165,4.4867,2,2,1,0,0,1
53,214,5,7.53589,8.54545,5,5,15,15,0.0108051,3.35867,2,2,1,0,0,1
54,126,0,7.69841,8.70635,5,5,15,15,0.0062393,1.72633,2,2,1,0,0,1
55,74,1,7.71233,8.71233,5,5,11,11,0.0032758,0.985121,2,2,1,0,0,1
56,48,1,7.68085,8.68085,5,5,11,12,0.0020546,0.712544,2,2,1,0,0,1
57,30,0,7.4,8.4,5,5,11,11,0.0014137,0.431256,2,2,1,0,0,1
58,16,0,8.375,9.375,5,5,11,12,0.0008096,0.358395,2,2,1,0,0,1
59,14,0,7.14286,8.14286,5,5,11,12,0.000633,0.222525,2,2,1,0,0,1
60,10,0,7.4,8.4,5,5,11,11,0.0004494,0.156284,2,2,1,0,0,1
61,6,0,7,8,5,5,11,12,0.0002656,0.10207,2,2,1,0,0,1
62,4,0,5,6,5,5,5,6,0.0001551,0.0023829,3,2,1,0,0,1
