depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,5,7,5,7,5,7,5.04e-05,0.0051019,0,5,2
1,2,1,5,7,5,7,5,7,2.83e-05,0.0014695,0,5,2
2,2,0,5,7,5,5,5,7,7.67e-05,0.0031881,0,5,2
3,4,0,5,7,5,5,5,7,0.0002296,0.0088899,0,5,2
4,8,0,6,8.5,5,5,7,7,0.0003923,0.0174073,0,6,2
5,16,0,6,8.5,5,5,7,7,0.0007624,0.0311578,0,6,2
6,32,0,6,8.5,5,5,7,7,0.0016985,0.0615567,0,6,2
7,50,0,5.52,7.78,5,5,7,7,0.0023096,0.0933549,0,5,2
8,34,0,4.70588,6.55882,3,3,7,7,0.00086,0.0524745,0,4,1
9,2,0,5,7,5,5,5,7,6.66e-05,0.0043618,0,5,2
10,4,1,5,7,5,5,5,7,7.98e-05,0.0044202,0,5,2
11,6,2,5,7,5,5,5,7,0.0001132,0.0050495,0,5,2
12,6,3,5,7,5,5,5,7,9.78e-05,0.0071104,0,5,2
13,6,1,5,7,5,5,5,7,0.0001508,0.00819,0,5,2
14,10,2,5,7,5,5,5,7,0.0002135,0.0125351,0,5,2
15,14,1,5,7,5,5,5,7,0.0003165,0.0185053,0,5,2
16,20,0,5,7,5,5,5,7,0.0005618,0.0288092,0,5,2
17,22,0,5,7,5,5,5,7,0.0006371,0.0328714,0,5,2
18,28,0,5,7,5,5,5,7,0.000755,0.0387648,0,5,2
19,28,0,4.64286,6.46429,3,3,5,7,0.0006355,0.0364503,0,4,1
20,46,0,3,4,3,3,3,4,0,0.0329096,0,3,1
