depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,324,363,324,363,324,363,0.0983602,0.193323,0,324,96
1,2,0,360,835,342,342,378,438,0.270453,0.383172,29,212,111
2,4,0,299.25,1365,110,110,422,422,0.287117,0.421955,37,136,88
3,8,0,323.25,2919,116,116,610,610,0.911054,1.28621,30,178,95
4,16,0,332,6002,54,54,670,670,1.94046,2.70698,30,201,101
5,32,2,273.719,9963,23,23,922,922,3.25894,4.44564,30,166,90
6,60,9,251.117,17125,19,19,1284,1544,7.00149,9.37434,25,195,90
7,102,17,248.157,28540,17,17,1248,1248,10.8437,14.6639,26,189,89
8,170,25,227.418,43575,5,5,1175,1286,15.996,21.8787,23,171,79
9,290,59,190.866,63017,5,5,1238,1238,24.7477,33.0553,20,161,71
10,462,112,172.896,90451,5,5,1108,1108,32.2611,44.2968,20,153,66
11,698,166,165.941,131487,5,5,1286,1286,47.6098,66.1349,19,148,63
12,1012,254,158.995,181959,5,5,1582,1582,72.4296,100.744,18,147,62
13,1436,341,150.353,245358,5,5,1912,1912,95.6646,136.416,17,135,57
14,2100,547,139.547,331278,5,5,2013,2013,130.271,187.112,15,136,54
15,1677,406,145.824,267792,5,5,7720,7720,3669.28,3747.11,43,140,53
