depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,25,33,25,33,25,33,0.0002917,0.0095943,0,25,16
1,2,1,12.5,33,25,33,25,33,0.0006233,0.0087173,0,25,16
2,2,0,25,66,25,25,25,33,0.0009219,0.0156068,0,25,16
3,4,0,23,122,21,21,25,28,0.0016868,0.0313988,0,23,14
4,8,0,21.75,232,20,20,25,28,0.0028416,0.0537855,0,21,13
5,16,0,20.75,442,17,17,28,28,0.0061391,0.10509,0,20,12
6,32,0,20,850,17,17,27,27,0.0100352,0.198802,0,20,12
7,64,0,18.125,1556,14,14,26,26,0.017382,0.345194,0,18,10
8,128,0,16.1406,2804,11,11,26,26,0.0307694,0.578704,0,15,9
9,256,0,14.5781,5092,9,9,25,25,0.0521683,0.981255,0,13,8
10,278,0,13.5468,5133,7,7,24,24,0.0511648,1.10256,1,12,7
11,218,0,11.8349,3545,7,7,23,23,0.0320307,0.70265,1,10,6
12,256,0,9.84375,3500,5,5,20,20,0.0270928,0.555918,1,7,5
13,74,0,8.08108,837,3,3,16,16,0.0056617,0.128075,1,6,3
14,28,0,7.07143,276,5,5,11,11,0.0011805,0.0297876,1,3,3
15,28,14,3.53571,138,5,5,11,11,0,0.0050698,3,0,3
16,28,14,3.53571,138,5,5,11,11,0,0.0058061,3,0,3
17,28,14,3.53571,138,5,5,11,11,0,0.0049633,3,0,3
18,28,14,3.53571,138,5,5,11,11,0,0.0049078,3,0,3
19,28,4,5.96429,233,5,5,11,11,0.0006541,0.019154,2,2,3
20,30,6,5.43333,227,3,3,11,11,0.0005953,0.0183828,2,2,3
21,30,10,4.46667,187,3,3,11,11,0.000206,0.0105314,2,1,3
22,32,0,6.46875,288,3,3,11,11,0.0010125,0.0266672,1,2,2
23,36,7,5.08333,254,3,3,11,11,0.0005782,0.0189724,2,1,2
24,30,6,5.43333,227,3,3,11,11,0.0005755,0.0169317,2,2,3
25,28,1,6.25,245,5,5,11,11,0.0007979,0.0204232,1,2,2
26,30,4,5.23333,220,3,3,8,8,0.0005728,0.0176418,2,2,2
27,34,7,4.70588,224,3,3,8,8,0.0005141,0.0175642,1,1,2
28,36,4,4.80556,242,3,3,8,8,0.0006219,0.0202146,1,1,2
29,38,7,4.31579,229,3,3,8,8,0.0005232,0.0183136,1,1,2
30,36,4,4.58333,230,3,3,8,8,0.0006048,0.0193152,1,1,2
31,34,5,4.52941,215,3,3,8,8,0.0004973,0.0168372,1,1,2
32,38,5,4.15789,220,3,3,8,8,0.0004356,0.0174657,1,1,1
33,34,2,4.29412,203,3,3,7,7,0.0004635,0.0166377,1,1,1
34,34,3,3.91176,184,3,3,7,7,0.0004201,0.0164308,1,1,1
35,24,1,4.125,137,3,3,7,7,0.0003461,0.0119933,1,1,1
36,14,1,4.64286,91,3,3,7,7,0.0001804,0.0068753,2,1,2
37,14,0,4.28571,83,3,3,5,5,0.0001904,0.0071059,1,1,1
38,12,1,4.08333,68,3,3,5,7,0.0001364,0.0063824,1,1,1
39,12,0,3.5,57,3,3,5,5,0.0001266,0.0051144,1,1,1
40,2,0,4,11,3,3,5,7,2.14e-05,0.0009087,2,1,1
41,2,0,5,14,5,5,5,7,2.53e-05,0.0010736,2,1,2
42,2,0,4,11,3,3,5,7,2.32e-05,0.000933,2,1,1
43,2,0,5,14,5,5,5,7,2.49e-05,0.0010356,2,1,2
44,2,0,3,8,3,3,3,4,1.87e-05,0.0007874,2,1,1
