depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,12,17,12,17,12,17,0.0003291,0.0259468,0,12,7
1,2,0,8,23,7,9,9,10,0.0002721,0.0092035,0,8,4
2,4,0,6.5,37,3,4,9,9,0.0004267,0.016168,0,6,3
3,6,0,7.33333,62,3,3,13,13,0.0007348,0.0220386,0,7,3
4,4,0,6.5,35,5,5,9,9,0.0003821,0.0141064,0,6,2
5,4,2,2,11,3,4,5,5,3.97e-05,0.0041964,0,4,1
6,2,0,5,13,3,4,7,7,0.0001618,0.0064961,0,5,2
7,2,0,4,11,3,4,5,5,4.08e-05,0.0037381,0,4,1
8,2,0,3,8,3,3,3,4,0,0.0028997,0,3,1
9,2,1,1.5,4,3,4,3,4,0,0.001697,0,3,1
