depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,65,80,65,80,65,80,0.0051648,0.0243331,0,65,17,0,0
1,2,0,67,74.5,48,48,86,101,0.009117,0.0247829,5,35,15,0,0
2,4,1,64.6667,75.3333,51,51,85,85,0.0131481,0.0359573,6,30,15,0,0
3,6,1,65.2,74.6,23,27,131,131,0.0361024,0.0802323,5,34,16,0,0
4,10,1,59,67.6667,21,21,146,146,0.0482324,0.111979,5,29,14,0,0
5,18,3,51.2667,58.7333,9,9,102,102,0.0827315,0.186224,4,35,12,0,0
6,30,7,40.8696,45.7826,13,13,124,140,0.074945,0.191549,3,26,9,0,0
7,46,15,39.6774,43.4839,9,9,93,95,0.102405,0.259245,4,27,8,0,0
8,62,20,34.119,37.7381,5,5,78,78,0.0765044,0.234871,4,20,7,0,0
9,84,29,32.2727,35.3818,9,9,100,100,0.126793,0.354268,3,22,7,0,0
10,108,43,27.6923,30.3385,5,5,86,86,0.0977805,0.300282,4,17,5,0,0
11,120,40,24.2125,27.05,5,5,67,67,0.0933769,0.315218,3,15,5,0,0
12,138,53,19.2941,21.8,5,5,62,62,0.06704,0.244873,2,11,4,0,0
13,136,51,17.0824,19.5294,5,5,53,53,0.0450662,0.203649,2,10,3,0,0
14,122,42,13.7125,15.725,5,5,39,39,0.031377,0.152996,2,8,2,0,0
15,74,22,11.7308,13.6923,5,5,36,36,0.011711,0.0727045,2,6,2,0,0
16,58,16,10.8571,12.619,5,5,23,23,0.0076702,0.0533452,2,5,2,0,0
17,58,16,8,9.52381,5,5,19,19,0.0039637,0.0360368,2,4,1,0,0
18,38,10,6.28571,7.5,5,5,11,11,0.0018302,0.0193566,2,3,1,0,0
19,16,6,5.4,6.5,5,5,9,9,0.000499,0.0062976,2,3,1,0,0
20,4,2,5,6,5,5,5,6,0.0001199,0.0015933,0,4,1,0,0
