depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,20,27,20,27,20,27,0.0005016,0.0122477,0,20,12,5,5,0
1,2,1,20,27,20,27,20,27,0.0002263,0.0057709,0,20,12,5,5,0
2,2,0,18,24.5,16,20,20,22,0.0004703,0.0118169,0,18,10,4,4,0
3,4,0,17.25,23.5,13,16,20,20,0.0007953,0.0212007,0,17,10,3,3,0
4,8,0,17.25,23.5,13,13,20,20,0.0017717,0.0454209,0,17,10,3,3,0
5,16,0,16.5,22.5,13,13,20,20,0.003587,0.0870819,0,16,9,3,3,0
6,32,0,15.125,20.75,12,12,20,20,0.005754,0.145635,0,15,8,2,2,0
7,64,0,13.25,18.3125,9,9,20,20,0.0073564,0.215158,0,13,7,2,2,0
8,122,0,11.6803,16.2131,7,7,20,20,0.0118297,0.361109,0,11,6,1,1,0
9,156,0,10.3077,14.3269,5,5,20,20,0.0122459,0.401353,0,10,5,1,1,1
10,200,0,9.33,13.05,5,5,20,20,0.0134753,0.46246,0,9,4,0,0,2
11,98,0,9.12245,12.5612,3,3,21,21,0.0061172,0.224695,0,9,4,1,1,4
12,42,0,7.88095,10.9286,5,5,14,14,0.0020143,0.0836157,0,7,3,0,0,3
13,68,8,7.83333,10.8667,5,5,14,14,0.0029979,0.118373,0,7,3,0,0,3
14,102,17,7.65882,10.6471,3,3,14,14,0.0041477,0.161832,0,7,3,0,0,3
15,140,7,7.15038,9.95489,3,3,14,14,0.0056409,0.237461,0,7,3,0,0,3
16,200,14,7.15054,9.98925,3,3,14,14,0.0075426,0.326517,0,7,3,0,0,3
17,260,15,6.94694,9.72653,3,3,14,14,0.0096943,0.421268,0,6,3,0,0,3
18,350,19,6.54683,9.16616,3,3,10,10,0.0115189,0.522011,0,6,2,0,0,2
19,430,20,6.33902,8.87317,3,3,10,10,0.0134691,0.628833,0,6,2,0,0,2
20,514,31,6.07453,8.49896,3,3,10,10,0.014308,0.706703,0,6,2,0,0,2
21,628,59,5.65202,7.90158,3,3,10,10,0.0141356,0.774172,0,5,2,0,0,2
22,668,50,5.45955,7.62945,3,3,10,10,0.0144024,0.818564,0,5,2,0,0,2
23,726,65,5.28744,7.38578,3,3,10,10,0.0143375,0.846679,0,5,2,0,0,2
24,754,55,5.06009,7.05722,3,3,10,10,0.0134484,0.860068,0,5,2,0,0,2
25,756,44,4.92556,6.86096,3,3,10,10,0.0129115,0.866048,0,4,1,0,0,1
26,844,40,4.7699,6.63184,3,3,10,10,0.0130909,0.952603,0,4,1,0,0,1
27,928,30,4.64143,6.44432,3,3,8,8,0.0138045,1.04506,0,4,1,0,0,1
28,966,23,4.46978,6.19618,3,3,8,8,0.0130237,1.07857,0,4,1,0,0,1
29,988,23,4.34301,6.00622,3,3,8,8,0.0122865,1.08531,0,4,1,0,0,1
30,944,17,4.23301,5.84142,3,3,8,10,0.011102,1.03422,0,4,1,0,0,1
31,870,8,4.17517,5.7587,3,3,8,8,0.0097045,0.95654,0,4,1,0,0,1
32,768,14,4.08621,5.62467,3,3,8,8,0.0081258,0.853358,0,4,1,0,0,1
33,638,11,4.01276,5.51834,3,3,8,8,0.0064599,0.700623,0,4,1,0,0,1
34,512,7,3.94455,5.41584,3,3,8,8,0.0047961,0.542326,0,3,1,0,0,1
35,362,9,4.0255,5.53824,3,3,5,5,0.0038798,0.400065,0,4,1,0,0,1
36,272,2,3.97037,5.45556,3,3,5,5,0.0027891,0.292585,0,3,1,0,0,1
37,184,2,4.06593,5.5989,3,3,5,5,0.0021046,0.203703,0,4,1,0,0,1
38,132,0,4,5.5,3,3,5,5,0.0013766,0.144219,0,4,1,0,0,1
39,90,0,4.06667,5.6,3,3,5,7,0.0010466,0.104267,0,4,1,0,0,1
40,70,0,3.94286,5.41429,3,3,5,5,0.0007281,0.0772627,0,3,1,0,0,1
41,50,0,3.84,5.26,3,3,5,5,0.0005059,0.0551746,0,3,1,0,0,1
42,32,0,3.875,5.3125,3,3,5,5,0.0003272,0.0353807,0,3,1,0,0,1
43,24,0,3.83333,5.25,3,3,5,5,0.0002655,0.0312341,0,3,1,0,0,1
44,16,0,3.375,4.5625,3,3,5,5,7.01e-05,0.0159039,0,3,1,0,0,1
45,6,0,4.33333,6,3,3,5,5,9.03e-05,0.0086642,0,4,1,0,0,1
46,8,0,3.75,5.125,3,3,5,5,7.55e-05,0.0088529,0,3,1,0,0,1
47,6,0,3.33333,4.5,3,3,5,7,2.08e-05,0.0054872,0,3,1,0,0,1
48,2,0,3,4,3,3,3,4,0,0.0014873,0,3,1,0,0,1
