depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,132,153,132,153,132,153,0.0229925,0.0522602,0,132,39,3,3
1,2,0,179.5,206.5,133,133,226,256,0.0805622,0.159557,0,179,51,4,4
2,4,0,170.25,193.25,126,126,218,253,0.128795,0.259224,0,170,46,4,4
3,8,0,168.5,186.75,108,108,294,332,0.234453,0.476998,0,168,44,3,3
4,16,2,137.143,147.357,56,56,269,317,0.309986,0.648255,0,137,34,3,3
5,28,6,122.955,130.455,38,38,341,409,0.463479,0.941356,0,122,30,4,4
6,44,8,102.75,110.389,11,11,323,401,0.616058,1.26614,0,102,26,3,3
7,72,24,90.7083,96.8542,11,11,320,320,0.636042,1.40218,0,90,22,2,2
8,96,27,74.058,78.6522,5,5,241,241,0.620098,1.49203,0,74,17,1,1
9,136,52,65.5238,69.8214,5,5,217,217,0.578099,1.51379,0,65,15,1,1
10,164,57,58.7009,62.8879,9,9,173,173,0.609754,1.70477,0,58,13,0,0
11,210,76,49.5522,53.7239,9,9,189,189,0.531834,1.6512,0,49,11,0,0
12,256,89,43.0299,46.8503,9,9,150,150,0.521117,1.70891,0,43,9,0,0
13,316,107,35.1292,38.134,5,5,149,149,0.446828,1.65982,0,35,7,0,0
14,368,139,27.6419,30.1747,5,5,100,100,0.313868,1.35679,0,27,5,0,0
15,384,120,20.2614,22.3598,5,5,96,96,0.202808,1.07743,0,20,4,0,0
16,358,89,14.3494,15.9442,5,5,76,76,0.0975187,0.732686,0,14,2,0,0
17,312,80,10.9095,12.2457,5,5,38,38,0.0366538,0.453656,0,10,2,0,0
18,218,51,8.32335,9.53892,5,5,25,25,0.0127636,0.236692,0,8,1,0,0
19,112,21,6.58242,7.68132,5,5,15,15,0.0025755,0.0979056,0,6,1,0,0
20,32,5,5.44444,6.44444,5,5,11,11,0.0002169,0.0224369,0,5,1,0,0
21,4,0,5,6,5,5,5,6,0,0.0028176,0,5,1,0,0
