depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,582,793,582,793,582,793,0.0868792,0.267625,0,582,387,183,183
1,2,0,445,601,425,425,465,629,0.0681592,0.175532,164,260,269,114,64
2,4,0,348.25,472.75,334,334,360,483,0.0993938,0.272745,112,213,196,72,43
3,8,0,283,386.375,245,277,310,346,0.129534,0.400636,84,168,148,46,28
4,16,0,240.25,329.188,213,213,288,294,0.194802,0.611544,64,141,121,32,21
5,32,0,201.719,277.375,156,162,250,250,0.291001,0.958902,53,115,96,21,13
6,64,0,171.141,233.953,108,132,233,233,0.453233,1.70295,42,98,79,16,11
7,128,0,149.258,202.43,79,88,200,200,0.787584,3.08581,34,90,68,14,10
8,256,0,131.242,177.023,48,58,183,183,1.32974,5.43428,28,80,59,13,9
9,512,0,113.939,152.791,4,5,179,179,2.21847,8.60649,25,70,51,12,8
10,1014,0,96.9615,129.642,4,4,158,158,3.60384,14.3523,21,60,43,10,7
11,1888,0,82.4799,109.49,4,4,155,155,5.56277,22.7713,17,52,36,9,6
12,3258,0,69.3468,91.7231,4,4,154,154,7.71513,32.7354,14,44,30,7,5
13,3518,0,56.4113,74.2695,4,4,148,148,6.48926,31.464,11,36,24,5,3
14,3586,0,45.8176,60.1534,4,4,127,127,5.0252,26.2814,9,30,18,3,2
15,3970,0,38.5997,51.1297,4,4,97,97,4.16211,24.0664,7,25,15,2,1
16,4242,0,33.5891,44.7086,4,4,72,72,3.6858,23.2132,5,23,12,1,0
17,3400,3,27.7989,36.9735,4,4,60,60,2.2865,16.0108,4,20,10,0,0
18,2678,8,23.0169,30.5521,4,4,60,60,1.40452,10.8937,2,17,8,0,0
19,1946,13,17.1966,22.6363,4,4,52,52,0.662346,5.79094,2,12,5,0,0
20,1474,15,13.8108,18.2084,4,4,47,47,0.397353,3.70413,1,10,4,0,0
21,930,24,12.0331,15.4912,4,4,43,43,0.194448,1.75809,2,8,3,0,0
22,750,22,8.01648,10.1786,4,4,28,28,0.0689081,0.733133,1,4,2,0,0
23,700,19,5.837,7.33774,4,4,23,23,0.0470395,0.604748,1,3,1,0,0
24,560,4,7.30576,9.39748,4,4,17,17,0.0541486,0.806428,0,6,2,0,0
25,340,5,6.04776,7.82985,4,4,15,15,0.0233954,0.313311,1,3,1,0,0
26,268,1,4.94382,6.25094,4,4,8,8,0.0175841,0.304618,1,4,1,0,0
27,164,1,4.07362,5.09816,4,4,7,7,0.0062159,0.138379,0,3,1,0,0
28,92,6,5.25581,6.67442,4,4,7,7,0.0045033,0.113677,0,5,1,0,0
29,14,4,4,5,4,4,4,5,0.0003491,0.008491,0,3,1,0,0
30,6,3,4,5,4,4,4,5,0.0001178,0.003477,0,4,1,0,0
