depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,99,137,99,137,99,137,0.005614,0.0514448,0,99,43,5,5,0
1,2,1,102,141,102,141,102,141,0.0093245,0.054545,0,102,45,6,6,0
2,2,0,94.5,131,87,102,102,121,0.0139428,0.0741117,0,94,40,4,4,0
3,4,0,92.75,128.5,87,87,102,121,0.0224478,0.138465,0,92,39,4,4,0
4,8,0,87.25,120.875,80,80,102,111,0.0361391,0.241599,0,87,37,3,3,0
5,16,0,80.1875,111.062,69,69,102,102,0.0670026,0.451269,0,80,33,2,2,0
6,32,0,74.875,103.562,59,59,102,102,0.124405,0.857256,0,74,30,2,2,0
7,64,0,71.0312,98.1406,51,51,106,106,0.228715,1.61823,0,70,28,1,1,0
8,128,0,67.6172,93.3516,41,41,106,106,0.408159,3.03412,0,67,27,1,1,0
9,256,0,64.2734,88.6914,36,36,105,105,0.769832,5.75681,0,63,25,1,1,0
10,512,0,60.1699,82.9902,31,31,101,101,1.43267,10.9076,0,59,24,1,1,0
11,1024,0,55.4912,76.4521,26,26,97,97,2.56843,20.5324,1,54,21,0,0,0
12,2048,0,50.6997,69.6895,22,22,98,98,4.56936,38.1963,1,49,19,0,0,0
13,4096,0,45.7021,62.6016,19,19,99,99,7.9945,67.6157,1,43,17,0,0,0
14,8192,0,41.0507,56.0251,16,16,97,97,13.4136,118.381,1,38,15,0,0,0
15,16116,0,36.6591,49.883,13,13,97,97,22.3305,208.803,1,34,13,0,0,0
16,22634,0,33.5405,45.6642,13,13,92,92,27.4898,317.254,2,31,12,0,0,0
17,4092,0,30.5528,41.674,10,10,71,71,4.38212,58.9892,2,27,11,0,0,2
18,3226,0,23.9275,32.7108,7,7,61,61,2.35385,34.5327,2,20,8,0,0,3
19,1496,0,18.7253,25.8643,4,4,49,49,0.732468,12.1814,1,15,6,0,0,6
20,394,0,15.0736,20.6827,6,6,34,34,0.081008,1.51475,3,6,5,0,0,5
21,574,163,14.7226,20.1898,6,6,30,30,0.0503206,1.03176,3,4,4,0,0,4
22,746,230,14.4671,19.8081,6,6,30,30,0.0576896,1.20834,3,3,4,0,0,4
23,924,182,14.3288,19.5984,6,6,30,30,0.124367,2.34158,3,5,4,0,0,4
24,1262,314,14.4135,19.6962,6,6,30,30,0.144191,2.71483,3,4,4,0,0,4
25,1578,348,14.3358,19.5675,6,6,30,30,0.198622,3.70249,3,5,4,0,0,4
26,1926,550,14.0988,19.2289,6,6,29,29,0.177093,3.55713,3,4,4,0,0,4
27,2142,614,13.8266,18.9018,6,6,29,29,0.174411,3.67291,3,3,4,0,0,4
28,2470,566,13.4869,18.4396,6,6,29,29,0.239164,4.96131,3,4,4,0,0,4
29,2958,713,13.2169,18.0699,6,6,29,29,0.268938,5.72307,2,4,4,0,0,4
30,3384,794,12.7741,17.4618,6,6,25,25,0.297967,6.41138,2,4,4,0,0,4
31,3914,819,12.1493,16.5619,6,6,25,25,0.336556,7.72393,2,4,3,0,0,3
32,4642,1142,11.756,15.9606,6,6,25,25,0.342729,8.18301,2,3,3,0,0,3
33,5464,1379,11.3714,15.3895,6,6,25,25,0.357647,8.9309,2,3,3,0,0,3
34,6492,1497,11.1323,14.9634,6,6,24,24,0.457243,11.266,2,3,3,0,0,3
35,7998,1917,10.8918,14.5386,6,6,24,24,0.519381,13.1094,2,3,3,0,0,3
36,9704,2327,10.5936,14.0563,6,6,21,21,0.58247,15.5355,2,3,3,0,0,3
37,11416,2494,10.2928,13.5964,4,4,21,21,0.674961,19.4636,2,3,3,0,0,3
38,12672,2494,9.88986,13.0109,4,4,21,21,0.734808,22.3203,2,3,3,0,0,3
39,13592,2532,9.55072,12.5192,4,4,21,21,0.759061,24.8084,2,3,2,0,0,2
40,13756,2506,9.3536,12.2385,4,4,21,21,0.733828,25.9859,2,3,2,0,0,2
41,13426,2292,9.18789,12.0055,4,4,21,21,0.690818,27.4502,2,2,2,0,0,2
42,11892,1643,9.02234,11.7623,4,4,21,21,0.631357,26.6032,1,3,2,0,0,2
43,9582,1054,9.11597,11.878,4,4,21,21,0.557965,24.4016,1,3,2,0,0,2
44,8924,1131,8.86385,11.5289,4,4,21,21,0.489307,22.7234,1,3,2,0,0,2
45,8410,1079,8.59787,11.1622,4,4,21,21,0.433623,21.6558,1,2,2,0,0,2
46,7978,841,8.32521,10.7926,4,4,21,21,0.406044,22.1006,1,2,2,0,0,2
47,7406,728,8.23795,10.6743,4,4,21,21,0.373228,23.1516,1,2,2,0,0,2
48,6812,683,8.14994,10.5591,4,4,21,21,0.337243,22.6744,1,2,2,0,0,2
49,6202,561,7.94735,10.2886,4,4,21,21,0.298934,21.3104,2,2,2,0,0,2
50,5588,465,7.7724,10.0558,4,4,21,21,0.259277,20.082,2,2,2,0,0,2
51,4808,347,7.74669,10.024,4,4,21,21,0.218515,18.7813,2,2,2,0,0,2
52,4148,195,7.59752,9.82494,4,4,21,21,0.186773,18.1124,2,2,2,0,0,2
53,3670,135,7.2447,9.35502,4,4,21,21,0.159585,15.5441,2,2,2,0,0,2
54,3026,96,6.96314,8.98259,4,4,21,21,0.127978,12.0287,2,2,2,0,0,2
55,2332,70,7.03271,9.07958,4,4,21,21,0.100042,9.19355,2,2,2,0,0,2
56,1840,57,7.10264,9.17779,4,4,21,21,0.0813642,7.26139,2,2,2,0,0,2
57,1494,52,7.17614,9.27878,4,4,21,21,0.0674689,5.95349,2,2,2,0,0,2
58,1214,44,7.26923,9.40513,4,4,21,21,0.0566507,5.01388,2,2,2,0,0,2
59,1024,37,7.43566,9.63323,4,4,21,21,0.0530797,4.68908,2,2,2,0,0,2
60,864,34,7.68795,9.97108,4,4,21,21,0.0453872,3.94531,2,2,2,0,0,2
61,760,30,7.87945,10.2247,4,4,21,21,0.0405787,3.63805,2,2,2,0,0,2
62,698,24,7.98516,10.3635,4,4,21,21,0.039025,3.45371,2,3,2,0,0,2
63,662,23,8.0626,10.4648,4,4,21,21,0.0383308,3.43449,2,3,2,0,0,2
64,630,23,8.1285,10.5502,4,4,21,21,0.0462252,3.79454,2,3,2,0,0,2
65,598,22,8.25,10.7101,4,4,21,21,0.0432686,3.62847,2,3,2,0,0,2
66,572,21,8.30127,10.7804,4,4,21,21,0.0388253,3.36087,2,3,2,0,0,2
67,548,21,8.3871,10.8956,4,4,19,19,0.0364466,3.08217,2,3,2,0,0,2
