depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,524,286,524,286,524,286,0.0458836,0.22539,0,524,150
1,2,0,387,475,320,196,454,454,0.0674543,0.222559,65,276,118
2,4,0,281.25,725,186,182,377,377,0.0678348,0.241543,54,163,86
3,8,0,204.5,1188,101,101,343,343,0.0976823,0.366755,39,125,65
4,16,1,150.312,1902,82,82,336,336,0.11633,0.472696,34,86,54
5,30,9,100.267,2479,63,63,284,284,0.0881113,0.375506,39,49,50
6,42,8,100.452,3751,47,47,294,294,0.174187,0.717217,31,59,46
7,68,20,79.5441,4947,28,28,269,269,0.157353,0.669674,33,40,43
8,96,24,72.6667,6665,27,27,266,266,0.213191,0.949598,29,38,38
9,144,53,55.9097,7825,25,25,222,222,0.149917,0.736773,29,23,34
10,182,69,49.7363,8918,24,24,215,215,0.122729,0.65188,28,15,31
11,226,84,46.2434,10364,24,24,215,215,0.157731,0.834601,25,16,28
12,284,101,42.7183,12287,17,17,180,180,0.209582,1.0228,22,16,25
13,360,126,38.7389,14343,17,17,156,156,0.22677,1.15313,19,15,22
14,462,178,33.1797,16054,17,17,135,135,0.180636,1.00272,18,10,19
15,562,211,30.121,17841,14,14,118,118,0.165748,1.06447,15,8,17
16,672,231,27.5432,19899,12,12,107,107,0.216381,1.33655,13,9,14
17,848,268,24.2948,22306,8,8,90,90,0.226359,1.57742,11,8,11
18,1018,307,21.3045,23871,8,8,79,79,0.282292,1.90859,9,8,9
19,1286,465,17.0708,24293,5,5,62,62,0.192176,1.54203,8,5,8
20,1510,568,14.7894,24775,4,4,52,52,0.176226,1.55747,7,4,7
21,1756,650,12.8872,25475,7,7,47,47,0.154922,1.51891,6,3,6
22,2048,857,10.8711,25285,4,4,38,38,0.101933,1.24659,5,2,5
23,2248,867,9.95018,25896,4,4,31,31,0.115253,1.433,4,2,4
24,2490,830,8.73213,25816,4,4,25,25,0.13186,1.76822,3,2,3
25,2808,1045,7.28276,24440,4,4,19,19,0.0918247,1.58511,3,2,3
26,3044,925,6.17477,22991,4,4,15,15,0.0926663,1.76041,2,2,2
27,3126,1043,5.21433,20212,4,4,11,11,0.0705677,1.61976,2,1,2
28,3158,1117,4.23211,16804,4,4,8,10,0.033074,1.1687,2,1,1
29,2582,0,4,12910,4,4,4,5,0.0597693,1.27974,2,2,1
