depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,1139,1405,1139,1405,1139,1405,0.18072,0.502062,0,1139,793,519,519,0
1,2,0,932.5,1168.5,930,935,935,1166,0.2056,0.454965,357,540,624,386,230,0
2,4,0,815.25,1043.75,780,780,878,1118,0.314527,0.748159,280,472,541,313,186,0
3,8,0,675.625,872.375,631,631,729,935,0.464751,1.13528,242,377,427,228,127,0
4,16,0,581.125,755.5,543,543,663,857,0.729834,1.90492,191,328,356,179,103,0
5,32,0,497.781,651.219,413,413,586,762,1.12677,3.06886,160,281,290,133,78,0
6,64,0,423.109,559.031,290,290,513,626,1.65833,4.86024,130,237,237,98,56,0
7,128,0,353.25,472.172,248,248,434,519,2.46231,7.63136,106,195,189,68,38,0
8,256,0,311.316,418.77,186,186,394,438,4.12937,13.529,85,177,163,54,32,0
9,512,0,275.943,372.205,151,151,380,380,6.8737,23.6058,72,158,142,44,25,0
10,1024,0,241.883,327.232,105,128,380,380,11.5125,40.8718,62,141,121,34,20,0
11,2042,0,212.52,287.734,60,70,350,350,19.0882,70.5889,52,125,103,26,15,0
12,3962,0,187.541,254.457,41,43,303,303,31.9924,121.507,44,113,88,20,13,0
13,7266,0,166.804,226.342,4,5,290,290,51.9868,200.042,37,102,77,16,10,0
14,12654,0,148.554,201.226,4,4,259,259,82.8118,317.386,32,92,67,13,9,0
15,18038,0,130.634,176.432,4,4,246,246,106.207,417.104,28,82,58,10,7,0
16,22646,0,114.512,154.296,4,4,250,250,114.902,563.271,23,73,50,8,6,0
17,21798,0,102.626,137.929,4,4,245,245,99.4711,609.386,19,68,44,7,6,0
18,22436,0,92.4331,122.978,4,4,245,245,90.6342,622.904,16,63,39,7,6,0
19,21184,0,82.6495,108.774,4,4,243,243,78.6807,560.728,14,57,35,7,6,0
