depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,131,77,131,77,131,77,0.02155,0.0610442,0,131,18,14,14
1,2,0,67.5,49,55,55,80,58,0.0265835,0.0479791,8,40,10,1,1
2,4,1,48.6667,38,39,39,55,55,0.0093185,0.0239515,6,16,7,0,0
3,6,1,34.6,30,19,19,52,50,0.011024,0.0312091,5,14,5,0,0
4,10,2,21.5,20.625,5,5,50,50,0.0046735,0.0216507,4,6,3,0,0
5,12,2,18.2,18.2,11,11,31,31,0.0073846,0.0257698,3,8,3,0,0
6,20,7,15.9231,16.0769,5,5,25,25,0.0035192,0.0158727,2,3,2,0,0
7,24,8,13.375,14.125,5,5,25,25,0.0027292,0.0144107,2,2,2,0,0
8,26,10,12.125,13.3125,9,9,21,21,0.0014343,0.0132858,2,2,2,0,0
9,32,14,10.8889,11.9444,9,9,11,12,0.0006794,0.0077468,2,1,2,0,0
10,36,13,8.3913,9.3913,5,5,11,11,0.0004594,0.0089577,2,1,1,0,0
11,26,0,5,6,5,5,5,6,0.0011841,0.0139434,2,2,1,0,0
