depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,136,68,136,68,136,68,0.0216308,0.0534759,0,136,16,23,23
1,2,0,81.5,52.5,51,51,112,65,0.0212186,0.0531445,0,81,11,5,5
2,4,1,47.6667,37.6667,45,37,51,51,0.0098463,0.0369678,0,47,7,0,0
3,6,2,37,30.25,17,17,47,45,0.009049,0.0369428,0,37,6,0,0
4,8,0,18.25,18.125,5,5,34,34,0.0049974,0.0302877,0,18,3,0,0
5,14,3,14.6364,15.2727,9,9,23,23,0.0030367,0.0306473,0,14,2,0,0
6,22,9,15.7692,16.2308,9,9,23,23,0.0045685,0.0467554,0,15,2,0,0
7,26,10,12.625,13.4375,5,5,23,23,0.0034467,0.0388194,0,12,2,0,0
8,28,10,10.6667,11.8333,9,9,11,12,0.0018688,0.0362308,0,10,2,0,0
9,36,16,9.6,10.7,5,5,11,12,0.0016024,0.0364719,0,9,1,0,0
10,32,8,6.91667,7.95833,5,5,11,11,0.0008205,0.0286631,0,6,1,0,0
11,16,0,5,6,5,5,5,6,0,0.0119269,0,5,1,0,0
