depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,219,248,219,248,219,248,0.0057203,0.0664152,0,219,191,162,162
1,2,0,198.5,225,186,211,211,211,0.0062535,0.0597856,87,112,172,146,85
2,4,0,178.5,205.75,154,176,191,191,0.0123412,0.108786,77,100,154,126,71
3,8,0,152.375,177.125,120,143,172,172,0.0149221,0.1608,68,87,129,104,60
4,16,0,135.812,159.625,104,109,156,156,0.0243817,0.277338,57,77,113,89,51
5,32,0,115.344,136.938,87,87,153,153,0.0411158,0.461211,50,62,94,72,40
6,64,0,100.828,120.734,71,79,138,138,0.0733719,0.818298,42,57,80,60,35
7,110,0,87.0364,105.218,61,61,115,115,0.102403,1.18293,35,49,68,50,29
8,192,0,75.7656,92.4583,46,55,110,110,0.154147,1.8045,29,43,58,41,24
9,312,0,66.3782,81.5032,33,40,104,104,0.21801,2.62005,24,39,49,34,21
10,450,0,57.7222,71.7422,17,22,90,90,0.271534,3.30826,20,34,42,28,17
11,622,0,51.3232,64.3312,3,4,81,81,0.33216,4.17823,17,31,36,23,15
12,794,0,45.0088,56.8086,3,3,78,78,0.373778,4.74615,14,28,31,19,12
13,970,0,38.6546,49.1402,3,3,70,70,0.388391,5.02929,12,24,26,16,10
14,1122,0,31.7977,40.7433,3,3,67,67,0.365501,4.77819,9,20,21,12,8
15,1274,0,26.1107,33.6601,3,3,63,63,0.34318,4.53859,7,16,16,9,6
16,1340,0,21.6336,27.956,3,3,59,59,0.298704,4.08976,5,14,13,7,5
17,1366,0,18.0249,23.41,3,3,55,55,0.244334,3.53058,4,12,10,5,4
18,1290,0,15.3264,19.9674,3,3,51,51,0.19313,2.86458,3,10,8,4,3
19,1218,0,12.8834,16.9154,3,3,41,41,0.151246,2.23126,3,8,7,3,2
20,1102,2,11.85,15.5955,3,3,33,33,0.123423,1.89551,2,8,6,2,2
21,926,0,9.7635,12.9903,3,3,26,26,0.0787247,1.21659,2,6,4,1,0
22,836,1,8.24431,11.2527,3,3,20,20,0.0586047,0.939449,2,5,3,0,0
23,784,3,7.10627,9.70166,3,3,17,17,0.0484345,0.814716,1,5,3,0,0
24,688,3,5.90365,8.17226,3,3,17,17,0.0343261,0.612865,1,4,2,0,0
25,530,12,4.67761,6.45946,3,3,12,12,0.0184148,0.349245,1,3,1,0,0
26,482,17,3.83871,5.23656,3,3,7,7,0.0137759,0.298191,1,3,1,0,0
27,400,18,3.28272,4.42408,3,3,5,5,0.0094627,0.230709,0,2,1,0,0
28,296,31,3.00755,4.01132,3,3,5,5,0.005821,0.160596,0,2,1,0,0
29,202,44,3,4,3,3,3,4,0.003351,0.0993089,0,3,1,0,0
30,24,12,3,4,3,3,3,4,0.000244,0.0090565,0,3,1,0,0
