depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,324,363,324,363,324,363,0.129678,0.256086,0,324,96,17,17,0
1,2,0,360,417.5,342,342,378,438,0.265731,0.37681,29,212,111,19,8,0
2,4,0,299.25,341.25,110,110,422,422,0.291336,0.428429,37,136,88,13,3,0
3,8,0,323.25,364.875,116,116,610,610,0.958926,1.3548,30,178,95,16,8,0
4,16,0,332,375.125,54,54,670,670,1.96252,2.77472,30,201,101,17,8,0
5,32,2,291.967,332.1,23,23,922,922,3.32982,4.58751,30,166,90,16,7,0
6,60,9,295.431,335.784,19,19,1284,1544,7.04654,9.53967,25,195,90,16,9,0
7,102,17,297.788,335.765,17,17,1248,1248,11.1235,15.1866,26,189,89,16,9,0
8,170,25,266.628,300.517,5,5,1175,1286,16.4247,22.645,23,171,79,13,6,0
9,290,59,239.615,272.801,5,5,1238,1238,25.3308,34.661,20,161,71,11,6,0
10,462,112,228.223,258.431,5,5,1108,1108,32.766,46.0823,20,153,66,10,6,0
11,698,166,217.72,247.156,5,5,1286,1286,49.3677,69.7856,19,148,63,9,6,0
12,1012,254,212.273,240.051,5,5,1582,1582,73.7963,105.174,18,147,62,9,6,0
13,1436,341,197.175,224.071,5,5,1912,1912,94.4692,135.823,17,135,57,8,4,0
14,2100,547,188.699,213.315,5,5,2013,2013,131.945,191.363,15,136,54,7,5,0
15,1677,406,192.44,210.694,5,5,7764,7764,3670.38,3750.94,43,140,53,6,4,0
