depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,222,100,222,100,222,100,0.0607101,0.128058,0,222,26,54,54
1,2,0,111.5,65,53,40,170,170,0.116268,0.165361,11,92,15,19,19
2,4,1,75,50.6667,53,40,111,111,0.0278828,0.0469928,10,30,10,5,2
3,6,1,42.4,34.4,17,17,56,56,0.0153043,0.0320809,7,17,6,0,0
4,10,3,30.2857,25.7143,5,5,56,56,0.0015964,0.0079594,5,4,5,0,0
5,12,2,21.2,20.1,11,11,37,37,0.0076688,0.0255681,4,10,3,0,0
6,20,5,13.6667,13.9333,5,5,25,25,0.0030365,0.0152861,2,4,2,0,0
7,24,11,14.5385,14.7692,5,5,25,25,0.0002672,0.0049878,2,0,2,0,0
8,24,8,11,12,11,11,11,12,0.0017485,0.0118803,2,3,2,0,0
9,32,15,10.2941,11.2941,5,5,11,12,7.69e-05,0.0048434,1,0,1,0,0
10,30,6,6.5,7.5,5,5,11,11,0.0007399,0.0106421,2,1,1,0,0
11,12,0,5,6,5,5,5,6,0.0004978,0.0057903,2,2,1,0,0
