depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,22,26,22,26,22,26,0.0011165,0.0150275,0,22,5
1,2,1,22,26,22,26,22,26,0.0009359,0.0099496,0,22,5
2,2,0,18.5,23,17,20,20,21,0.0016794,0.0208567,0,18,4
3,4,0,18.5,23,17,17,20,21,0.0028864,0.0366604,0,18,4
4,8,0,14,17.25,9,9,21,21,0.0037119,0.0527885,0,14,3
5,16,0,11.375,14,5,5,20,20,0.0048478,0.0844443,0,11,2
6,22,0,11.5455,13.7273,5,5,22,22,0.0062276,0.102609,0,11,2
7,14,0,13.1429,15.5714,9,9,22,22,0.0048002,0.0732789,0,13,2
8,20,1,11.7368,13.8947,9,9,18,18,0.0054172,0.0933637,0,11,2
9,32,5,10.7407,12.7037,9,9,18,18,0.0062347,0.113032,0,10,2
10,38,1,10.7838,12.6486,9,9,18,18,0.007567,0.140582,0,10,2
11,62,4,9.82759,11.5345,5,5,18,18,0.0101422,0.197911,0,9,2
12,72,2,9.17143,10.6286,5,5,18,18,0.0072517,0.147285,0,9,1
13,62,7,10.8182,12.5091,9,9,18,18,0.0082483,0.138531,0,10,2
14,90,5,8.98824,10.3412,5,5,18,18,0.0077049,0.174965,0,8,1
15,92,3,7.76404,8.76404,5,5,11,12,0.005049,0.142721,0,7,1
16,50,4,11,12,11,11,11,12,0.0059769,0.111063,0,11,2
17,62,5,9.73684,10.7368,5,5,11,12,0.0058552,0.122802,0,9,1
18,50,1,9.04082,10.0408,5,5,11,11,0.0041184,0.0949978,0,9,1
19,30,0,11,12,11,11,11,12,0.0042352,0.073835,0,11,2
20,38,0,9.73684,10.7368,5,5,11,12,0.0043739,0.0915412,0,9,1
21,38,0,8.47368,9.47368,5,5,11,11,0.0035214,0.0715938,0,8,1
22,32,0,9.6875,10.6875,5,5,11,12,0.0031736,0.0675461,0,9,1
23,46,0,7.47826,8.47826,5,5,11,12,0.0025692,0.0793451,0,7,1
24,36,0,5.83333,6.83333,5,5,11,12,0.0007555,0.0433282,0,5,1
25,8,0,5,6,5,5,5,6,0,0.0082236,0,5,1
