depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,363,421,363,421,363,421,0.140321,0.249475,0,363,114,10,10,0
1,2,0,524.5,631,390,390,659,803,0.587343,0.767639,43,334,183,28,22,0
2,4,0,682.5,805.75,302,302,958,1106,1.71076,2.14197,74,422,245,51,36,0
3,8,0,508.375,599.875,60,60,1077,1259,1.12204,1.49442,109,193,184,43,18,0
4,16,2,449.5,521.357,48,48,1076,1136,2.48538,3.13023,89,194,159,38,17,0
5,28,3,423.76,483.44,46,46,1132,1360,3.63467,4.7491,73,187,147,35,12,0
6,50,11,414.872,469.59,17,17,1215,1384,5.04713,6.60921,79,170,141,33,11,0
7,78,18,461.917,523.283,23,23,1609,1609,14.5055,18.1388,65,247,161,41,21,0
8,120,28,487.022,557.598,30,30,1715,1794,23.5395,29.3902,72,261,173,45,21,0
9,184,46,489.428,561.167,29,29,1938,1938,32.0657,40.1061,83,234,175,45,19,0
10,276,73,485.951,558.507,13,13,2001,2001,45.9237,58.2666,85,238,173,45,19,0
11,406,93,436.725,498.7,11,11,2258,2258,59.7534,76.5203,84,212,151,37,14,0
12,626,146,386.2,438.569,9,9,2260,2260,75.7514,98.5622,67,194,132,31,14,0
13,956,268,360.849,406.894,5,5,2426,2426,108.918,140.242,59,190,121,29,14,0
14,1370,424,336.702,380.929,5,5,2144,2261,130.378,167.89,59,167,113,26,11,0
15,1832,586,316.611,357.369,5,5,2117,2295,170.22,219.154,53,170,105,23,11,0
16,2462,804,292.487,329.686,5,5,1961,2501,206.119,266.67,49,161,96,20,10,0
17,3260,1103,271.777,305.423,5,5,2017,2145,237.288,310.556,45,150,88,18,9,0
18,4126,1406,250.14,281.02,5,5,2219,2219,255.639,339.354,42,137,79,15,8,0
19,5160,1753,227.426,255.011,5,5,2548,2548,286.662,385.28,37,128,71,13,7,0
20,6376,2271,208.756,233.856,5,5,2600,2600,304.12,413.535,34,118,64,11,6,0
21,7612,2678,188.848,211.226,5,5,2796,2796,331.429,453.373,31,109,57,10,5,0
22,8704,3111,174.319,195.594,5,5,2584,2584,318.777,442.211,28,99,52,8,4,0
23,1643,530,190.799,221.283,5,5,1817,1920,79.348,107.04,32,110,60,9,5,0
