depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,182,244,182,244,182,244,0.0383359,0.081212,0,182,60,0,0
1,2,0,114,150,108,108,120,162,0.0444382,0.0735361,23,73,35,0,0
2,4,0,66.75,82.5,56,56,81,81,0.0387861,0.0704694,13,40,17,0,0
3,8,0,39.875,47.5,25,25,51,51,0.0239424,0.056793,6,24,9,0,0
4,16,1,28.4667,33.0667,5,6,39,39,0.0259951,0.0750881,2,20,6,0,0
5,28,4,21.0417,24.4167,5,5,31,31,0.0339435,0.0960679,3,16,4,0,0
6,38,3,16.6857,19.4,5,5,26,26,0.0360921,0.118054,0,14,3,0,0
7,28,12,9.625,10.625,5,5,17,17,0.0036994,0.0216217,2,7,1,0,0
8,12,5,6.14286,7.42857,5,5,9,11,0.0004696,0.0048289,2,3,1,0,0
9,14,7,5,6,5,5,5,6,0.0004636,0.0062818,1,4,1,0,0
10,4,2,5,6,5,5,5,6,0.0001195,0.0017385,0,5,1,0,0
