depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,163,192,163,192,163,192,0.0052511,0.0698793,0,163,132,103,103,0
1,2,0,149.5,183,147,147,152,186,0.0074791,0.0663278,58,89,123,89,55,0
2,4,0,137,165.25,128,128,143,172,0.013007,0.118446,53,81,108,80,49,0
3,8,0,121.75,148,113,113,133,143,0.014342,0.164564,46,71,94,68,41,0
4,16,0,110.312,134.5,96,96,129,129,0.0221356,0.274684,40,67,83,59,37,0
5,32,0,102.125,125.125,89,89,123,123,0.0394689,0.506552,35,62,75,52,33,0
6,64,0,94.4219,116.062,84,84,112,114,0.0651255,0.891144,33,57,68,47,29,0
7,128,0,86.625,106.852,76,76,108,108,0.117651,1.62063,30,52,61,41,25,0
8,256,0,81.2305,100.594,66,66,101,101,0.224401,3.07771,27,49,57,37,23,0
9,512,0,75.7246,94.2734,56,56,99,99,0.429064,6.20143,24,45,52,34,21,0
10,1022,0,70.8239,88.4237,50,50,104,104,0.744485,10.7288,23,42,48,31,20,0
11,1940,0,66.5309,83.466,42,42,100,100,1.32957,19.1023,20,41,45,28,18,0
12,3262,0,62.549,78.9828,35,38,103,103,2.12148,30.6616,18,39,42,26,17,0
13,5052,0,58.212,74.093,16,23,106,106,3.06586,44.0534,17,36,39,23,15,0
14,6314,0,54.178,69.3411,3,4,103,103,3.55066,51.5597,16,34,36,20,14,0
15,8298,0,50.3709,64.7728,3,3,98,98,4.3769,64.6765,14,32,33,18,13,0
16,9142,0,47.6275,61.291,3,3,95,95,4.57096,71.3239,13,31,31,17,12,0
17,10328,0,44.5618,57.4047,3,3,93,93,4.83328,77.1216,12,29,29,16,11,0
18,10718,0,42.3336,54.549,3,3,89,89,4.78315,79.5563,11,28,27,15,11,0
19,10346,0,39.5715,51.1424,3,3,88,88,4.27283,67.0641,10,26,25,14,10,0
20,7624,0,36.6065,47.4971,3,3,88,88,2.90009,44.6705,9,24,23,12,9,0
21,5664,0,34.8976,45.1741,3,3,87,87,2.06389,32.3343,9,23,22,12,9,0
22,4516,0,32.3062,41.6825,3,3,87,87,1.50466,24.5663,8,21,20,11,8,0
23,3996,0,30.8191,39.4752,3,3,82,82,1.27869,20.3962,7,21,19,11,8,0
24,2636,0,28.0334,35.6582,3,3,86,86,0.761381,12.6959,6,19,17,10,8,0
25,2142,0,25.8856,32.6251,3,3,79,79,0.565837,9.76365,5,18,16,10,8,0
26,1840,0,22.5516,28.2359,3,3,81,81,0.414427,7.30743,4,16,14,8,7,0
27,1456,0,18.7177,23.456,3,3,78,78,0.260624,4.51161,4,13,11,6,5,0
28,980,0,15.8408,19.7837,3,3,66,66,0.141428,2.6801,4,10,9,5,4,0
29,780,0,12.6359,16.059,3,3,55,55,0.0801847,1.54366,3,7,7,3,2,0
30,628,0,12.2229,15.8583,3,3,52,52,0.0622322,1.33468,3,7,6,3,2,0
31,560,0,9.4125,12.3107,3,3,49,49,0.0400235,0.869834,2,5,4,1,1,0
32,498,0,8.65863,11.5823,3,3,51,51,0.0337174,0.698958,1,5,4,1,1,0
33,472,0,9.27966,12.1186,3,3,49,49,0.0375556,0.817061,2,7,4,1,1,0
34,356,0,8.66292,11.5,3,3,36,36,0.0250219,0.528649,1,6,4,1,1,0
35,318,1,7.38486,9.74448,3,3,32,32,0.0178281,0.409386,1,5,3,1,0,0
36,278,1,6.30325,8.50542,3,3,25,25,0.0124754,0.299188,1,4,2,0,0,0
37,252,1,6.3506,8.8008,3,3,34,34,0.0123496,0.291727,1,4,2,0,0,0
38,206,1,5.00976,6.8878,3,3,32,32,0.0068378,0.173288,1,3,2,0,0,0
39,190,0,5.08947,7.07368,3,3,20,20,0.0072747,0.185652,2,3,2,0,0,0
40,164,5,4.96855,6.91195,3,3,19,19,0.0063223,0.15394,2,3,1,0,0,0
41,126,1,4.48,6.136,3,3,15,15,0.0043841,0.113147,0,3,1,0,0,0
42,98,1,5.19588,7.20619,3,3,21,21,0.0039177,0.105655,0,4,2,0,0,0
43,84,0,4.75,6.47619,3,3,24,24,0.0025634,0.0674519,1,3,1,0,0,0
44,80,0,4.4375,6.0875,3,3,14,14,0.0026446,0.0667641,1,3,1,0,0,0
45,72,0,3.95833,5.41667,3,3,10,10,0.0018356,0.0517261,1,2,1,0,0,0
46,66,0,3.60606,4.90909,3,3,7,7,0.001627,0.0475693,0,2,1,0,0,0
47,52,0,3.76923,5.15385,3,3,5,5,0.0015316,0.0442887,0,3,1,0,0,0
48,32,0,3,4,3,3,3,4,0.0006465,0.020106,0,2,1,0,0,0
49,12,0,3,4,3,3,3,4,0.0002471,0.0084966,0,3,1,0,0,0
