depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,159,189,159,189,159,189,0.0033728,0.0487721,0,159,127,97,97
1,2,0,140.5,170,139,142,142,169,0.0042414,0.0430439,54,81,108,78,45
2,4,0,123.25,151,120,120,130,151,0.0072292,0.0730155,49,69,93,66,40
3,8,0,112.625,137.375,108,108,119,135,0.0111644,0.124265,42,63,83,58,34
4,16,0,102.875,126.25,94,95,110,115,0.017863,0.20859,37,58,75,52,31
5,32,0,93.5,115.344,85,86,108,108,0.0324563,0.388451,33,54,68,47,28
6,64,0,86.5469,107,74,74,106,109,0.059713,0.729251,30,51,63,42,26
7,116,0,78.2845,97.1121,65,65,97,100,0.096825,1.1643,27,45,56,37,22
8,190,0,72.2737,90.3421,56,56,92,93,0.141634,1.7575,24,43,51,33,20
9,280,0,66.6679,83.825,47,47,90,90,0.192379,2.4069,22,39,46,29,17
10,406,0,62.1158,78.431,43,43,83,83,0.256546,3.39727,20,36,42,26,16
11,542,0,57.6513,72.9391,32,37,81,81,0.318954,4.39991,18,34,39,24,15
12,704,0,53.2344,67.6832,17,23,81,81,0.381777,5.35338,16,32,36,21,13
13,866,0,48.6467,62.1755,3,4,81,81,0.4327,6.14333,14,30,32,19,12
14,1032,0,43.686,56.1308,7,7,74,74,0.468127,6.67796,12,27,28,16,11
15,1206,0,39.1028,50.3756,3,3,74,74,0.490684,7.01082,11,25,25,14,9
16,1350,0,34.8956,45.0163,3,3,74,74,0.503582,7.23615,9,23,22,12,8
17,1448,0,31.2307,40.3481,3,3,70,70,0.479613,7.08871,8,21,19,10,7
18,1480,0,26.7101,34.5588,3,3,62,62,0.417726,6.2851,6,18,16,8,6
19,1450,0,22.8545,29.6538,3,3,62,62,0.342244,5.23839,5,15,14,7,5
20,1404,0,20.2379,26.3283,3,3,63,63,0.290022,4.44837,5,13,12,6,4
21,1356,0,17.8171,23.2198,3,3,51,51,0.240284,3.78341,4,12,10,5,3
22,1244,0,15.1326,19.8987,3,3,47,47,0.182748,2.92563,3,10,8,3,2
23,1204,0,13.1561,17.2799,3,3,45,45,0.148852,2.44385,3,8,7,3,2
24,1082,0,11.7403,15.6294,3,3,36,36,0.118268,1.92223,3,7,6,2,1
25,960,0,10.6198,14.349,3,3,32,32,0.0915733,1.51807,2,6,5,1,1
26,798,0,9.19173,12.5789,3,3,25,25,0.06166,1.09147,2,6,4,1,0
27,690,0,8.58696,11.7899,3,3,22,22,0.0510467,0.937003,2,6,4,0,0
28,608,0,8.15461,11.2549,3,3,20,20,0.0446688,0.797668,2,5,3,0,0
29,506,0,6.70158,9.37154,3,3,18,18,0.0286522,0.528943,2,4,2,0,0
30,434,1,5.88222,8.20554,3,3,18,18,0.0202648,0.403169,1,4,2,0,0
31,398,1,5.00252,6.96725,3,3,19,19,0.0161285,0.342842,1,3,2,0,0
32,312,2,4.80323,6.63871,3,3,17,17,0.0121075,0.278449,1,3,1,0,0
33,228,4,4.50893,6.1875,3,3,12,12,0.007596,0.178249,1,3,1,0,0
34,168,4,3.45122,4.67683,3,3,5,5,0.0035578,0.0986959,0,2,1,0,0
35,156,3,3.60131,4.90196,3,3,7,7,0.0040645,0.114446,0,3,1,0,0
36,114,2,3.73214,5.09821,3,3,5,5,0.0031371,0.0876988,0,3,1,0,0
37,70,1,3.4058,4.6087,3,3,5,5,0.0016684,0.0470081,0,2,1,0,0
38,48,0,3.83333,5.25,3,3,5,5,0.0015226,0.042087,0,3,1,0,0
39,20,4,3,4,3,3,3,4,0.0002858,0.0094735,0,2,1,0,0
40,10,5,3,4,3,3,3,4,0.0001173,0.0069591,0,3,1,0,0
