depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,11,16,11,16,11,16,0.0001011,0.0063561,0,11,5,0,0
1,2,1,13,19,13,19,13,19,0.0002382,0.0045339,0,13,6,0,0
2,2,0,12,17.5,11,13,13,16,0.0007354,0.0111677,0,12,5,0,0
3,4,0,11.5,16.75,9,11,13,13,0.0011224,0.0189119,0,11,5,0,0
4,8,0,10.5,15.25,9,9,13,13,0.0017595,0.0316028,0,10,4,0,0
5,16,0,9.5,13.75,7,7,11,13,0.0027446,0.0465337,0,9,4,0,0
6,32,0,7.25,10.375,5,5,9,9,0.0046773,0.0740571,1,6,3,0,0
7,64,0,5.75,8.125,3,3,9,9,0.0063815,0.111517,1,5,2,0,0
8,102,0,4.57843,6.34314,3,3,10,10,0.0048086,0.101507,0,3,1,0,0
9,28,0,5.42857,7.64286,5,5,7,7,0.000902,0.0229282,1,2,2,0,0
10,52,13,5.46154,7.69231,5,5,7,7,0.000782,0.0249986,1,1,2,0,0
11,72,24,5.41667,7.625,5,5,7,7,0.0007399,0.0263961,1,1,2,0,0
12,94,15,5.3038,7.4557,5,5,7,7,0.0016884,0.0488831,1,1,2,0,0
13,140,27,5.24779,7.37168,5,5,7,7,0.0026513,0.0855827,1,1,2,0,0
14,188,30,5.20253,7.3038,5,5,7,7,0.003485,0.102693,1,1,2,0,0
15,258,36,5.13514,7.2027,5,5,7,7,0.0043558,0.128726,1,1,2,0,0
16,344,31,5.00639,7.00958,3,3,7,7,0.0053373,0.161366,1,1,2,0,0
17,408,25,4.7859,6.67885,3,3,7,7,0.0058627,0.194743,1,1,1,0,0
18,354,11,4.70262,6.55394,3,3,7,7,0.0048329,0.166932,1,1,1,0,0
19,260,3,4.64981,6.47471,3,3,7,7,0.0035812,0.124795,1,1,1,0,0
20,152,3,3.92617,5.38926,3,3,7,7,0.0020436,0.066857,1,1,1,0,0
21,68,3,4.66154,6.49231,3,3,7,7,0.0009843,0.0327381,1,1,1,0,0
22,54,2,4.92308,6.88462,3,3,7,7,0.0008275,0.0276868,1,1,1,0,0
23,52,2,4.92,6.88,3,3,7,7,0.0007916,0.0266795,1,1,1,0,0
24,48,2,4.86957,6.80435,3,3,7,7,0.0007155,0.0241627,1,1,1,0,0
25,46,2,4.86364,6.79545,3,3,7,7,0.0006743,0.0232131,1,1,1,0,0
26,44,2,4.85714,6.78571,3,3,7,7,0.000731,0.0231425,1,1,1,0,0
27,42,2,4.9,6.85,3,3,7,7,0.0006462,0.0217762,1,1,1,0,0
28,38,2,4.94444,6.91667,3,3,7,7,0.0005681,0.0192433,1,1,1,0,0
29,38,2,4.94444,6.91667,3,3,7,7,0.0005876,0.0204696,1,1,1,0,0
30,36,2,4.88235,6.82353,3,3,7,7,0.0005492,0.0181527,1,1,1,0,0
31,36,2,4.88235,6.82353,3,3,7,7,0.0005397,0.018193,1,1,1,0,0
32,36,2,4.88235,6.82353,3,3,7,7,0.0005579,0.0189953,1,1,1,0,0
33,36,2,4.88235,6.82353,3,3,7,7,0.0005234,0.0179586,1,1,1,0,0
34,36,2,4.88235,6.82353,3,3,7,7,0.0005468,0.0184549,1,1,1,0,0
35,34,2,4.8125,6.71875,3,3,7,7,0.0004916,0.0169306,1,1,1,0,0
36,32,2,4.73333,6.6,3,3,7,7,0.0005337,0.0171797,1,1,1,0,0
37,30,2,4.71429,6.57143,3,3,7,7,0.0003845,0.0138208,1,1,1,0,0
38,28,1,4.7037,6.55556,3,3,7,7,0.0003716,0.0133566,1,1,1,0,0
39,26,1,4.68,6.52,3,3,7,7,0.0003445,0.0123967,1,1,1,0,0
40,24,1,4.65217,6.47826,3,3,7,7,0.0003177,0.0113022,1,1,1,0,0
41,20,1,4.47368,6.21053,3,3,5,5,0.0002374,0.0089943,1,1,1,0,0
42,16,1,4.33333,6,3,3,5,5,0.0001635,0.0066079,2,1,1,0,0
43,12,0,4.33333,6,3,3,5,5,0.0001513,0.0054675,2,1,1,0,0
44,8,0,4.5,6.25,3,3,5,5,9.51e-05,0.0036305,2,1,1,0,0
45,6,0,4.33333,6,3,3,5,5,6.71e-05,0.0027116,2,1,1,0,0
46,4,0,4,5.5,3,3,5,5,4.53e-05,0.0016897,2,1,1,0,0
47,2,0,3,4,3,3,3,4,1.83e-05,0.0006967,2,1,1,0,0
