depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,37,50,37,50,37,50,0.0007491,0.0141081,0,37,13,0,0,0
1,2,1,39,53,39,53,39,53,0.0013734,0.0113984,0,39,14,0,0,0
2,2,0,37.5,51,36,39,39,49,0.0028852,0.0225285,0,37,13,0,0,0
3,4,0,37.5,51,36,36,39,49,0.0069151,0.0495907,0,37,13,0,0,0
4,8,0,34.25,46.5,29,29,36,49,0.0115943,0.0905841,2,34,12,0,0,0
5,16,0,30.25,41,24,24,36,36,0.0238119,0.170898,4,29,10,0,0,0
6,32,0,26.875,36.3125,19,19,36,36,0.0271132,0.233152,1,26,9,0,0,0
7,64,0,23.9062,32.25,16,16,35,35,0.0508961,0.426432,0,23,8,0,0,0
8,128,0,21.6719,29.1094,13,13,36,36,0.0837525,0.761512,1,20,7,0,0,0
9,246,0,17.7561,23.6667,10,10,36,36,0.110992,1.15799,1,15,5,0,0,1
10,400,0,16.8675,22.42,7,7,36,36,0.171083,1.85155,2,15,5,0,0,2
11,360,0,15.8389,20.975,4,4,39,39,0.125216,1.34212,1,13,5,0,0,5
12,224,0,14.9196,19.7098,7,7,34,34,0.0282111,0.37634,2,5,4,0,0,4
13,254,13,14.668,19.3693,4,4,29,29,0.0287843,0.391264,2,5,4,0,0,4
14,318,22,13.973,18.4189,4,4,29,29,0.0344259,0.471625,3,5,4,0,0,4
15,436,41,13.5873,17.8937,4,4,29,29,0.0433713,0.612046,3,5,4,0,0,4
16,580,40,12.8111,16.837,4,4,29,29,0.0567607,0.820567,3,4,4,0,0,4
17,784,75,12.4612,16.3554,4,4,26,26,0.0696801,1.04445,3,4,3,0,0,3
18,1032,92,12.3362,16.1851,4,4,26,26,0.092109,1.40876,3,4,3,0,0,3
19,1290,147,12.0017,15.7305,4,4,26,26,0.102135,1.65148,2,4,3,0,0,3
20,1512,159,11.5691,15.1426,4,4,26,26,0.115756,1.93548,2,4,3,0,0,3
