depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,7851,2170,7851,2170,7851,2170,20.3792,23.2211,0,7851,1164
1,2,0,5032.5,3129,4857,1448,5208,5208,36.8575,39.7615,314,3879,743
2,4,0,3617,5171,2839,917,4421,4421,42.4074,47.3153,248,2769,561
3,8,0,2121.62,8058,979,429,2941,2941,37.8226,45.4371,219,1567,404
4,16,0,1567.81,13450,498,400,2610,2610,33.1405,46.4805,160,1122,329
5,32,6,1057.56,20422,394,346,3025,3025,34.0372,47.4959,197,620,306
6,52,5,926.808,33485,296,256,3221,3221,49.1194,73.2338,169,534,279
7,94,25,680.457,46483,206,206,3091,3091,41.3306,59.6831,190,347,266
8,138,36,592.37,62655,187,187,2812,2812,47.5595,73.768,177,305,240
9,204,66,493.078,79983,187,187,2550,2550,49.4406,72.3063,179,229,226
10,276,104,415.616,93566,167,127,2192,2192,38.9174,58.0972,182,146,210
11,344,134,375.049,105913,107,107,1838,1838,28.228,44.3635,171,108,191
12,418,155,347.663,119314,107,107,1838,1838,28.6949,50.2148,152,101,167
13,526,173,329.884,143981,97,97,1736,1736,53.7376,79.5217,125,126,146
14,702,249,282.719,165400,94,94,1627,1627,43.8032,67.6578,113,90,128
15,900,333,250.854,190237,65,65,1424,1424,54.2039,77.4026,102,85,115
16,1118,426,226.112,214055,44,44,1387,1387,48.8443,75.8241,93,71,104
17,1360,531,205.438,236757,44,44,1197,1197,49.9939,76.4803,85,63,94
18,1640,626,187.148,259290,33,33,1040,1040,61.4251,99.778,76,55,82
19,1974,608,180.816,302877,31,31,937,937,237.651,360.95,60,79,69
20,2632,878,150.506,338916,26,26,800,800,202.901,315.997,51,58,58
21,3374,1182,129.457,375711,26,26,713,713,207.871,328.488,45,50,50
22,4184,1638,108.711,392305,21,21,621,621,133.042,236.055,41,32,43
23,4872,1978,96.017,404613,11,11,516,516,91.8118,184.555,36,23,38
24,5596,2244,87.2016,420795,11,11,459,459,80.3912,183.23,32,22,33
25,6396,1951,83.1821,460563,9,9,417,417,179.755,352.749,24,34,26
26,8240,2823,66.6217,475667,9,9,358,358,122.147,300.193,20,24,21
27,6870,2393,44.355,275321,5,5,206,206,37.3484,154.096,13,14,13
