depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,20,27,20,27,20,27,0.000464596,0.0079609,0,20,7
1,2,1,20,27,20,27,20,27,0.000609097,0.0054261,0,20,7
2,2,0,21.5,29,20,23,23,27,0.0014837,0.012407,0,21,7
3,4,0,20.25,27.25,18,18,23,27,0.0030374,0.0244706,0,20,7
4,8,0,19,25.5,15,15,23,23,0.00563071,0.0461835,0,19,6
5,16,0,19,25.5,15,15,23,23,0.0102537,0.0928351,0,19,6
6,32,0,19,25.5,15,15,23,23,0.0219739,0.187933,0,19,6
7,64,0,18.25,24.5,15,15,20,20,0.0378816,0.334266,0,18,6
8,128,0,15.5,20.75,12,12,20,20,0.0584979,0.526541,2,15,5
9,256,0,12.25,16.25,7,7,20,20,0.0806314,0.798709,1,11,4
10,500,0,10.344,13.606,4,4,20,20,0.111647,1.22589,0,9,3
11,412,0,8.40777,10.9466,4,4,20,20,0.0593971,0.735356,0,6,2
12,48,0,8.125,10.5,7,7,10,10,0.00286921,0.0488277,1,3,2
13,62,11,7.94118,10.2549,7,7,10,10,0.00232229,0.0456277,1,2,2
14,90,22,8.14706,10.5294,7,7,10,10,0.002679,0.055151,1,2,2
15,120,9,7,9,7,7,7,9,0.0044297,0.0873354,2,2,2
16,180,15,7,9,7,7,7,9,0.004337,0.110287,1,1,2
17,188,0,6.90426,8.87234,4,4,7,9,0.0048455,0.125555,1,2,1
18,218,0,6.94495,8.92661,4,4,7,9,0.00563131,0.146548,1,2,1
19,214,0,6.18692,7.91589,4,4,7,9,0.00545481,0.139296,1,2,1
20,230,0,5.04348,6.3913,4,4,7,7,0.00546829,0.131463,2,2,1
21,98,0,4.61224,5.81633,4,4,7,9,0.00215189,0.0549262,2,2,1
22,34,0,4,5,4,4,4,5,0.000693093,0.0174805,2,2,1
