depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,9,13,9,13,9,13,7.13e-05,0.0043117,0,9,4
1,2,1,4.5,13,9,13,9,13,0.0001181,0.0026992,0,9,4
2,2,0,10.5,30,9,12,12,13,0.0003133,0.0074858,0,10,5
3,4,0,9.75,56,9,9,12,13,0.0005116,0.0117593,0,9,4
4,8,0,9.125,104,7,7,13,13,0.0012729,0.0262505,0,9,4
5,16,0,8.5,192,7,7,13,13,0.0034083,0.0614167,0,8,4
6,32,0,7.5,337,5,5,13,13,0.0045141,0.0867421,0,7,3
7,26,0,6.15385,227,3,3,9,9,0.0024317,0.0454764,0,5,2
8,18,0,5,126,3,3,9,9,0.0009645,0.0233948,0,4,2
9,8,0,5,56,5,5,5,7,0.0003863,0.0087336,1,2,2
10,12,4,3.33333,56,5,5,5,7,0.0001077,0.0042075,1,1,2
11,16,3,4.0625,91,5,5,5,7,0.00037,0.0127154,1,1,2
12,22,7,3.40909,105,5,5,5,7,0.0002324,0.0091099,1,1,2
13,30,7,3.63333,152,3,3,5,7,0.0004259,0.0155984,1,1,1
14,40,5,3.925,218,3,3,5,7,0.0008567,0.0273442,1,1,1
15,46,6,3.78261,241,3,3,5,7,0.0006746,0.0223584,1,1,1
16,50,4,3.88,268,3,3,5,7,0.0007518,0.0254837,1,1,1
17,50,3,3.86,266,3,3,5,7,0.0007836,0.023288,1,1,1
18,50,2,3.88,267,3,3,5,7,0.0006644,0.0222315,1,1,1
19,50,1,3.94,271,3,3,5,7,0.000685,0.0230087,1,1,1
20,50,0,4,275,3,3,5,7,0.000741,0.0250193,1,1,1
21,50,0,4,275,3,3,5,7,0.0006981,0.0232115,1,1,1
22,50,0,4,275,3,3,5,7,0.0006905,0.0236811,1,1,1
23,50,0,4,275,3,3,5,7,0.0007328,0.0245765,1,1,1
24,50,0,4,275,3,3,5,7,0.0006794,0.0227975,1,1,1
25,42,0,4,231,3,3,5,7,0.0005969,0.0196771,1,1,1
26,42,0,4,231,3,3,5,7,0.0006182,0.02067,1,1,1
27,42,0,4,231,3,3,5,7,0.0005955,0.0200874,1,1,1
28,42,0,4,231,3,3,5,7,0.0006163,0.0203398,1,1,1
29,38,0,4,209,3,3,5,7,0.0005583,0.0183793,1,1,1
30,32,0,4,176,3,3,5,7,0.0004908,0.0159103,1,1,1
31,32,0,4,176,3,3,5,7,0.0004749,0.0164664,1,1,1
32,30,0,4,165,3,3,5,7,0.0004301,0.0148633,1,1,1
33,26,0,4,143,3,3,5,7,0.0004033,0.0125719,1,1,1
34,26,0,4,143,3,3,5,7,0.0003802,0.013494,1,1,1
35,24,0,4,132,3,3,5,7,0.0003198,0.0105913,1,1,1
36,20,0,4,110,3,3,5,7,0.0002935,0.0091987,1,1,1
37,20,0,4,110,3,3,5,7,0.0003262,0.0105375,1,1,1
38,16,0,4,88,3,3,5,7,0.0002024,0.0071259,1,1,1
39,12,0,4,66,3,3,5,7,0.0001515,0.0051584,1,1,1
40,10,0,4,55,3,3,5,7,0.0001342,0.0045209,1,1,1
41,8,0,4,44,3,3,5,7,8.99e-05,0.0033622,2,1,1
42,6,0,4,33,3,3,5,7,6.63e-05,0.0025501,2,1,1
43,6,0,4,33,3,3,5,7,6.84e-05,0.002526,2,1,1
44,4,0,4,22,3,3,5,7,4.55e-05,0.0017574,2,1,1
45,4,0,3.5,19,3,3,5,5,4.84e-05,0.0016771,2,1,1
46,2,0,3,8,3,3,3,4,2.51e-05,0.000823,2,1,1
