depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,96,97,96,97,96,97,0.0094566,0.030779,0,96,21,3,3
1,2,0,98,99.5,97,95,99,99,0.0159463,0.0349975,8,43,21,3,0
2,4,0,84.75,88.5,75,75,96,97,0.0443699,0.0874254,6,51,19,1,0
3,8,1,68.8571,68.8571,27,27,93,93,0.0475086,0.108911,7,42,14,0,0
4,14,4,65.3,64.6,29,29,89,89,0.0478842,0.116451,6,39,13,0,0
5,20,6,54.8571,55.5,27,27,85,85,0.0631766,0.142895,6,34,11,0,0
6,28,10,38.5556,38.6667,16,16,64,64,0.0315073,0.0862947,5,19,7,0,0
7,36,15,38.8095,38.2857,15,15,69,69,0.0440523,0.118848,4,22,7,0,0
8,42,17,27.08,27.28,11,11,48,48,0.0217116,0.0754413,4,13,5,0,0
9,50,22,21.1071,22.1429,11,11,33,33,0.0179586,0.0764666,3,10,4,0,0
10,56,25,15.5484,17.4516,9,9,23,23,0.0090235,0.0518481,3,8,3,0,0
11,54,26,12.1071,13.6786,5,5,24,24,0.0067145,0.0412873,2,7,2,0,0
12,48,19,7.68966,8.86207,5,5,17,17,0.0038274,0.026371,2,4,1,0,0
13,24,10,5,6,5,5,5,6,0.0006734,0.0090327,1,3,1,0,0
