depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,7,10,7,10,7,10,5.95e-05,0.0071903,0,7,3
1,2,0,8,23,7,7,9,13,0.0001335,0.0030705,0,6,3
2,4,0,7.5,43,5,5,11,11,0.0002582,0.0051007,1,5,3
3,8,2,6.75,78,5,5,11,16,0.0004509,0.0099869,1,4,4
4,12,4,7.41667,124,5,5,19,22,0.0008862,0.0174419,1,7,5
5,16,4,8.875,198,5,5,22,25,0.002015,0.0293623,3,7,5
6,24,6,9.70833,329,5,5,24,24,0.0023917,0.0405933,4,6,6
7,36,12,8.88889,449,5,5,22,24,0.0045646,0.0652056,3,8,6
8,48,15,9.41667,632,5,5,23,29,0.0047334,0.07735,3,7,7
9,66,17,9.56061,874,5,5,25,31,0.0061098,0.0947875,3,7,6
10,98,38,7.90816,1071,3,3,31,33,0.0070219,0.113606,2,8,6
11,118,38,7.97458,1308,3,3,34,34,0.007515,0.127585,3,7,6
12,156,52,7,1514,3,3,33,33,0.0093545,0.156568,2,6,5
13,190,72,6.34211,1680,3,3,28,33,0.0112573,0.188711,2,7,5
14,212,79,6.20283,1826,3,3,30,39,0.0126044,0.21192,2,7,4
15,226,80,6.03097,1905,3,3,29,31,0.0131098,0.213597,2,6,4
16,232,85,5.77155,1871,3,3,31,31,0.0114726,0.192864,2,6,4
17,160,61,5.49375,1231,3,3,26,26,0.0078683,0.135246,2,6,4
18,48,18,4.27083,290,3,3,22,22,0.00155,0.0305171,1,4,3
19,20,9,2.65,74,3,3,7,7,0.0003993,0.0084307,2,3,1
20,12,6,1.66667,27,3,3,5,5,9.58e-05,0.0029268,1,2,1
21,4,2,2,11,3,4,5,5,6.59e-05,0.0016848,0,3,1
