depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,26,31,26,31,26,31,0.0006775,0.0079386,0,26,6
1,2,1,16.5,40,33,40,33,40,0.0012874,0.009341,0,33,8
2,2,0,20,48,17,21,23,23,0.0010121,0.0106464,0,20,4
3,4,0,14.5,70,9,9,23,23,0.0008574,0.0122964,0,14,3
4,8,0,12,115,5,5,27,27,0.0016247,0.0250168,0,12,2
5,16,0,7.5,140,5,5,15,15,0.0007931,0.0245128,0,7,1
6,8,0,11.5,104,9,9,15,15,0.0011772,0.0228877,0,11,2
7,16,4,8.625,156,9,9,15,15,0.0018443,0.0327782,0,11,2
8,24,2,9.25,254,5,5,15,15,0.0026912,0.0519833,0,10,2
9,34,3,8.26471,327,5,5,15,15,0.003082,0.0623674,0,9,1
10,46,2,8.17391,441,5,5,15,15,0.0029056,0.0751881,0,8,1
11,60,2,8,566,5,5,15,15,0.0035345,0.0953107,0,8,1
12,66,2,7.69697,598,5,5,15,15,0.0034783,0.0991117,0,7,1
13,72,1,7.73611,656,5,5,15,15,0.0038211,0.1147,0,7,1
14,76,1,7.67105,686,5,5,15,15,0.0040772,0.119812,0,7,1
15,78,1,7.47436,687,5,5,15,15,0.0036103,0.11901,0,7,1
16,78,1,7.37179,677,5,5,11,11,0.0035029,0.118871,0,7,1
17,80,0,7.45,701,5,5,11,11,0.0037928,0.121786,0,7,1
18,82,0,7.46341,719,5,5,11,11,0.0036536,0.123478,0,7,1
19,84,0,7.47619,737,5,5,11,11,0.0039485,0.128665,0,7,1
20,86,0,7.48837,755,5,5,11,11,0.0041939,0.132031,0,7,1
21,88,0,7.5,773,5,5,11,11,0.0039911,0.135896,0,7,1
22,84,0,7.42857,732,5,5,11,11,0.0037338,0.127148,0,7,1
23,82,0,7.41463,714,5,5,11,11,0.0034943,0.123661,0,7,1
24,82,0,7.41463,714,5,5,11,11,0.0036345,0.123895,0,7,1
25,80,0,7.4,696,5,5,11,11,0.0035534,0.122802,0,7,1
26,80,0,7.4,696,5,5,11,11,0.0035366,0.122359,0,7,1
27,74,0,7.40541,644,5,5,11,11,0.0032326,0.11284,0,7,1
28,72,0,7.38889,626,5,5,11,11,0.0030244,0.11113,0,7,1
29,68,0,7.38235,591,5,5,11,11,0.0028232,0.103944,0,7,1
30,66,0,7.36364,573,5,5,11,11,0.0028551,0.101357,0,7,1
31,62,0,7.22581,531,5,5,11,11,0.0024308,0.0935381,0,7,1
32,60,0,7.3,519,5,5,11,11,0.0024705,0.0918458,0,7,1
33,52,0,7.30769,450,5,5,11,11,0.0021929,0.0806307,0,7,1
34,48,0,7.29167,415,5,5,11,11,0.0019891,0.0749008,0,7,1
35,42,0,7.33333,364,5,5,11,11,0.0017551,0.0656334,0,7,1
36,38,0,7.31579,329,5,5,11,11,0.0015557,0.0609706,0,7,1
37,36,0,7.33333,312,5,5,11,11,0.001464,0.0568583,0,7,1
38,30,0,7.33333,260,5,5,11,11,0.0012055,0.046976,0,7,1
39,26,0,7.30769,225,5,5,11,11,0.0010834,0.0412992,0,7,1
40,22,0,7.36364,191,5,5,11,11,0.0009308,0.0351211,0,7,1
41,18,0,7.33333,156,5,5,11,11,0.0007101,0.0286244,0,7,1
42,14,0,7.28571,121,5,5,11,11,0.0005724,0.0212683,0,7,1
43,14,0,7,116,5,5,11,11,0.0005036,0.0192481,0,7,1
44,8,0,5.5,53,5,5,9,9,6.8e-05,0.0080784,0,5,1
45,2,0,5,12,5,5,5,6,0,0.0016854,0,5,1
