depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,25,35,25,35,25,35,0.0002857,0.0122845,0,25,14,4,4,0
1,2,1,25,35,25,35,25,35,0.0003185,0.0089611,0,25,14,4,4,0
2,2,0,24,33.5,23,25,25,32,0.0006596,0.0182324,0,24,13,4,4,0
3,4,0,22.5,31.5,18,23,26,26,0.0010204,0.0309889,0,22,12,3,3,0
4,8,0,22,30.625,14,19,26,26,0.0022889,0.0613713,0,22,12,3,3,0
5,16,0,21.0625,29.4375,11,15,25,25,0.0044767,0.12595,0,21,11,3,3,0
6,32,0,20.0312,28.125,11,11,25,25,0.006009,0.189374,0,20,10,2,2,0
7,64,0,19.2812,27.125,9,9,25,25,0.0116655,0.357514,0,19,10,2,2,0
8,128,0,18.6875,26.3281,9,9,25,25,0.0222842,0.702397,0,18,10,2,2,0
9,256,0,17.4297,24.6797,9,9,25,25,0.0398124,1.2677,0,17,9,1,1,0
10,512,0,16.0547,22.7148,7,7,26,26,0.0725105,2.64237,0,16,8,1,1,0
11,1024,0,14.4453,20.3711,5,5,26,26,0.127636,4.75766,0,14,7,1,1,0
12,2018,0,12.5932,17.7716,3,3,28,28,0.209274,7.15235,0,12,6,1,1,0
13,2904,0,11.4246,16.1467,5,5,28,28,0.260283,9.26959,0,11,5,0,0,1
14,2334,0,10.4807,14.8702,3,3,25,25,0.170314,6.73527,0,10,5,0,0,2
15,804,0,8.01493,11.4291,3,3,20,20,0.0372599,1.71761,0,8,3,0,0,3
16,98,0,6.67347,9.5102,5,5,11,11,0.0032552,0.181011,0,6,2,0,0,2
17,138,41,6.54639,9.31959,5,5,9,9,0.0031876,0.182645,0,6,2,0,0,2
18,174,10,6.4878,9.23171,5,5,9,9,0.0050787,0.292095,0,6,2,0,0,2
19,198,4,6.41237,9.11856,3,3,9,9,0.0058954,0.338715,0,6,2,0,0,2
20,224,6,6.25688,8.88532,3,3,9,9,0.0063178,0.370835,0,6,2,0,0,2
21,280,16,6,8.5,3,3,9,9,0.0070786,0.436158,0,6,2,0,0,2
22,348,21,5.81346,8.22018,3,3,9,9,0.0082014,0.516437,0,5,2,0,0,2
23,442,49,5.70738,8.06107,3,3,9,9,0.0094475,0.617038,0,5,2,0,0,2
24,544,90,5.65639,7.98458,3,3,9,9,0.010763,0.709857,0,5,2,0,0,2
25,664,128,5.60075,7.90112,3,3,9,9,0.0124281,0.828691,0,5,2,0,0,2
26,820,170,5.72308,8.08462,3,3,9,9,0.0157538,1.02147,0,5,2,0,0,2
27,998,268,5.79726,8.19589,3,3,9,9,0.0183866,1.16983,0,5,2,0,0,2
28,1204,312,5.82511,8.23767,3,3,9,9,0.02382,1.42844,0,5,2,0,0,2
29,1436,379,5.93851,8.40776,3,3,9,9,0.0290219,1.70927,0,5,2,0,0,2
30,1668,491,6.02294,8.53441,3,3,9,9,0.0343882,1.95502,0,6,2,0,0,2
31,1924,539,6.08014,8.62022,3,3,7,7,0.0406918,2.28308,0,6,2,0,0,2
32,2202,578,6.17241,8.75862,3,3,7,7,0.0483914,2.6929,0,6,2,0,0,2
33,1994,504,6.06309,8.59463,3,3,7,7,0.0428463,2.36812,0,6,2,0,0,2
34,1612,402,5.78182,8.17273,3,3,7,7,0.0316281,1.78291,0,5,2,0,0,2
35,950,219,5.4788,7.71819,3,3,9,9,0.0170334,0.981189,0,5,2,0,0,2
36,618,92,5.39163,7.58745,3,3,9,9,0.0119547,0.690439,0,5,2,0,0,2
37,398,28,5.30811,7.46216,3,3,9,9,0.008032,0.469795,0,5,2,0,0,2
38,294,11,5.0636,7.09541,3,3,9,9,0.0056348,0.338728,0,5,2,0,0,2
39,236,1,4.88936,6.83404,3,3,9,9,0.0041305,0.268371,0,4,1,0,0,1
40,178,2,4.51136,6.26705,3,3,7,7,0.0024367,0.182939,0,4,1,0,0,1
41,122,2,4.41667,6.125,3,3,7,7,0.0015462,0.122248,0,4,1,0,0,1
42,90,0,4.28889,5.93333,3,3,7,7,0.0010697,0.0883408,0,4,1,0,0,1
43,54,0,4.14815,5.72222,3,3,7,7,0.000564,0.0567022,0,4,1,0,0,1
44,34,0,4.23529,5.85294,3,3,7,7,0.0003987,0.0347044,0,4,1,0,0,1
45,20,0,3.8,5.2,3,3,5,5,0.0001427,0.0178501,0,3,1,0,0,1
46,8,0,3.75,5.125,3,3,5,7,5.28e-05,0.0069311,0,3,1,0,0,1
47,4,0,4,5.5,3,3,5,7,4.04e-05,0.0037125,0,4,1,0,0,1
48,2,0,3,4,3,3,3,4,0,0.0014123,0,3,1,0,0,1
