depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,275,347,275,347,275,347,0.018526,0.0970148,0,275,141
1,2,0,197.5,503,118,118,277,360,0.0177668,0.066958,47,85,98
2,4,0,216.25,1107,115,115,332,388,0.0528597,0.210477,25,147,108
3,8,0,197.75,1975,88,88,366,436,0.0752096,0.297097,34,105,98
4,16,2,165.063,3337,44,44,370,477,0.157474,0.573234,33,112,98
5,28,1,163.214,5702,7,7,517,659,0.231377,0.906551,30,98,84
6,54,10,120.389,8209,10,10,449,523,0.375343,1.45782,22,98,73
7,88,17,110.58,12235,7,7,496,602,0.579046,2.22782,22,91,68
8,142,38,98.669,17643,4,4,502,502,0.802388,3.07794,22,86,65
9,206,52,97.1117,25177,13,13,418,492,1.11843,4.41069,19,86,61
10,308,69,90.4448,35005,4,4,417,417,1.50487,6.14883,17,78,54
11,478,104,81.1883,48547,4,4,433,434,2.01555,8.41906,15,69,47
12,742,201,69.5404,64373,4,4,451,451,2.60054,11.149,14,64,43
13,1056,276,65.1856,85741,4,4,615,615,3.37058,14.1528,13,59,39
14,1500,422,59.8273,111616,4,4,538,538,4.17573,17.7065,13,55,36
15,2036,562,56.3011,142605,4,4,553,553,5.34965,22.9147,12,53,33
16,2598,758,52.6971,170229,4,4,516,516,6.02627,26.6124,12,49,31
17,3196,975,49.291,195720,4,4,447,447,6.98245,31.2141,11,48,29
18,3718,1151,46.3639,214347,4,4,411,437,7.33775,33.506,11,45,27
19,4024,1251,42.2413,211908,4,4,386,386,7.14382,34.3674,10,41,25
20,4394,1399,38.1142,209281,4,4,383,383,6.63074,32.5886,9,37,22
21,4618,1508,34.1189,196977,4,4,335,335,5.93288,30.1864,8,33,20
22,4808,1667,29.6175,178030,4,4,337,337,5.06504,26.6847,8,29,17
23,4784,1677,25.8942,155062,4,4,268,268,4.07981,22.421,7,25,15
24,4310,1582,21.8104,117592,4,4,228,228,2.81397,16.3275,6,21,12
25,3242,1227,18.4417,74969,4,4,236,236,1.65811,9.96116,5,18,10
26,2606,1028,15.2567,49835,4,4,191,191,1.02433,6.54186,5,15,8
27,1598,625,12.3723,24772,4,4,129,129,0.437493,3.04473,4,12,6
28,1238,494,9.73586,15094,4,4,139,139,0.228833,1.79777,3,9,5
29,692,267,7.70231,6695,4,4,66,66,0.0838421,0.749926,3,6,3
30,400,151,6.1875,3107,4,4,44,44,0.0324147,0.347219,2,5,2
31,234,79,5.74786,1692,4,4,44,44,0.0169157,0.200928,2,4,2
32,128,45,5.4375,878,4,4,38,38,0.0080191,0.0958047,2,4,2
33,76,33,4.10526,395,4,4,22,22,0.0028553,0.041544,2,3,2
34,36,9,4.11111,188,4,4,10,10,0.0010496,0.0172856,1,2,1
35,14,6,3.64286,65,4,4,8,9,0.0002233,0.0050002,2,2,1
36,12,3,3,45,4,4,4,5,0.0002023,0.0043399,2,2,1
