depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,96,121,96,121,96,121,0.0045032,0.0331612,0,96,46,19,19
1,2,0,84,105.5,56,56,112,138,0.0081897,0.0353766,9,54,38,13,8
2,4,0,104,128.75,43,43,193,233,0.0240285,0.102803,10,73,50,21,14
3,8,1,115.571,144.857,19,19,235,281,0.0368071,0.159365,17,64,55,22,10
4,14,1,122.923,154.154,32,32,346,422,0.0650695,0.283999,20,71,60,25,14
5,26,4,131.636,167.045,26,26,317,395,0.125147,0.543939,21,79,65,26,13
6,44,4,134.45,170.05,17,17,336,408,0.262369,1.05579,18,85,66,27,16
7,80,9,129.817,163.352,14,14,365,464,0.418462,1.67282,22,77,62,25,13
8,142,20,125.549,158.074,7,7,471,567,0.705205,2.81604,20,76,60,24,13
9,244,41,117.768,148.217,11,11,509,509,1.21003,4.68812,19,74,55,21,13
10,406,70,110.003,137.274,4,4,516,516,1.81592,7.19344,17,73,51,19,13
11,670,130,105.446,131.276,4,4,460,460,2.71544,10.9301,16,69,48,18,12
12,1050,238,101.638,125.615,4,4,482,482,4.00321,16.0024,16,67,46,18,12
13,1570,370,95.8733,117.754,4,4,516,516,5.37956,21.8048,15,63,42,16,11
14,2230,571,93.5648,114.34,4,4,594,594,7.33129,29.5036,15,63,41,16,11
15,2882,679,89.2669,108.266,4,4,537,537,9.07521,36.732,15,59,39,15,11
16,3726,986,85.4157,103.27,4,4,587,587,10.3453,42.7641,14,56,37,14,10
17,4306,1162,81.6514,98.2109,4,4,486,486,11.2801,47.9719,14,53,35,14,10
18,4568,1324,75.9689,90.8388,4,4,426,426,10.5426,46.1371,13,50,32,13,9
19,4922,1500,69.8258,83.1981,4,4,370,370,9.61851,44.7664,13,44,29,11,8
20,5066,1633,64.9487,77.1826,4,4,357,357,8.46755,42.1625,12,40,26,10,7
21,4770,1596,57.7177,68.4067,4,4,374,374,6.64603,35.4751,11,35,23,8,6
22,4476,1647,51.9767,61.48,4,4,323,323,4.83751,26.8897,11,30,20,7,5
23,4088,1510,46.0993,54.8445,4,4,261,261,3.52756,20.4556,10,26,17,5,3
24,3480,1337,40.8297,48.9515,4,4,215,215,2.37296,14.0878,9,22,15,4,2
25,3148,1249,35.169,42.4976,4,4,184,184,1.64523,10.2688,8,18,12,3,2
26,2946,1181,30.1966,36.9745,4,4,155,155,1.20099,8.0077,7,16,10,2,1
27,2590,1063,25.1369,31.0963,4,4,139,139,0.750245,5.46893,5,12,8,1,0
28,2286,896,20.4583,25.6273,4,4,122,122,0.506958,4.01059,4,10,6,0,0
29,1888,724,16.8832,21.3522,4,4,109,109,0.313066,2.74477,4,8,5,0,0
30,1588,593,13.7065,17.4693,4,4,79,79,0.197416,1.95841,3,7,4,0,0
31,1138,390,10.8864,13.9131,4,4,61,61,0.10101,1.1369,3,5,3,0,0
32,844,275,8.89455,11.3989,4,4,39,39,0.0572894,0.771765,2,4,2,0,0
33,554,158,7.48485,9.51768,4,4,40,40,0.0287491,0.410617,2,3,2,0,0
34,324,70,6.04724,7.68504,4,4,46,46,0.0127402,0.209418,2,3,1,0,0
35,138,23,5.2,6.54783,4,4,31,31,0.0045152,0.086166,2,2,1,0,0
36,40,7,5.24242,6.57576,4,4,22,22,0.0011172,0.0235597,2,2,1,0,0
37,10,2,6.25,8,4,4,16,16,0.0005307,0.0084028,3,3,1,0,0
38,6,1,5.2,6.8,4,4,10,14,0.0003102,0.0038699,2,3,1,0,0
39,2,1,8,10,8,10,8,10,1.08e-05,0.0006441,2,1,2,0,0
40,2,0,6,7.5,4,5,8,8,4.29e-05,0.0012302,2,2,1,0,0
41,2,0,4,5,4,4,4,5,6.1e-05,0.0011638,2,2,1,0,0
