depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,21,29,21,29,21,29,0.0001783,0.0102599,0,21,12,4,4,0
1,2,1,21,29,21,29,21,29,0.000293996,0.0059615,0,21,12,4,4,0
2,2,0,19,26,17,21,21,23,0.0006786,0.0138946,0,19,11,4,4,0
3,4,0,17.75,24.5,15,15,22,23,0.00180099,0.0258668,0,17,10,3,3,0
4,8,0,17.625,24.25,13,13,22,23,0.0024902,0.0480793,0,17,10,3,3,0
5,16,0,15.75,22,11,11,22,22,0.0046405,0.0832789,0,15,8,2,2,0
6,32,0,15.4375,21.5,9,9,22,22,0.00830789,0.153734,0,15,8,2,2,0
7,62,0,14.4839,20.0968,9,9,22,22,0.0130731,0.259536,0,14,7,2,2,0
8,110,0,14.7818,20.4909,8,8,22,22,0.0229101,0.479535,0,14,8,2,2,0
9,180,0,15.0444,20.8111,5,5,22,22,0.0388466,0.79139,0,14,8,2,2,0
10,254,0,15.3622,21.1693,8,8,22,23,0.0547164,1.1289,1,15,8,2,2,0
11,354,0,14.6525,20.1102,8,8,22,22,0.0709191,1.4482,1,14,8,2,2,0
12,460,0,14.113,19.3152,8,8,22,22,0.0850327,1.71815,1,12,7,2,2,0
13,612,0,12.402,17.1356,8,8,22,22,0.0940229,1.9013,1,10,6,1,1,1
14,528,0,10.214,14.3807,5,5,19,19,0.058593,1.2719,1,8,5,0,0,3
15,188,0,7.71809,10.9521,3,3,14,14,0.0119967,0.310825,1,5,3,0,0,3
16,38,0,7,10,5,5,11,11,0.0015224,0.0433249,1,3,3,0,0,3
17,38,17,6.80952,9.71429,3,3,11,11,8.5002e-05,0.0098902,2,0,2,0,0,2
18,38,17,6.80952,9.71429,5,5,11,11,8.2701e-05,0.0098767,2,0,2,0,0,2
19,38,6,6.875,9.8125,3,3,11,11,0.000863903,0.0270284,2,2,2,0,0,2
20,46,6,7,10,3,3,11,11,0.001206,0.0359923,2,2,3,0,0,3
21,54,11,7.32558,10.4884,3,3,11,11,0.001127,0.0358664,2,2,3,0,0,3
22,74,12,7.25806,10.3871,5,5,11,11,0.00172949,0.0527021,2,2,3,0,0,3
23,114,3,6.98198,9.97297,3,3,11,11,0.0037165,0.101345,2,2,2,0,0,2
24,166,18,6.89189,9.83784,3,3,11,11,0.00460291,0.129254,2,2,2,0,0,2
25,236,36,6.6,9.4,3,3,9,9,0.0056753,0.163715,2,2,2,0,0,2
26,304,54,6.536,9.304,3,3,9,9,0.00664371,0.197567,2,2,2,0,0,2
27,376,83,6.38567,9.0785,3,3,9,9,0.0067655,0.218965,2,2,2,0,0,2
28,436,99,6.35312,9.02967,5,5,9,9,0.00729339,0.241974,2,1,2,0,0,2
29,510,96,6.27536,8.91304,3,3,9,9,0.00925218,0.300383,2,2,2,0,0,2
30,592,106,6.15638,8.73457,5,5,9,9,0.0106222,0.347869,2,2,2,0,0,2
31,676,125,6.01996,8.52995,3,3,9,9,0.0116892,0.385084,2,1,2,0,0,2
32,754,144,5.8459,8.26885,3,3,9,9,0.012352,0.421165,2,1,2,0,0,2
33,830,145,5.71241,8.06861,3,3,9,9,0.0138937,0.469689,2,1,2,0,0,2
34,908,163,5.52617,7.78926,3,3,9,9,0.0140863,0.492105,2,1,2,0,0,2
35,944,158,5.3486,7.5229,3,3,9,9,0.0141818,0.50271,2,1,2,0,0,2
36,944,148,5.16583,7.24874,3,3,7,7,0.0138105,0.49486,2,1,2,0,0,2
37,872,126,5.05362,7.08043,3,3,7,7,0.0124059,0.456356,1,1,2,0,0,2
38,802,106,4.89368,6.84052,3,3,7,7,0.0109985,0.418718,1,1,1,0,0,1
39,714,83,4.77813,6.66719,3,3,7,7,0.00942609,0.370701,1,1,1,0,0,1
40,624,57,4.60141,6.40212,3,3,7,7,0.00822969,0.322614,1,1,1,0,0,1
41,530,48,4.53527,6.3029,3,3,7,7,0.00648598,0.268067,1,1,1,0,0,1
42,436,25,4.50365,6.25547,3,3,7,7,0.00571019,0.227859,1,1,1,0,0,1
43,366,21,4.24058,5.86087,3,3,7,7,0.0044553,0.188577,1,1,1,0,0,1
44,250,13,4.33333,6,3,3,5,7,0.00298193,0.123546,1,1,1,0,0,1
45,182,2,4.25556,5.88333,3,3,5,5,0.0024179,0.0952646,1,1,1,0,0,1
46,118,4,4.24561,5.86842,3,3,5,5,0.0013585,0.0579652,2,1,1,0,0,1
47,76,0,4.02632,5.53947,3,3,5,5,0.000921304,0.0377009,1,1,1,0,0,1
48,48,0,4.125,5.6875,3,3,5,7,0.000613095,0.0248291,2,1,1,0,0,1
49,32,0,3.75,5.125,3,3,5,5,0.000376198,0.0155552,2,1,1,0,0,1
50,14,0,4,5.5,3,3,5,7,0.000165802,0.0069895,2,1,1,0,0,1
51,8,0,3.5,4.75,3,3,5,5,8.5702e-05,0.0059328,2,1,1,0,0,1
52,2,0,4,5.5,3,3,5,7,3.19e-05,0.0012645,2,1,1,0,0,1
53,2,0,3,4,3,3,3,4,2.4001e-05,0.000940901,2,1,1,0,0,1
