depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,172,235,172,235,172,235,0.0387117,0.0812806,0,172,61,3,3
1,2,0,101,132.5,101,101,101,129,0.0211309,0.0630418,0,101,30,0,0
2,4,0,58.75,74.25,40,40,68,76,0.0160925,0.0653745,0,58,15,0,0
3,8,0,30.625,36.125,20,20,38,38,0.0092697,0.0559424,0,30,7,0,0
4,16,1,17.6667,20,5,6,25,25,0.0071007,0.0676867,0,17,3,0,0
5,28,2,12.6538,14.4231,5,5,24,24,0.0049972,0.0571035,0,12,2,0,0
6,36,3,9.60606,11.0606,5,5,20,20,0.003552,0.0512202,0,9,1,0,0
7,26,2,7.41667,8.45833,5,5,15,15,0.0009884,0.0271179,0,7,1,0,0
8,20,7,5,6,5,5,5,6,0,0.0098103,0,5,1,0,0
9,4,2,5,6,5,5,5,6,0,0.0017634,0,5,1,0,0
