depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,8052,2237,8052,2237,8052,2237,17.6122,20.2827,0,8052,1261,5495,5495,534
1,2,0,5640.5,1753,5349,1695,5932,5349,22.4992,26.453,0,5640,875,3507,3507,547
2,4,0,3774.5,1373.25,2949,969,4276,4276,25.8909,31.9111,0,3774,611,2083,2083,497
3,8,0,2353.25,1111.38,1040,477,3220,3220,27.1181,37.2402,0,2353,445,1065,1065,430
4,16,0,1579.5,885.625,509,399,2749,2749,30.7248,47.897,0,1579,339,609,609,338
5,32,0,1144.31,766.062,312,312,2522,2522,31.7157,60.6391,0,1144,294,400,400,294
6,64,0,824.141,604.5,159,159,2353,2353,40.9786,81.4281,0,824,228,264,264,228
7,128,0,590.234,457.844,66,66,2269,2269,52.9334,110.241,0,590,167,173,173,167
8,256,0,418.457,341.672,25,25,2378,2378,68.416,143.534,0,418,120,111,111,120
9,512,0,293.816,245.533,11,11,2421,2421,81.423,165.544,0,293,82,69,69,82
10,1022,0,202.156,172.622,5,5,2144,2144,96.9167,197.392,0,202,54,42,42,54
11,1982,0,139.302,120.526,5,5,1457,1457,108.822,224.347,0,139,36,25,25,36
12,3656,0,98.3126,85.1324,5,5,1368,1368,119.816,257.19,0,98,24,15,15,24
13,6136,0,72.8823,63.1525,5,5,1316,1316,127.006,296.321,0,72,16,10,10,16
14,9310,0,56.8498,49.1582,5,5,1263,1263,129.633,338.478,0,56,12,6,6,12
15,12744,0,46.2569,39.8685,5,5,1095,1095,125.212,379.71,0,46,9,4,4,9
16,15754,0,38.8686,33.4089,5,5,1128,1128,113.17,397.791,0,38,7,3,3,7
17,17414,0,33.1558,28.5029,5,5,900,900,91.8178,393.169,0,33,6,2,2,6
18,17128,0,28.7519,24.839,5,5,814,814,67.5243,353.909,0,28,5,2,2,5
19,2163,0,14.8345,14.4087,5,5,229,229,1.70365,27.6757,0,14,2,0,0,2
