depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,444,600,444,600,444,600,0.0421185,0.16848,0,444,272,120,120
1,2,0,396,532.5,367,425,425,492,0.0673028,0.192213,121,231,248,113,71
2,4,0,317.5,427.25,261,319,359,359,0.0731082,0.225211,109,182,185,77,46
3,8,0,255.75,343.5,190,217,322,322,0.110064,0.357922,81,147,144,56,34
4,16,0,212.125,285.75,128,128,275,275,0.161679,0.556325,62,121,114,40,24
5,32,0,179.156,241.344,112,112,253,253,0.256213,0.935515,49,105,91,29,17
6,64,0,146.75,196.922,75,75,241,241,0.387532,1.50521,39,87,70,19,12
7,128,0,126.305,168.648,60,60,215,215,0.641991,2.72445,29,78,58,15,10
8,256,0,110.695,147.078,34,34,208,208,1.09186,4.82878,24,70,50,13,9
9,512,0,95.2695,125.752,28,28,207,207,1.77943,7.83795,20,61,41,9,7
10,1016,0,85.2687,111.697,16,16,186,186,3.06149,14.0862,16,56,36,8,6
11,1952,0,77.4939,101.824,4,4,182,182,5.33706,24.9901,14,52,33,7,5
12,2696,0,66.3928,86.9963,4,4,172,172,5.87891,29.2054,12,45,27,5,4
13,2898,0,58.8178,76.2012,4,4,155,155,5.32005,28.1867,10,40,23,4,3
14,2888,0,51.1139,66.1589,4,4,143,143,4.42438,24.9545,8,35,20,3,2
15,2522,0,43.5948,57.1562,4,4,146,146,3.10324,18.9574,6,31,17,2,2
16,2244,1,38.1315,49.8052,4,4,131,131,2.20142,14.4378,5,27,14,1,1
17,1964,0,30.613,39.7301,4,4,103,103,1.39554,9.6617,4,21,10,0,0
18,1606,4,24.4257,31.3521,4,4,91,91,0.794935,6.09193,3,16,8,0,0
19,1556,10,21.6332,28.2872,4,4,69,69,0.668614,5.44772,3,14,7,0,0
20,1490,11,16.0345,20.5456,4,4,61,61,0.400056,3.62363,2,10,5,0,0
21,1396,12,14.1445,18.2941,4,4,57,57,0.326259,3.16868,2,9,4,0,0
22,1264,15,13.9728,18.0544,4,4,60,60,0.296866,3.07115,1,10,4,0,0
23,1104,38,8.54409,11.1032,4,4,43,43,0.129324,1.53049,1,6,2,0,0
24,852,52,8.0525,10.46,4,4,28,28,0.0867082,1.16455,1,6,2,0,0
25,628,26,7.14452,9.18937,4,4,17,17,0.0631348,0.86103,1,6,2,0,0
26,342,24,5.92138,7.50314,4,4,11,11,0.0226092,0.342755,0,4,1,0,0
27,270,19,5.36653,6.75299,4,4,11,11,0.0171246,0.273065,1,4,1,0,0
28,138,15,4.3252,5.42276,4,4,8,8,0.0058422,0.120295,0,4,1,0,0
29,54,4,4,5,4,4,4,5,0.0018991,0.0460769,0,3,1,0,0
30,12,6,4,5,4,4,4,5,0.0002104,0.0060493,0,4,1,0,0
