depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,533,699,533,699,533,699,0.24834,0.365416,0,533,193,21,21
1,2,0,447.5,593.5,357,440,538,538,0.458543,0.564976,80,279,166,21,13
2,4,0,364,482,267,298,463,463,0.590885,0.752166,69,221,129,13,8
3,8,0,255.875,327.5,150,188,307,307,0.57407,0.782263,54,153,80,5,2
4,16,0,189.938,238.875,92,114,280,280,0.762396,1.09037,32,121,56,2,2
5,32,0,150.25,184.625,32,41,210,210,0.980237,1.50191,23,97,42,1,1
6,58,0,109.638,131.483,5,6,235,235,1.05616,1.72437,15,70,29,1,1
7,98,0,84.5918,100.663,5,5,202,202,1.16571,2.07161,10,56,21,0,0
8,158,0,67.9177,80.7532,5,5,152,152,1.25429,2.42339,7,45,17,0,0
9,222,0,49.3604,58.3874,5,5,144,144,0.975793,2.25265,5,32,12,0,0
10,276,1,33.8364,39.6473,5,5,96,96,0.519004,1.62439,4,22,7,0,0
11,312,1,26.9389,31.0289,5,5,58,58,0.398043,1.41755,3,19,6,0,0
12,312,5,20.0098,23.2443,5,5,61,61,0.238447,1.01318,2,14,4,0,0
13,314,6,15.2987,18.0877,5,5,61,61,0.154506,0.762346,1,11,3,0,0
14,288,11,14.7076,17.361,5,5,61,61,0.140105,0.718661,1,11,3,0,0
15,218,11,13.4734,15.4348,5,5,46,46,0.0920792,0.470877,2,10,2,0,0
16,154,11,11.3427,13.1329,5,5,28,28,0.0362517,0.240951,1,8,2,0,0
17,122,18,8.73077,9.74038,5,5,17,17,0.020174,0.145754,1,7,1,0,0
18,64,6,8.06897,9.08621,5,5,11,11,0.008727,0.0756246,0,6,1,0,0
19,30,4,5,6,5,5,5,6,0.0016901,0.0185432,0,3,1,0,0
20,18,9,5,6,5,5,5,6,0.0005372,0.0087183,0,5,1,0,0
