depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,37,45,37,45,37,45,0.0007075,0.0146511,0,37,26
1,2,0,32.5,80,29,36,36,36,0.0009004,0.018119,0,32,22
2,4,1,28.5,139,34,37,43,43,0.0015652,0.0305494,0,38,26
3,6,0,37.6667,278,26,26,51,51,0.0034377,0.0645729,0,37,26
4,12,1,33.0833,488,17,17,61,74,0.005594,0.108495,0,36,24
5,22,5,25.7273,679,13,13,76,84,0.007365,0.142267,0,33,22
6,34,10,22.7647,935,8,8,82,82,0.0084021,0.185368,0,32,21
7,48,10,24.6458,1440,14,14,82,82,0.0137091,0.286646,0,31,20
8,76,23,20.6842,1942,7,7,69,86,0.0189054,0.381071,0,29,19
9,106,29,21,2727,3,3,77,77,0.0242078,0.525315,0,28,18
10,154,47,18.9156,3571,3,3,76,76,0.031625,0.693817,0,27,17
11,212,63,17.9811,4673,5,5,72,72,0.0406968,0.899387,0,25,16
12,298,92,16.9698,6198,5,5,69,69,0.0532699,1.18623,0,24,15
13,404,121,15.7896,7868,3,3,69,69,0.0655956,1.4869,0,22,13
14,532,175,14.4662,9543,5,5,82,82,0.0802229,1.78995,0,21,13
15,686,219,13.5102,11573,3,3,84,84,0.0942235,2.15788,0,19,11
16,838,279,12.8317,13470,3,3,62,62,0.107499,2.48154,0,19,11
17,918,316,11.8159,13645,3,3,65,65,0.107023,2.50854,0,18,10
18,974,340,11.1807,13785,3,3,62,62,0.108197,2.50677,0,17,10
19,980,339,10.6439,13319,3,3,55,55,0.102898,2.40377,0,16,9
20,954,341,10.0105,12314,3,3,49,49,0.0913613,2.1814,0,15,8
21,904,328,9.15044,10749,3,3,43,43,0.0759993,1.86719,0,14,8
22,854,327,8.49297,9525,3,3,41,41,0.0644696,1.64041,0,13,7
23,656,249,7.70274,6735,3,3,41,41,0.0426758,1.14524,0,12,6
24,542,198,7.38192,5344,3,3,35,35,0.0319293,0.900864,0,11,6
25,458,169,6.62009,4087,3,3,37,37,0.0226322,0.670008,0,10,5
26,372,121,5.82527,2970,3,3,25,25,0.0142853,0.468054,0,8,4
27,280,94,4.93214,1899,3,3,21,21,0.0080898,0.297111,0,7,3
28,202,65,4.55446,1271,3,3,19,19,0.0048293,0.195247,0,6,3
29,146,45,4.0274,814,3,3,14,14,0.0026637,0.121218,0,5,2
30,94,31,3.51064,459,3,3,13,13,0.0012926,0.0683884,0,5,2
31,56,16,3,229,3,3,11,11,0.0004423,0.0341698,0,4,1
32,16,5,3.1875,71,3,3,7,7,0.0001632,0.0100088,0,4,1
33,10,1,3.5,48,3,3,5,5,6.56e-05,0.0063332,0,3,1
34,6,0,3,24,3,3,3,4,0,0.0031296,0,3,1
