depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,26,35,26,35,26,35,0.0005034,0.008676,0,26,9
1,2,1,13,35,26,35,26,35,0.0006687,0.0070008,0,26,9
2,2,0,21.5,58,18,24,25,25,0.0014861,0.0128905,6,21,7
3,4,0,17,91,10,13,20,20,0.0019423,0.016687,0,16,5
4,8,0,13.75,146,10,10,18,18,0.0032737,0.0280168,2,13,4
5,16,0,12,252,7,7,18,18,0.0048776,0.0450161,0,11,3
6,30,0,9.16667,357,7,7,13,13,0.0065096,0.0605372,1,8,2
7,48,0,6.5,402,4,4,12,12,0.0059777,0.0639938,1,5,1
8,30,0,8.4,328,7,7,12,12,0.0030154,0.0322671,1,4,2
9,48,14,5.89583,365,7,7,12,12,0.0017789,0.0244879,1,2,2
10,66,6,7.45455,639,4,4,12,12,0.0045774,0.0620072,1,3,2
11,100,16,6.78,878,7,7,13,13,0.0046894,0.0639951,1,2,2
12,130,15,6.58462,1109,4,4,13,13,0.0045759,0.0793767,1,2,2
13,140,9,6.56429,1189,4,4,13,13,0.0043647,0.0793663,1,2,2
14,134,6,6.22388,1072,4,4,13,13,0.0033892,0.0682794,1,1,1
15,132,3,6.04545,1021,4,4,7,9,0.0033759,0.0668529,1,1,1
16,116,0,5.52586,816,4,4,7,9,0.0028793,0.0583033,1,2,1
17,90,0,5.46667,626,4,4,7,7,0.0022796,0.0461501,2,2,1
18,64,0,5.07813,412,4,4,7,9,0.0015588,0.030178,2,2,1
19,30,0,4.9,186,4,4,7,7,0.0007167,0.0136845,2,2,1
20,14,0,5.07143,90,4,4,7,9,0.0003189,0.0066435,2,2,1
21,10,0,5.8,74,4,4,7,7,0.0002532,0.0057159,2,2,1
22,12,0,4.5,68,4,4,7,7,0.0002412,0.0051393,2,2,1
23,4,0,5.5,28,4,4,7,7,8.37e-05,0.0020022,2,2,1
24,4,0,4,20,4,4,4,5,7.31e-05,0.0015787,2,2,1
