depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,68,88,68,88,68,88,0.0027424,0.0193904,0,68,29
1,2,0,69,168,59,59,79,100,0.0066042,0.0324944,9,47,29
2,4,0,54.75,264,49,49,61,69,0.0073249,0.0344964,9,34,20
3,8,0,42.125,412,8,8,66,88,0.0077285,0.0406505,7,19,15
4,16,5,24.375,472,4,4,60,80,0.008878,0.0534505,6,19,12
5,20,4,24.1,575,11,11,57,77,0.0101169,0.0558391,5,15,9
6,30,6,21.0333,764,11,11,54,54,0.013138,0.0810189,4,15,8
7,48,14,14.7083,846,8,8,49,49,0.0110054,0.0749465,4,11,6
8,68,29,10.5735,881,10,10,35,35,0.0113126,0.0817518,3,10,5
9,78,30,9.21795,878,7,7,49,49,0.0106581,0.0792156,3,8,4
10,92,40,6.88043,778,4,4,30,30,0.0087524,0.0718706,3,7,3
11,92,40,5.65217,639,4,4,23,23,0.0067213,0.0610707,2,6,2
12,72,35,3.94444,352,4,4,15,15,0.003138,0.0334358,2,4,2
13,42,19,3.07143,162,4,4,10,10,0.0008848,0.0130023,2,2,1
14,12,4,4.33333,65,4,4,8,8,0.0004716,0.0059963,3,4,1
15,8,3,2.5,25,4,4,4,5,8.3e-05,0.0018552,1,2,1
