depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,101,108,101,108,101,108,0.0108333,0.0374222,0,101,25,1,1
1,2,0,137,149.5,112,112,162,172,0.0327432,0.0664556,9,72,35,1,0
2,4,0,133,150.75,78,78,220,257,0.0724505,0.121483,14,57,37,1,0
3,8,1,112.571,127.571,39,39,209,209,0.100914,0.179942,13,60,30,1,0
4,14,2,108.083,125,38,38,208,229,0.136797,0.251345,13,50,29,0,0
5,24,3,90.8571,106,20,20,215,285,0.255238,0.449388,10,50,24,0,0
6,42,11,84.5484,97.871,29,29,217,267,0.308775,0.55445,11,43,22,0,0
7,62,11,71.5294,81.9412,9,9,203,217,0.409833,0.784876,8,40,18,0,0
8,98,30,66.9853,75.5588,9,9,209,209,0.506247,0.978965,7,39,16,0,0
9,134,43,57.2527,65.9121,9,9,204,204,0.524771,1.04512,7,31,14,0,0
10,168,51,50.7607,58.906,9,9,150,150,0.545088,1.13433,6,28,12,0,0
11,214,72,44.0563,51.162,9,9,168,168,0.483341,1.10736,5,24,11,0,0
12,260,80,37.1611,43.3056,5,5,160,160,0.507748,1.19898,4,22,9,0,0
13,320,107,30.4131,35.4131,5,5,121,121,0.383024,1.03906,4,17,7,0,0
14,376,118,23.4264,27.4264,5,5,87,87,0.324925,0.931221,3,13,5,0,0
15,410,130,18.1464,21.225,5,5,69,69,0.187174,0.670514,3,9,4,0,0
16,418,120,13.9262,16.5638,5,5,56,56,0.109004,0.487862,2,7,3,0,0
17,414,105,11.466,13.6958,5,5,65,65,0.072604,0.403157,2,5,2,0,0
18,366,81,9.44211,11.4386,5,5,51,51,0.0417333,0.281699,2,4,2,0,0
19,294,43,7.83267,9.40637,5,5,32,32,0.0270051,0.192524,2,3,1,0,0
20,218,22,7.03061,8.52041,5,5,23,23,0.0130573,0.123351,2,3,1,0,0
21,144,13,6.39695,7.74809,5,5,19,19,0.0064678,0.0710507,2,2,1,0,0
22,76,3,6,7.23288,5,5,18,18,0.0037887,0.0384629,2,2,1,0,0
23,28,0,5.71429,6.89286,5,5,9,9,0.0010296,0.0125783,2,2,1,0,0
24,10,0,5.8,7,5,5,9,9,0.0003593,0.0045889,2,2,1,0,0
25,4,0,5,6,5,5,5,6,0.0001331,0.0015808,3,2,1,0,0
