depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,349,394,349,394,349,394,0.190075,0.31946,0,349,113,38,38,0
1,2,0,303.5,342,167,167,440,501,0.197997,0.332984,0,303,94,22,22,0
2,4,0,321,372,114,114,685,772,0.51166,0.797267,0,321,105,22,22,0
3,8,1,325.571,384.143,97,97,622,739,0.781932,1.2701,0,325,105,16,16,0
4,14,0,281.571,330.214,74,74,698,740,1.2193,2.06287,0,281,89,13,13,0
5,28,4,302.375,352.375,27,27,1175,1175,2.66276,4.21777,0,302,94,12,12,0
6,48,5,266.791,313.744,25,25,1296,1296,4.23509,6.6534,0,266,84,10,10,0
7,86,24,272.581,317.839,27,27,1499,1499,6.24425,9.82175,0,272,84,10,10,0
8,124,25,263.838,305.96,13,13,1181,1181,8.80938,14.3234,0,263,81,10,10,0
9,196,34,248.407,289.741,9,9,1338,1428,13.1427,22.3256,0,248,76,9,9,0
10,322,74,249.851,285.766,5,5,1609,1609,20.8069,35.1464,0,249,75,11,11,0
11,492,110,240.024,275.516,9,9,1277,1277,30.9216,51.9003,0,240,72,10,10,0
12,762,207,242.395,274.371,5,5,1289,1289,45.4585,76.059,0,242,72,10,10,0
13,1090,275,229.577,259.049,5,5,1320,1320,60.9905,100.714,0,229,68,10,10,0
14,1580,390,218.243,243.379,5,5,1210,1210,80.2523,135.119,0,218,63,9,9,0
15,2218,611,210.797,234.784,5,5,1219,1219,104.715,175.813,0,210,61,9,9,0
16,2944,797,201.807,223.295,5,5,1159,1159,126.598,217.924,0,201,57,9,9,0
17,3840,1033,189.809,208.107,5,5,1464,1464,150.693,261.495,0,189,53,8,8,0
18,4728,1320,179.336,194.966,5,5,1354,1354,167.965,295.345,0,179,49,7,7,0
19,5590,1589,164.451,176.919,5,5,1153,1153,170.142,308.204,0,164,44,6,6,0
20,6448,1919,153.565,163.566,5,5,1085,1085,171.65,316.369,0,153,41,6,6,0
21,6866,2109,142.508,151.071,5,5,1221,1221,156.255,296.992,0,142,37,5,5,0
22,7222,2264,130.956,138.208,5,5,1195,1195,136.897,270.202,0,130,33,4,4,0
23,6868,2245,119.18,125.171,5,5,1090,1090,109.505,222.182,0,119,30,4,4,0
24,6702,2347,108.203,113.481,5,5,906,906,87.2384,183.651,0,108,27,3,3,0
25,5842,2065,94.2775,98.3775,5,5,723,723,57.8723,130.093,0,94,23,2,2,0
26,5180,1930,78.8369,82.1465,5,5,590,590,36.4589,88.3482,0,78,18,1,1,0
27,4642,1797,67.1986,70.245,5,5,476,476,24.2023,63.2034,0,67,15,1,1,0
28,3786,1471,54.0328,56.8955,5,5,490,490,13.161,36.8006,0,54,12,0,0,0
29,3110,1223,43.4107,46.0647,5,5,377,377,7.36744,22.9291,0,43,9,0,0,1
30,2646,1023,33.6211,36.0129,5,5,321,321,4.00808,14.5613,0,33,7,0,0,1
31,2224,808,26.6066,28.9301,5,5,275,275,2.26457,9.63555,0,26,5,0,0,1
32,1816,605,20.6259,22.8538,5,5,251,251,1.21399,6.24055,0,20,4,0,0,1
33,1358,417,16.9267,18.932,5,5,182,182,0.614973,3.87007,0,16,3,0,0,1
34,968,289,14.2946,16.1178,5,5,127,127,0.288478,2.31044,0,14,2,0,0,1
35,648,175,12.0106,13.7484,5,5,63,63,0.128558,1.33502,0,12,2,0,0,1
36,416,100,11.2057,13.0601,5,5,57,57,0.0631637,0.833725,0,11,2,0,0,1
37,262,60,9.99505,11.7129,5,5,39,39,0.028787,0.474381,0,9,2,0,0,1
38,156,27,8.60465,10.1395,5,5,31,31,0.0117342,0.255477,0,8,1,0,0,1
39,74,7,8.46269,10.0597,5,5,18,18,0.0050562,0.133699,0,8,1,0,0,1
40,40,1,7.15385,8.38462,5,5,11,11,0.00148739,0.0612224,0,7,1,0,0,1
41,12,0,6,7,5,5,11,11,0.000237998,0.0141776,0,6,1,0,0,1
42,4,0,5,6,5,5,5,6,0,0.0047172,0,5,1,0,0,1
