depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,267,194,267,194,267,194,0.0074746,0.143851,0,267,156,229,229
1,2,0,208,158.5,195,152,221,221,0.0087055,0.211029,0,208,121,170,170
2,4,0,183.25,151,162,128,212,212,0.0116594,0.33461,0,183,113,145,145
3,8,0,155,135.875,126,106,192,192,0.0192954,0.57908,0,155,100,120,120
4,16,1,137.133,124.4,99,97,190,190,0.03096,0.930895,0,137,91,104,104
5,30,3,130.148,120.556,75,75,208,208,0.0532397,1.54781,0,130,88,98,98
6,54,6,119.688,114.208,58,58,217,217,0.0858381,2.54397,0,119,83,89,89
7,96,12,115.845,114.405,36,36,252,252,0.145467,4.24312,0,115,84,85,85
8,168,34,112.679,113.731,34,34,244,244,0.235426,6.49008,0,112,84,83,83
9,264,67,106.665,108.97,34,34,255,255,0.325619,8.85267,0,106,80,77,77
10,370,108,102.267,105.927,23,23,250,250,0.420743,11.2603,0,102,77,74,74
11,494,175,99.1034,103.307,17,17,245,245,0.492631,13.1845,0,99,75,71,71
12,588,223,96.726,101.205,17,17,235,235,0.561347,14.7229,0,96,73,69,69
13,664,267,93.8514,98.4081,16,16,218,218,0.622211,15.5315,0,93,71,66,66
14,750,274,89.3172,94.0105,16,16,210,210,0.73333,17.8916,0,89,67,63,63
15,888,372,85.9767,90.6395,12,12,199,199,0.729482,18.5114,0,85,65,60,60
16,976,322,82.3838,87.0734,12,12,192,192,0.839245,21.9362,0,82,62,57,57
17,1170,333,76.4074,81.1625,12,12,186,186,0.998653,25.9368,0,76,57,52,52
18,1428,509,72.7486,77.4995,12,12,182,182,1.06146,27.3402,0,72,54,49,49
19,1558,587,70.9537,75.7261,12,12,176,176,1.05724,28.5691,0,70,52,48,48
20,1780,712,69.3052,73.9972,12,12,165,165,1.15055,30.4856,0,69,51,46,46
21,1958,746,66.1262,70.7005,12,12,149,149,1.24373,32.9292,0,66,48,44,44
22,2194,962,63.2476,67.8093,8,8,149,149,1.21425,32.2206,0,63,46,41,41
23,2320,733,59.1279,63.8154,8,8,145,145,1.37425,38.2064,0,59,43,38,38
24,2622,697,54.2743,59.0488,8,8,134,134,1.56259,42.1924,0,54,38,34,34
25,3190,1055,51.8042,56.6276,7,7,128,128,1.6525,44.4522,0,51,36,32,32
26,3468,1223,49.9483,54.7038,7,7,120,120,1.65076,44.7985,0,49,35,30,30
27,3830,1464,47.7954,52.4844,7,7,113,113,1.68287,45.5501,0,47,33,28,28
28,4118,1421,43.9488,48.4216,7,7,99,99,1.75422,47.732,0,43,30,26,26
29,4516,1971,42.0613,46.4417,7,7,99,99,1.56042,43.1733,0,42,28,24,24
30,4724,1577,39.1382,43.4296,7,7,95,95,1.83701,49.3303,0,39,26,22,22
31,5058,1197,35.2727,39.4338,7,7,92,92,1.92366,53.9854,0,35,23,19,19
32,5422,1579,33.2399,37.3357,7,7,86,86,2.03658,52.3807,0,33,22,18,18
33,5836,1999,31.9752,36.0532,7,7,79,79,1.89789,50.0951,0,31,21,17,17
34,6260,2383,30.576,34.5411,7,7,67,67,1.83065,48.1768,0,30,19,15,15
35,6650,2133,27.737,31.5377,5,5,62,62,1.86486,50.4903,0,27,17,13,13
36,7340,2813,25.7491,29.4606,5,5,55,55,1.70941,47.7172,0,25,16,12,12
37,7642,2735,23.8133,27.3521,5,5,55,55,1.66436,48.0568,0,23,14,11,11
38,8298,2331,20.7558,24.1344,5,5,50,50,1.68806,49.8736,0,20,12,8,8
39,8968,3153,19.3135,22.5739,5,5,45,45,1.48879,45.0236,0,19,11,8,8
40,9514,3539,18.1605,21.3458,5,5,41,41,1.37414,42.9801,0,18,10,7,7
41,10240,4177,17.46,20.5545,5,5,35,35,1.35195,41.6926,0,17,9,6,6
42,10758,3946,15.9577,18.8685,5,5,35,35,1.29397,41.3396,0,15,8,5,5
43,11754,4873,14.9515,17.7733,5,5,30,30,1.2147,39.4053,0,14,8,5,5
44,12076,4461,13.6947,16.3853,3,3,29,29,1.14348,39.3579,0,13,7,4,4
45,12318,3067,11.64,14.2289,3,3,26,26,1.06572,40.2952,0,11,5,3,3
46,13280,4775,10.8696,13.3828,3,3,21,21,0.887549,34.6803,0,10,5,2,2
47,13720,5363,10.1466,12.592,3,3,18,18,0.787637,31.3212,0,10,4,2,2
48,13862,4231,8.52861,10.751,3,3,18,18,0.672031,30.4311,0,8,3,1,1
49,13848,5820,8.04684,10.2233,3,3,15,15,0.509787,24.014,0,8,3,1,1
50,13716,5198,6.9325,8.90162,3,3,13,13,0.402005,21.8588,0,6,2,1,1
51,12884,3606,5.68635,7.48836,3,3,11,11,0.273166,19.6938,0,5,2,0,0
52,9852,2450,4.93853,6.66158,3,3,9,9,0.14877,13.6935,0,4,1,0,0
53,7574,2049,4.54606,6.24688,3,3,7,7,0.0869017,9.60626,0,4,1,0,0
54,6304,2299,4.27591,5.91386,3,3,5,7,0.0519575,6.54747,0,4,1,0,0
55,4762,0,3,4,3,3,3,4,0,4.60923,0,3,1,0,0
