depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,217,102,217,102,217,102,0.049445,0.102197,0,217,26,45,45
1,2,0,104,61,61,61,147,79,0.031596,0.0758582,0,104,14,12,12
2,4,1,57.3333,42.3333,41,41,70,61,0.0133916,0.0470032,0,57,8,1,1
3,6,1,32.4,28.4,15,15,41,41,0.0089153,0.0460324,0,32,5,0,0
4,10,0,22.9,21.9,11,11,38,38,0.0114756,0.0687302,0,22,4,0,0
5,20,9,20.7273,19.9091,5,5,38,38,0.0116166,0.078884,0,20,3,0,0
6,18,7,18.8182,19.0909,11,11,31,31,0.0067902,0.057541,0,18,3,0,0
7,22,9,15.4615,16.3846,9,9,25,23,0.0044459,0.0492634,0,15,3,0,0
8,26,7,10.0526,11.6316,9,9,15,15,0.0021014,0.0434438,0,10,2,0,0
9,38,17,9.95238,11.5714,9,9,15,15,0.0022481,0.046204,0,9,2,0,0
10,42,11,6.74194,8.03226,5,5,11,11,0.0010269,0.0401219,0,6,1,0,0
11,24,0,5,6,5,5,5,6,0,0.019049,0,5,1,0,0
