depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,9,13,9,13,9,13,6.54e-05,0.0055179,0,9,4
1,2,1,4.5,13,9,13,9,13,0.0001041,0.0024284,0,9,4
2,2,0,10.5,30,9,12,12,13,0.0002268,0.0057816,0,10,5
3,4,0,9.75,56,9,9,12,13,0.0005581,0.0116053,0,9,4
4,8,0,9.125,104,7,7,13,13,0.0009299,0.0204997,0,9,4
5,16,0,8.5,192,7,7,13,13,0.0019454,0.0364755,0,8,4
6,32,0,7.5,337,5,5,13,13,0.0032381,0.0597219,0,7,3
7,26,0,6.15385,227,3,3,9,9,0.0016982,0.0334346,0,5,2
8,18,0,5,126,3,3,9,9,0.0007743,0.0182948,0,4,2
9,8,0,5,56,5,5,5,7,0.0002072,0.0054891,1,2,2
10,12,4,3.33333,56,5,5,5,7,0.0002089,0.0059023,1,1,2
11,16,3,4.0625,91,5,5,5,7,0.0002384,0.0074896,1,1,2
12,22,7,3.40909,105,5,5,5,7,0.0002876,0.0095087,1,1,2
13,30,7,3.83333,161,5,5,5,7,0.0004006,0.0132654,1,1,2
14,40,5,4.375,245,5,5,5,7,0.0006451,0.0202689,1,1,2
15,42,4,4.42857,260,3,3,5,5,0.0005481,0.0184261,1,1,1
16,28,0,4.57143,178,3,3,5,5,0.0004325,0.0136877,1,1,1
17,28,0,4.28571,166,3,3,5,7,0.0003884,0.0131056,1,1,1
18,26,0,4.07692,146,3,3,5,5,0.0003103,0.0105373,1,1,1
19,20,0,3.9,107,3,3,5,5,0.000262,0.0082324,1,1,1
20,16,0,3.5,76,3,3,5,5,0.0001715,0.0058249,2,1,1
21,8,0,3.75,41,3,3,5,5,8.19e-05,0.0031133,1,1,1
22,6,0,3,24,3,3,3,4,5.6e-05,0.001956,2,1,1
