depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,1139,1405,1139,1405,1139,1405,0.167823,0.472777,0,1139,793,519,519,0
1,2,0,932.5,1168.5,930,935,935,1166,0.187699,0.427552,357,540,624,386,230,0
2,4,0,815.25,1043.75,780,780,878,1118,0.313469,0.744643,280,472,541,313,186,0
3,8,0,675.625,872.375,631,631,729,935,0.459764,1.12013,242,377,427,228,127,0
4,16,0,581.125,755.5,543,543,663,857,0.709802,1.85849,191,328,356,179,103,0
5,32,0,497.781,651.219,413,413,586,762,1.15613,3.14408,160,281,290,133,78,0
6,64,0,423.109,559.031,290,290,513,626,1.68845,4.89137,130,237,237,98,56,0
7,128,0,353.25,472.172,248,248,434,519,2.46614,7.59135,106,195,189,68,38,0
8,256,0,311.316,418.77,186,186,394,438,4.12079,13.457,85,177,163,54,32,0
9,500,0,276.24,372.492,151,151,380,380,6.792,23.1669,72,159,142,44,25,0
10,930,0,242.063,327.46,105,128,380,380,10.5241,36.9687,62,141,121,34,20,0
11,1578,0,212.572,287.612,60,70,350,350,15.0806,54.7742,52,125,103,26,16,0
12,2486,0,188.524,255.755,41,43,303,303,20.5497,77.4964,44,114,89,21,13,0
13,3804,0,167.691,227.506,4,5,290,290,27.3802,105.867,37,104,78,17,11,0
14,5594,0,148.372,200.886,4,4,251,251,34.4336,137.376,32,93,67,13,9,0
15,8060,0,128.159,172.86,4,4,246,246,41.5938,171.65,27,81,56,10,7,0
16,11124,0,112.99,152.17,4,4,250,250,49.5663,212.684,22,73,49,8,6,0
17,14532,0,101.893,136.7,4,4,245,245,57.7667,258.612,19,67,44,7,6,0
18,18312,0,92.3093,122.667,4,4,245,245,66.1938,310.558,16,63,39,7,6,0
19,22356,0,83.7081,110.086,4,4,243,243,74.3344,347.701,14,58,35,7,6,0
20,26028,0,78.2759,102.604,4,4,243,243,84.4891,451.284,11,56,34,8,6,0
21,22428,0,71.4987,93.6568,4,4,239,239,65.2564,412.018,10,52,31,8,6,0
22,16438,0,64.9969,84.5128,4,4,216,216,42.3695,329.749,8,50,29,8,7,0
23,11726,0,52.363,68.4938,4,4,216,216,23.8851,243.053,5,40,23,6,5,0
24,8040,0,28.8106,36.1959,4,4,198,198,6.41554,79.2153,4,18,11,2,1,0
25,6630,0,22.0023,26.7682,4,4,141,141,3.45431,50.4304,3,13,7,1,1,0
26,5976,0,15.1851,17.8266,4,4,116,116,1.40345,26.9612,3,8,4,0,0,0
27,5580,0,16.5016,19.3921,4,4,125,125,1.55678,28.613,2,8,5,0,0,0
28,5074,1,13.7615,16.1447,4,4,98,98,1.26045,26.1025,2,9,3,0,0,0
29,4194,1,10.6497,12.8402,4,4,94,94,0.623446,15.0784,2,5,2,0,0,0
30,3920,1,9.67058,11.8145,4,4,84,84,0.62029,16.1912,1,6,2,0,0,0
31,3290,2,10.6363,13.1399,4,4,65,65,0.481019,14.7986,1,7,3,0,0,0
32,2864,13,8.17994,10.1975,4,4,34,34,0.237016,7.12826,1,3,2,0,0,0
33,2800,3,6.66464,8.28852,4,4,29,29,0.180233,6.23575,1,3,1,0,0,0
34,2726,12,7.39315,8.95099,4,4,29,29,0.279569,10.2346,2,6,1,0,0,0
35,2028,1,5.741,7.28614,4,4,21,21,0.124119,4.79801,1,3,1,0,0,0
36,1880,5,5.77387,7.22293,4,4,14,14,0.148099,5.94674,0,5,1,0,0,0
37,1510,41,4.02927,5.0388,4,4,8,8,0.0626312,3.16997,0,3,1,0,0,0
38,1194,229,4,5,4,4,4,5,0.0417146,2.61965,0,3,1,0,0,0
39,172,43,4,5,4,4,4,5,0.0053995,0.345667,0,4,1,0,0,0
40,8,4,4,5,4,4,4,5,0.0001764,0.0123991,0,4,1,0,0,1
