depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,251,313,251,313,251,313,0.0159544,0.0982832,0,251,117
1,2,0,277,670,182,182,372,436,0.0435714,0.153798,37,177,130
2,4,0,293,1419,163,163,474,546,0.0661909,0.265069,45,171,150
3,8,0,317.875,2925,111,111,612,641,0.181762,0.664401,46,208,159
4,16,1,299.375,5645,97,97,570,609,0.322294,1.17505,53,198,165
5,30,2,298.3,10321,47,47,662,662,0.674862,2.40254,48,219,164
6,56,3,250.089,15991,23,23,646,646,1.08538,3.83951,40,187,134
7,106,13,215.783,26180,10,10,738,738,1.59674,5.9575,37,171,124
8,186,25,183.285,38775,7,7,769,769,2.44436,9.02024,32,150,106
9,322,70,145.363,53335,4,4,747,747,3.13585,11.8169,30,129,91
10,502,106,131.054,75043,4,4,853,853,4.40767,17.3197,23,123,80
11,792,199,111.923,100548,7,7,860,860,5.78256,23.0994,22,109,70
12,1186,362,92.0354,123495,4,4,984,984,6.84637,28.6764,20,98,61
13,1648,523,80.4521,149248,4,4,725,725,7.81669,34.6734,18,86,53
14,2226,744,70.3086,176114,4,4,629,629,8.90262,41.4322,16,78,46
15,2834,980,61.1874,195239,4,4,665,665,9.32313,44.7013,14,68,40
16,3434,1248,53.7426,207005,4,4,609,609,9.21709,45.7821,13,60,35
17,3866,1423,48.7033,211048,4,4,447,447,8.97185,46.0345,12,54,31
18,3814,1443,45.1114,191870,4,4,369,369,7.75939,40.5918,12,50,29
19,3804,1462,40.0565,169184,4,4,408,408,6.4653,33.1613,11,44,25
20,3678,1461,34.8303,142235,4,4,314,314,4.92434,26.3618,10,38,22
21,3000,1219,30.9963,103048,4,4,300,300,3.36421,18.438,9,33,19
22,2838,1179,26.7132,83759,4,4,341,341,2.4216,13.6591,9,27,16
23,2554,1070,23.3543,65652,4,4,221,221,1.69918,10.0797,8,23,13
24,2410,1040,20.1025,53249,4,4,200,200,1.2303,7.73404,7,19,11
25,2302,1021,17.4557,44002,4,4,152,152,0.920097,6.10283,6,16,10
26,2244,1018,14.7175,36337,4,4,117,117,0.643457,4.65982,5,13,8
27,2120,958,12.65,29581,4,4,108,108,0.44848,3.57986,5,11,6
28,2062,941,10.9234,25058,4,4,85,85,0.324647,3.08269,4,9,5
29,1968,927,9.40955,20891,4,4,78,78,0.244167,2.51916,4,8,5
30,1866,879,8.02626,17143,4,4,65,65,0.168722,1.97508,3,7,4
31,1686,804,6.76928,13344,4,4,49,49,0.114676,1.56335,3,6,3
32,1334,645,5.66417,9022,4,4,35,35,0.0668919,1.02251,3,5,3
33,884,430,4.88914,5267,4,4,33,33,0.0412191,0.669025,2,4,2
34,590,291,4.1678,3030,4,4,32,32,0.0227889,0.415368,2,4,2
35,282,139,3.7234,1308,4,4,28,28,0.0101228,0.179247,2,4,2
36,136,66,3.04412,523,4,4,12,12,0.0033301,0.073912,2,3,1
37,58,28,2.84483,210,4,4,7,7,0.0015274,0.0342182,2,3,1
38,26,11,2.30769,75,4,4,4,5,0.0004854,0.0112794,2,2,1
