depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,199,225,199,225,199,225,0.0357387,0.0809489,0,199,54,2,2
1,2,0,217.5,250.5,195,195,240,280,0.0660433,0.109145,25,85,60,1,0
2,4,0,183.5,214,155,155,197,225,0.17227,0.251536,26,91,52,2,2
3,8,0,162.75,185.5,101,101,242,242,0.228922,0.361419,18,87,43,2,0
4,16,0,138.5,155.875,64,64,239,239,0.250052,0.442377,17,62,36,1,0
5,32,3,112.552,124.31,49,49,247,247,0.581293,0.91691,12,64,28,1,0
6,58,3,84.8364,92.7455,15,15,246,246,0.662764,1.15739,8,51,20,0,0
7,110,20,65.7556,71.2556,13,13,244,244,0.708701,1.33408,7,40,15,0,0
8,180,40,52.3714,56.8571,9,9,254,254,0.832727,1.66204,5,34,11,0,0
9,280,76,40.701,43.8676,5,5,153,153,0.670353,1.50718,4,24,8,0,0
10,398,131,32.0187,34.5243,5,5,127,127,0.610886,1.50868,4,20,6,0,0
11,508,171,25.4036,27.5638,5,5,95,95,0.506517,1.41562,3,16,5,0,0
12,572,200,19.4032,21.2258,5,5,89,89,0.349397,1.11105,2,12,4,0,0
13,606,217,14.9794,16.6684,5,5,84,84,0.21382,0.829035,2,9,3,0,0
14,516,196,10.8656,12.3438,5,5,52,52,0.091233,0.458254,2,6,2,0,0
15,346,135,9.06635,10.4028,5,5,38,38,0.0369057,0.239616,2,5,1,0,0
16,154,69,7.43529,8.69412,5,5,30,30,0.0103296,0.0832748,2,4,1,0,0
17,44,21,5.78261,6.91304,5,5,11,11,0.0014394,0.0178457,2,4,1,0,0
18,2,1,5,6,5,6,5,6,4.57e-05,0.000587,3,3,1,0,0
