depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,66,84,66,84,66,84,0.0011929,0.0249931,0,66,52,34,34
1,2,0,60,76.5,57,57,63,81,0.0013978,0.0189491,22,35,43,26,15
2,4,0,53.75,67,51,51,57,69,0.0033421,0.0361694,18,34,37,24,16
3,8,0,49.25,62,38,38,57,64,0.0052138,0.0614101,15,31,33,20,13
4,16,0,43.625,55.6875,36,36,57,57,0.0083005,0.104795,13,26,29,17,11
5,32,0,38.4375,49.5312,27,27,57,57,0.0140899,0.1694,12,24,25,14,9
6,64,0,33.3438,43.3281,15,20,57,57,0.0218343,0.277867,10,21,21,11,8
7,128,0,29.3203,38.25,3,4,55,55,0.038652,0.503344,8,19,19,10,7
8,252,0,25.6786,33.7698,3,3,48,48,0.0651976,0.853885,7,16,16,8,5
9,366,0,21.6858,28.8361,3,3,39,39,0.0792335,1.04558,6,14,13,6,4
10,524,0,17.5553,23.6565,3,3,32,32,0.0914017,1.20717,4,11,10,4,3
11,646,1,14.1349,19.3039,3,3,24,24,0.0904148,1.21997,3,9,7,2,2
12,502,5,11.1429,15.3441,3,3,20,20,0.052207,0.755613,2,8,5,1,1
13,446,8,9.1347,12.6918,3,3,19,19,0.0365587,0.56656,1,6,4,0,0
14,332,3,7.89362,11.1216,3,3,15,15,0.0221999,0.377007,1,6,3,0,0
15,210,9,6.38308,8.85572,3,3,15,15,0.0099341,0.18563,1,4,2,0,0
16,152,14,4.74638,6.52174,3,3,10,10,0.0040906,0.0834685,1,3,1,0,0
17,120,12,4.64815,6.42593,3,3,9,9,0.0035327,0.0764683,1,3,1,0,0
18,86,13,4.12329,5.68493,3,3,5,5,0.0018832,0.043145,1,3,1,0,0
19,66,17,3,4,3,3,3,4,0.0009123,0.0231011,1,2,1,0,0
20,42,21,3,4,3,3,3,4,0.0004315,0.0135745,0,3,1,0,0
