depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,14,20,14,20,14,20,0.0001131,0.0065748,0,14,7,1,1,0
1,2,1,14,20,14,20,14,20,0.0003299,0.0064036,0,14,7,1,1,0
2,2,0,13,18.5,12,14,14,17,0.000372,0.0073456,0,13,6,1,1,0
3,4,0,13,18.5,12,12,14,17,0.0008217,0.018214,0,13,6,1,1,0
4,8,0,13,18.5,12,12,14,17,0.0020261,0.0359668,0,13,6,1,1,0
5,14,0,13.1429,18.7143,12,12,14,17,0.0032153,0.0646133,0,13,6,1,1,0
6,28,0,12.5714,17.8571,12,12,14,17,0.0055945,0.116362,0,12,6,1,1,0
7,54,0,11.7037,16.6296,10,10,14,14,0.0089444,0.198141,0,11,5,0,0,0
8,102,0,10.8039,15.402,9,9,14,14,0.0144711,0.3288,0,10,5,0,0,0
9,190,0,10.1263,14.4368,7,7,14,14,0.0242721,0.568496,0,10,4,0,0,0
10,330,0,9.97576,14.1848,7,7,14,14,0.0422044,1.01281,0,9,4,0,0,0
11,594,0,9.90067,14.0758,5,5,14,14,0.0749377,1.76078,0,9,4,0,0,0
12,910,0,9.45495,13.4582,5,5,14,14,0.109239,2.57961,0,9,4,0,0,0
13,1166,0,9.11063,12.9786,5,5,14,14,0.135102,3.1735,0,9,4,0,0,0
14,1360,0,8.93235,12.7228,5,5,14,14,0.154684,3.64544,0,8,4,0,0,0
15,1384,0,8.51156,12.1004,3,3,14,14,0.145797,3.44114,0,8,3,0,0,0
16,1126,0,7.62966,10.8215,3,3,14,14,0.101865,2.43429,0,7,3,0,0,0
17,726,0,6.95317,9.81956,3,3,14,14,0.0544207,1.33796,0,6,3,0,0,1
18,454,0,6.163,8.65198,3,3,12,12,0.0250948,0.666812,1,4,2,0,0,2
19,160,0,5.6625,7.975,5,5,10,10,0.0052363,0.164457,1,2,2,0,0,2
20,160,80,5.6625,7.975,5,5,10,10,0,0.0377965,2,0,2,0,0,2
21,160,75,5.62353,7.91765,5,5,10,10,0.000256,0.0443535,2,0,2,0,0,2
22,160,5,5.68387,8.00645,5,5,10,10,0.0049828,0.154506,1,2,2,0,0,2
23,160,80,5.6625,7.975,5,5,10,10,0,0.038515,2,0,2,0,0,2
24,160,0,5.6625,7.975,5,5,10,10,0.004959,0.156495,1,2,2,0,0,2
25,160,80,5.6625,7.975,5,5,10,10,0,0.0386496,2,0,2,0,0,2
26,160,80,5.6625,7.975,5,5,10,10,0,0.0376164,2,0,2,0,0,2
27,160,0,5.6625,7.975,5,5,10,10,0.0050578,0.152885,1,2,2,0,0,2
28,160,80,5.6625,7.975,5,5,10,10,0,0.0397301,2,0,2,0,0,2
29,160,38,5.60656,7.89344,3,3,10,10,0.0023295,0.0977939,1,1,2,0,0,2
30,164,54,5.42727,7.62727,3,3,10,10,0.001276,0.0745712,1,1,2,0,0,2
31,174,43,5.48092,7.70229,3,3,10,10,0.0017771,0.0977492,1,1,2,0,0,2
