depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,33,45,33,45,33,45,0.0010991,0.019501,0,33,12
1,2,1,37,51,37,51,37,51,0.0032072,0.0191342,0,37,14
2,2,0,33.5,46,30,37,37,41,0.0050125,0.0311018,0,33,12
3,4,0,29,39.5,23,28,35,35,0.007626,0.0555789,0,28,10
4,8,0,26,35.375,17,21,35,35,0.0146854,0.0959054,0,25,9
5,16,0,22.75,30.875,12,16,37,37,0.0234244,0.158873,1,21,8
6,32,0,19.3125,26.0938,7,7,39,39,0.0280835,0.206989,1,17,6
7,54,0,17.0741,22.8148,7,7,38,38,0.0368018,0.275499,1,15,5
8,76,0,13.7763,18.25,4,4,35,35,0.0381758,0.301925,1,11,4
9,60,0,13.2667,17.4667,7,7,22,22,0.0137144,0.131393,2,6,4
10,114,25,13.9551,18.4157,7,7,22,22,0.0156632,0.189445,2,4,4
11,172,47,13.8,18.216,7,7,22,22,0.0186342,0.235322,3,3,4
12,242,44,13.0556,17.1768,7,7,22,22,0.031477,0.385315,2,4,4
13,324,44,12.4786,16.3679,7,7,22,22,0.0404728,0.441679,2,4,3
14,454,64,12.5026,16.4026,7,7,21,21,0.0534759,0.599271,2,4,3
15,638,103,12.2636,16.086,7,7,21,21,0.0626857,0.705409,2,4,3
16,816,126,11.7043,15.3435,7,7,21,21,0.0739876,0.877566,2,3,3
17,920,101,11.3687,14.8926,4,4,21,21,0.0790816,0.977525,2,3,3
18,1024,76,11.1698,14.6245,4,4,21,21,0.0840568,1.10235,2,3,3
19,1078,69,10.1031,13.1675,4,4,21,21,0.0749418,1.07996,2,3,3
20,1156,80,9.32249,12.1041,4,4,16,16,0.0708802,1.14774,2,3,2
21,1062,59,8.88933,11.5254,4,4,16,16,0.055965,0.998015,2,2,2
22,974,60,8.25274,10.6619,4,4,16,16,0.0517865,0.952538,2,2,2
23,956,122,7.46283,9.61151,4,4,16,16,0.0330147,0.709679,2,2,2
24,938,75,6.91309,8.88413,4,4,13,13,0.0306605,0.689143,2,2,1
25,800,17,6.77395,8.6986,4,4,13,13,0.0302034,0.671571,2,2,1
26,722,17,6.64681,8.52908,4,4,13,13,0.0261078,0.606442,2,2,1
27,640,15,6.6736,8.5648,4,4,10,10,0.0209504,0.561483,2,2,1
28,694,13,6.28634,8.04846,4,4,7,7,0.0211036,0.538708,2,1,1
29,722,11,5.59916,7.13221,4,4,7,7,0.0220254,0.531026,2,1,1
30,518,1,5.32302,6.76402,4,4,7,7,0.0166083,0.398966,2,1,1
31,264,0,5.53409,7.04545,4,4,7,7,0.0107028,0.260734,2,2,1
32,196,0,4.97959,6.30612,4,4,7,7,0.0068055,0.151688,2,2,1
33,82,0,5.31707,6.7561,4,4,7,7,0.0022077,0.0503983,2,2,1
34,46,0,4.91304,6.21739,4,4,7,7,0.0013584,0.0286846,2,2,1
35,26,0,4.11538,5.15385,4,4,7,7,0.0006504,0.0137151,2,2,1
36,2,0,4,5,4,4,4,5,4.41e-05,0.0009434,2,2,1
