depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,1025,1239,1025,1239,1025,1239,0.756728,1.00769,0,1025,390,96,96,0
1,2,0,1062,1270.5,1059,1065,1065,1352,1.42113,1.89396,0,1062,397,90,90,0
2,4,0,928.25,1122.5,743,743,1128,1396,2.32531,3.16165,0,928,344,70,70,0
3,8,0,914.25,1101.38,387,387,1495,1882,5.30713,6.98757,0,914,351,87,87,0
4,16,1,897.467,1071.33,208,208,2017,2479,10.8848,14.1083,0,897,354,107,107,0
5,30,2,917.143,1075.11,36,36,2166,2166,21.5831,27.7939,0,917,366,128,128,0
6,56,5,833.235,963.059,11,11,2723,2723,36.4866,46.5931,0,833,331,126,126,0
7,102,14,729.511,840.318,15,15,2940,2940,51.868,67.1815,0,729,284,106,106,0
8,176,20,640.686,724.09,11,11,3142,3142,77.6336,101.235,0,640,246,98,98,0
9,312,37,566.731,629.913,13,13,3079,3079,114.669,154.306,0,566,211,88,88,0
10,550,103,511.579,565.246,5,5,3339,3339,161.49,219.692,0,511,187,76,76,0
11,894,191,459.952,506.32,5,5,2996,2996,209.333,290.134,0,459,164,64,64,0
12,1400,306,401.448,439.654,5,5,2610,2610,254.4,361.934,0,401,137,50,50,0
13,2160,498,347.877,380.157,5,5,2231,2231,301.038,433.34,0,347,116,40,40,0
14,3294,840,305.063,330.826,5,5,2047,2047,357.651,527.49,0,305,98,32,32,0
15,4782,1290,269.009,290.731,5,5,1894,1894,418.732,626.862,0,269,85,26,26,0
16,6626,1775,231.906,249.453,5,5,2325,2325,452.22,695.863,0,231,70,20,20,0
17,197,31,177.771,189.157,17,17,542,542,7.12493,12.9254,0,177,47,8,8,0
