depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,307,425,307,425,307,425,0.0292276,0.119911,0,307,184
1,2,0,245,680,243,247,247,343,0.0330557,0.104196,79,148,134
2,4,0,217.5,1204,206,206,247,304,0.0489004,0.16807,58,131,115
3,8,0,172.875,1941,136,149,194,194,0.0686277,0.238045,49,101,88
4,16,0,132.062,2938,63,80,177,177,0.087486,0.338715,37,75,63
5,32,0,97.5625,4318,15,17,137,137,0.121716,0.489601,26,57,44
6,64,0,68.6875,6053,4,5,109,109,0.15147,0.620321,18,39,29
7,124,0,47.7177,8074,4,4,82,82,0.181922,0.818863,11,28,19
8,210,0,32.4762,9212,4,4,62,62,0.179872,0.893175,7,19,12
9,290,0,22.5621,8717,4,4,44,44,0.155344,0.854355,4,13,8
10,392,0,15.5,7929,4,4,30,30,0.11536,0.759081,3,9,5
11,420,1,11.4429,6147,4,4,21,21,0.0788823,0.623668,2,7,3
12,404,5,8.22525,4231,4,4,16,16,0.0427983,0.446719,1,5,2
13,374,2,6.44385,3062,4,4,17,17,0.0266544,0.339072,1,4,1
14,294,2,5.41156,2007,4,4,17,17,0.0187921,0.264085,0,4,1
15,198,0,8.76263,2294,4,4,17,17,0.0257175,0.328697,0,8,2
16,32,2,5.0625,203,4,4,8,8,0.001886,0.0269469,0,4,1
17,16,2,5,100,4,4,8,8,0.0010173,0.0143082,0,5,1
18,8,1,4,40,4,4,8,10,0.0003645,0.0056438,0,3,1
19,6,3,2,15,4,4,4,5,0.0001102,0.0024378,0,4,1
