depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,269,307,269,307,269,307,0.0072074,0.0851851,0,269,226,188,188
1,2,0,257,291.5,252,252,262,298,0.0110493,0.0896759,103,149,216,181,108
2,4,0,245,279.5,234,234,254,284,0.0139102,0.157555,96,146,205,170,101
3,8,0,227.625,260.5,218,218,237,255,0.0223826,0.271554,92,131,190,157,91
4,16,0,203.188,233.438,184,184,230,230,0.0388928,0.459313,86,112,167,137,76
5,30,0,180.733,210.1,152,152,201,201,0.0632305,0.761141,75,98,148,118,65
6,60,0,160.517,187.1,129,134,188,188,0.110957,1.34013,67,88,129,103,58
7,108,0,142.954,167.861,108,108,199,199,0.171784,2.11262,59,78,113,88,49
8,176,0,127.506,151.614,99,102,183,183,0.248248,3.09846,51,70,100,75,42
9,284,0,114.577,137.067,85,85,164,164,0.354759,4.49491,44,64,88,65,37
10,452,0,101.989,123.042,68,68,143,143,0.498406,7.03494,39,57,77,56,32
11,668,0,90.6886,110.365,60,60,149,149,0.636479,9.22186,34,51,67,47,28
12,958,0,81.8633,100.295,50,50,147,147,0.823507,10.866,29,47,59,41,25
13,1378,0,73.8687,91.3208,32,39,129,129,1.05716,14.1964,25,43,52,35,21
14,1840,0,67.8951,84.4511,13,15,122,122,1.28489,17.5894,22,40,47,31,19
15,2306,0,62.34,77.8903,3,3,114,114,1.46089,20.3211,20,37,43,27,17
16,2806,0,57.2306,71.6793,3,3,110,110,1.63896,22.9729,18,34,39,24,16
17,3320,0,52.3078,65.7069,3,3,111,111,1.76896,25.3347,16,32,35,22,14
18,3750,0,47.544,59.8019,3,3,99,99,1.82374,26.7997,14,29,32,19,13
19,4150,0,42.3754,53.5149,3,3,93,93,1.77341,24.4753,12,26,28,17,11
20,4464,0,37.6512,47.5903,3,3,90,90,1.68077,23.3927,11,23,24,14,10
21,4758,0,33.0597,41.8764,3,3,88,88,1.55595,21.8009,9,20,21,12,8
22,4990,0,28.7888,36.5687,3,3,83,83,1.40536,19.977,8,18,18,10,7
23,4974,0,24.6399,31.3205,3,3,72,72,1.17416,16.8865,7,15,15,8,6
24,4986,0,20.3418,25.9142,3,3,65,65,0.941811,13.762,6,12,12,6,4
25,4796,1,17.6071,22.5164,3,3,60,60,0.765136,11.4065,5,10,10,5,3
26,4506,2,14.881,19.1814,3,3,54,54,0.580588,8.87462,4,9,8,4,2
27,4174,9,12.7112,16.4103,3,3,46,46,0.456172,7.20857,3,7,7,3,2
28,3824,22,10.7867,14.0957,3,3,35,35,0.333594,6.13677,3,6,5,2,1
29,3424,21,8.87952,11.6797,3,3,30,30,0.242526,4.64946,2,5,4,1,1
30,2992,5,7.70472,10.2739,3,3,27,27,0.178936,3.54089,2,4,3,1,0
31,2636,11,5.64152,7.6621,3,3,19,19,0.110183,2.3166,1,3,2,0,0
32,2116,5,5.06016,6.87352,3,3,15,15,0.0814096,1.90201,1,3,2,0,0
33,1578,5,4.27463,5.78449,3,3,12,12,0.0507149,1.22417,1,3,1,0,0
34,1140,6,4.00353,5.45414,3,3,9,9,0.0357437,0.960375,0,3,1,0,0
35,616,6,3.68852,5.03279,3,3,7,7,0.0162132,0.450834,1,3,1,0,0
36,390,1,3.47815,4.71722,3,3,7,7,0.0095801,0.28156,0,2,1,0,0
37,292,3,3.98962,5.48443,3,3,5,5,0.0096289,0.263648,0,3,1,0,0
38,74,1,3.82192,5.23288,3,3,5,5,0.0022638,0.0624712,1,3,1,0,0
39,30,6,3,4,3,3,3,4,0.0004619,0.0150814,0,2,1,0,0
40,16,8,3,4,3,3,3,4,0.0001646,0.0074285,0,3,1,0,0
